,event,hitter,hittee,coords,period,period_time_remaining,hitter_team,hittee_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,hitter_id,hittee_id,description
59,hit,Ryan Lindgren,Stefan Noesen,[ 39. -39.],1,04:12,NYR,SJS,NYR,3,SJS,28,1,0,8479324,8476474.0,Ryan Lindgren hit Stefan Noesen
63,hit,Ryan Strome,Kevin Labanc,[ 84. -37.],1,02:24,NYR,SJS,NYR,3,SJS,28,1,0,8476458,8478099.0,Ryan Strome hit Kevin Labanc
69,hit,Ryan Lindgren,Noah Gregor,[97. 12.],1,01:14,NYR,SJS,NYR,3,SJS,28,1,1,8479324,8479393.0,Ryan Lindgren hit Noah Gregor
84,hit,Timo Meier,Brady Skjei,[-94.  25.],2,18:31,SJS,NYR,NYR,3,SJS,28,1,1,8478414,8476869.0,Timo Meier hit Brady Skjei
87,hit,Jacob Trouba,Timo Meier,[-83.   8.],2,18:13,NYR,SJS,NYR,3,SJS,28,1,1,8476885,8478414.0,Jacob Trouba hit Timo Meier
89,hit,Noah Gregor,Tony DeAngelo,[-93. -25.],2,18:05,SJS,NYR,NYR,3,SJS,28,1,1,8479393,8477950.0,Noah Gregor hit Tony DeAngelo
90,hit,Jacob Middleton,Brett Howden,[ 94. -27.],2,17:42,SJS,NYR,NYR,3,SJS,28,1,1,8478136,8479353.0,Jacob Middleton hit Brett Howden
95,hit,Patrick Marleau,Jacob Trouba,[ 19. -40.],2,16:17,SJS,NYR,NYR,3,SJS,28,1,1,8466139,8476885.0,Patrick Marleau hit Jacob Trouba
104,hit,Alexander True,Ryan Lindgren,[-95. -12.],2,13:29,SJS,NYR,NYR,3,SJS,28,1,1,8480384,8479324.0,Alexander True hit Ryan Lindgren
112,hit,Phillip Di Giuseppe,Stefan Noesen,[-91.  30.],2,11:11,NYR,SJS,NYR,3,SJS,28,1,1,8476858,8476474.0,Phillip Di Giuseppe hit Stefan Noesen
115,hit,Adam Fox,Evander Kane,[-95.   5.],2,10:47,NYR,SJS,NYR,3,SJS,28,1,1,8479323,8475169.0,Adam Fox hit Evander Kane
134,hit,Chris Kreider,Tim Heed,[98. 11.],2,05:32,NYR,SJS,NYR,3,SJS,28,1,2,8475184,8475841.0,Chris Kreider hit Tim Heed
143,hit,Brent Burns,Filip Chytil,[96. 11.],2,03:15,SJS,NYR,NYR,3,SJS,28,1,2,8470613,8480078.0,Brent Burns hit Filip Chytil
151,hit,Kevin Labanc,Ryan Lindgren,[74. 40.],2,02:37,SJS,NYR,NYR,3,SJS,28,1,2,8478099,8479324.0,Kevin Labanc hit Ryan Lindgren
163,hit,Stefan Noesen,Kaapo Kakko,[-59.  39.],2,00:53,SJS,NYR,NYR,3,SJS,28,2,2,8476474,8481554.0,Stefan Noesen hit Kaapo Kakko
174,hit,Jacob Trouba,Joe Thornton,[32. 39.],3,18:39,NYR,SJS,NYR,3,SJS,28,2,2,8476885,8466138.0,Jacob Trouba hit Joe Thornton
183,hit,Chris Kreider,Marc-Edouard Vlasic,[ 85. -35.],3,15:22,NYR,SJS,NYR,3,SJS,28,2,2,8475184,8471709.0,Chris Kreider hit Marc-Edouard Vlasic
187,hit,Ryan Lindgren,Stefan Noesen,[-22. -39.],3,14:04,NYR,SJS,NYR,3,SJS,28,2,2,8479324,8476474.0,Ryan Lindgren hit Stefan Noesen
199,hit,Kevin Labanc,Jesper Fast,[95. 17.],3,12:47,SJS,NYR,NYR,3,SJS,28,3,2,8478099,8475855.0,Kevin Labanc hit Jesper Fast
212,hit,Timo Meier,Pavel Buchnevich,[54. 39.],3,11:03,SJS,NYR,NYR,3,SJS,28,3,2,8478414,8477402.0,Timo Meier hit Pavel Buchnevich
213,hit,Phillip Di Giuseppe,Jacob Middleton,[-80.  37.],3,10:42,NYR,SJS,NYR,3,SJS,28,3,2,8476858,8478136.0,Phillip Di Giuseppe hit Jacob Middleton
227,hit,Mika Zibanejad,Timo Meier,[61. 39.],3,08:39,NYR,SJS,NYR,3,SJS,28,3,2,8476459,8478414.0,Mika Zibanejad hit Timo Meier
228,hit,Mario Ferraro,Julien Gauthier,[-60.  38.],3,08:13,SJS,NYR,NYR,3,SJS,28,3,2,8479983,8479328.0,Mario Ferraro hit Julien Gauthier
229,hit,Brendan Lemieux,Mario Ferraro,[-63.  41.],3,07:59,NYR,SJS,NYR,3,SJS,28,3,2,8477962,8479983.0,Brendan Lemieux hit Mario Ferraro
231,hit,Jacob Trouba,Patrick Marleau,[94. 24.],3,07:48,NYR,SJS,NYR,3,SJS,28,3,2,8476885,8466139.0,Jacob Trouba hit Patrick Marleau
233,hit,Barclay Goodrow,Kaapo Kakko,[-72.  40.],3,06:50,SJS,NYR,NYR,3,SJS,28,3,2,8476624,8481554.0,Barclay Goodrow hit Kaapo Kakko
234,hit,Barclay Goodrow,Adam Fox,[ 93. -28.],3,06:34,SJS,NYR,NYR,3,SJS,28,3,2,8476624,8479323.0,Barclay Goodrow hit Adam Fox
242,hit,Jacob Trouba,Marcus Sorensen,[22. 33.],3,03:09,NYR,SJS,NYR,3,SJS,28,3,2,8476885,8475834.0,Jacob Trouba hit Marcus Sorensen
4,hit,Brendan Smith,Anthony Beauvillier,[ 32. -38.],1,18:37,NYR,NYI,NYI,2,NYR,3,0,0,8474090,8478463.0,Brendan Smith hit Anthony Beauvillier
10,hit,Julien Gauthier,Nick Leddy,[-17.  39.],1,17:31,NYR,NYI,NYI,2,NYR,3,0,0,8479328,8475181.0,Julien Gauthier hit Nick Leddy
11,hit,Matt Martin,Ryan Lindgren,[-12. -38.],1,17:15,NYI,NYR,NYI,2,NYR,3,0,0,8474709,8479324.0,Matt Martin hit Ryan Lindgren
13,hit,Julien Gauthier,Scott Mayfield,[ 39. -40.],1,16:56,NYR,NYI,NYI,2,NYR,3,0,0,8479328,8476429.0,Julien Gauthier hit Scott Mayfield
19,hit,Anders Lee,Brendan Smith,[ 51. -39.],1,16:17,NYI,NYR,NYI,2,NYR,3,0,0,8475314,8474090.0,Anders Lee hit Brendan Smith
23,hit,Brock Nelson,Mika Zibanejad,[-93.  27.],1,15:29,NYI,NYR,NYI,2,NYR,3,0,0,8475754,8476459.0,Brock Nelson hit Mika Zibanejad
24,hit,Jean-Gabriel Pageau,Ryan Lindgren,[ 79. -38.],1,14:55,NYI,NYR,NYI,2,NYR,3,0,0,8476419,8479324.0,Jean-Gabriel Pageau hit Ryan Lindgren
28,hit,Matt Martin,Brendan Lemieux,[-97.   5.],1,13:50,NYI,NYR,NYI,2,NYR,3,0,0,8474709,8477962.0,Matt Martin hit Brendan Lemieux
37,hit,Nick Leddy,Filip Chytil,[-97.   0.],1,11:46,NYI,NYR,NYI,2,NYR,3,0,0,8475181,8480078.0,Nick Leddy hit Filip Chytil
41,hit,Jacob Trouba,Josh Bailey,[87. 33.],1,11:00,NYR,NYI,NYI,2,NYR,3,0,0,8476885,8474573.0,Jacob Trouba hit Josh Bailey
43,hit,Julien Gauthier,Matt Martin,[-86.  36.],1,10:35,NYR,NYI,NYI,2,NYR,3,0,0,8479328,8474709.0,Julien Gauthier hit Matt Martin
73,hit,Brock Nelson,Adam Fox,[-32.  38.],1,02:15,NYI,NYR,NYI,2,NYR,3,0,1,8475754,8479323.0,Brock Nelson hit Adam Fox
75,hit,Jean-Gabriel Pageau,Brendan Smith,[ 98. -10.],1,01:44,NYI,NYR,NYI,2,NYR,3,0,1,8476419,8474090.0,Jean-Gabriel Pageau hit Brendan Smith
84,hit,Marc Staal,Jean-Gabriel Pageau,[-18.  27.],2,17:55,NYR,NYI,NYI,2,NYR,3,0,1,8471686,8476419.0,Marc Staal hit Jean-Gabriel Pageau
85,hit,Ryan Lindgren,Matt Martin,[-59. -38.],2,17:24,NYR,NYI,NYI,2,NYR,3,0,1,8479324,8474709.0,Ryan Lindgren hit Matt Martin
97,hit,Chris Kreider,Anthony Beauvillier,[83. 37.],2,15:56,NYR,NYI,NYI,2,NYR,3,0,1,8475184,8478463.0,Chris Kreider hit Anthony Beauvillier
102,hit,Jean-Gabriel Pageau,Chris Kreider,[-59.  39.],2,15:04,NYI,NYR,NYI,2,NYR,3,0,1,8476419,8475184.0,Jean-Gabriel Pageau hit Chris Kreider
118,hit,Devon Toews,Brendan Lemieux,[96. 22.],2,12:38,NYI,NYR,NYI,2,NYR,3,0,1,8478038,8477962.0,Devon Toews hit Brendan Lemieux
130,hit,Nick Leddy,Kaapo Kakko,[ 60. -39.],2,09:20,NYI,NYR,NYI,2,NYR,3,0,2,8475181,8481554.0,Nick Leddy hit Kaapo Kakko
140,hit,Brendan Lemieux,Michael Dal Colle,[ 19. -37.],2,07:16,NYR,NYI,NYI,2,NYR,3,0,2,8477962,8477936.0,Brendan Lemieux hit Michael Dal Colle
143,hit,Adam Fox,Scott Mayfield,[-53. -38.],2,06:40,NYR,NYI,NYI,2,NYR,3,0,2,8479323,8476429.0,Adam Fox hit Scott Mayfield
147,hit,Jacob Trouba,Mathew Barzal,[74. 39.],2,05:25,NYR,NYI,NYI,2,NYR,3,0,2,8476885,8478445.0,Jacob Trouba hit Mathew Barzal
150,hit,Scott Mayfield,Phillip Di Giuseppe,[94. 24.],2,04:42,NYI,NYR,NYI,2,NYR,3,0,2,8476429,8476858.0,Scott Mayfield hit Phillip Di Giuseppe
153,hit,Ryan Lindgren,Nick Leddy,[-98.   1.],2,04:07,NYR,NYI,NYI,2,NYR,3,0,2,8479324,8475181.0,Ryan Lindgren hit Nick Leddy
165,hit,Scott Mayfield,Ryan Strome,[ 95. -19.],2,01:56,NYI,NYR,NYI,2,NYR,3,1,2,8476429,8476458.0,Scott Mayfield hit Ryan Strome
167,hit,Artemi Panarin,Jean-Gabriel Pageau,[-9. 38.],2,01:39,NYR,NYI,NYI,2,NYR,3,1,2,8478550,8476419.0,Artemi Panarin hit Jean-Gabriel Pageau
188,hit,Jacob Trouba,Mathew Barzal,[ 95. -18.],3,15:38,NYR,NYI,NYI,2,NYR,3,1,2,8476885,8478445.0,Jacob Trouba hit Mathew Barzal
198,hit,Jacob Trouba,Michael Dal Colle,[-33. -15.],3,14:10,NYR,NYI,NYI,2,NYR,3,1,2,8476885,8477936.0,Jacob Trouba hit Michael Dal Colle
206,hit,Nick Leddy,Mika Zibanejad,[-78.  39.],3,12:33,NYI,NYR,NYI,2,NYR,3,1,2,8475181,8476459.0,Nick Leddy hit Mika Zibanejad
207,hit,Matt Martin,Brendan Lemieux,[-55.   1.],3,12:07,NYI,NYR,NYI,2,NYR,3,1,2,8474709,8477962.0,Matt Martin hit Brendan Lemieux
208,hit,Johnny Boychuk,Kaapo Kakko,[-17. -38.],3,11:56,NYI,NYR,NYI,2,NYR,3,1,2,8470187,8481554.0,Johnny Boychuk hit Kaapo Kakko
219,hit,Leo Komarov,Tony DeAngelo,[ 96. -21.],3,08:38,NYI,NYR,NYI,2,NYR,3,1,3,8473463,8477950.0,Leo Komarov hit Tony DeAngelo
238,hit,Matt Martin,Ryan Lindgren,[-11. -39.],3,04:52,NYI,NYR,NYI,2,NYR,3,2,3,8474709,8479324.0,Matt Martin hit Ryan Lindgren
239,hit,Greg McKegg,Nick Leddy,[-92. -26.],3,04:41,NYR,NYI,NYI,2,NYR,3,2,3,8475735,8475181.0,Greg McKegg hit Nick Leddy
243,hit,Anders Lee,Brendan Lemieux,[ 93. -27.],3,03:34,NYI,NYR,NYI,2,NYR,3,2,3,8475314,8477962.0,Anders Lee hit Brendan Lemieux
247,hit,Brendan Smith,Anthony Beauvillier,[ 97. -22.],3,02:27,NYR,NYI,NYI,2,NYR,3,2,3,8474090,8478463.0,Brendan Smith hit Anthony Beauvillier
21,hit,Christian Folin,Phillip Di Giuseppe,[49. 40.],1,15:17,MTL,NYR,MTL,8,NYR,3,1,0,8477850,8476858.0,Christian Folin hit Phillip Di Giuseppe
29,hit,Jake Evans,Jacob Trouba,[-86. -36.],1,13:05,MTL,NYR,MTL,8,NYR,3,1,0,8478133,8476885.0,Jake Evans hit Jacob Trouba
43,hit,Greg McKegg,Brendan Gallagher,[-47.  37.],1,09:40,NYR,MTL,MTL,8,NYR,3,1,0,8475735,8475848.0,Greg McKegg hit Brendan Gallagher
50,hit,Christian Folin,Brett Howden,[41. 41.],1,07:01,MTL,NYR,MTL,8,NYR,3,1,0,8477850,8479353.0,Christian Folin hit Brett Howden
51,hit,Phillip Di Giuseppe,Christian Folin,[ 5. 42.],1,06:53,NYR,MTL,MTL,8,NYR,3,1,0,8476858,8477850.0,Phillip Di Giuseppe hit Christian Folin
54,hit,Brendan Lemieux,Dale Weise,[ 58. -38.],1,06:07,NYR,MTL,MTL,8,NYR,3,1,0,8477962,8474668.0,Brendan Lemieux hit Dale Weise
62,hit,Chris Kreider,Ben Chiarot,[97. 18.],1,05:31,NYR,MTL,MTL,8,NYR,3,1,0,8475184,8475279.0,Chris Kreider hit Ben Chiarot
69,hit,Shea Weber,Artemi Panarin,[60. 41.],1,02:17,MTL,NYR,MTL,8,NYR,3,1,0,8470642,8478550.0,Shea Weber hit Artemi Panarin
73,hit,Phillip Di Giuseppe,Karl Alzner,[-46. -42.],1,00:41,NYR,MTL,MTL,8,NYR,3,1,0,8476858,8473991.0,Phillip Di Giuseppe hit Karl Alzner
74,hit,Phillip Di Giuseppe,Christian Folin,[ 98. -19.],1,00:37,NYR,MTL,MTL,8,NYR,3,1,0,8476858,8477850.0,Phillip Di Giuseppe hit Christian Folin
80,hit,Chris Kreider,Phillip Danault,[-99. -11.],2,19:03,NYR,MTL,MTL,8,NYR,3,1,0,8475184,8476479.0,Chris Kreider hit Phillip Danault
84,hit,Brendan Smith,Paul Byron,[87. 36.],2,18:16,NYR,MTL,MTL,8,NYR,3,1,0,8474090,8474038.0,Brendan Smith hit Paul Byron
89,hit,Jesper Fast,Jeff Petry,[-93.  29.],2,17:09,NYR,MTL,MTL,8,NYR,3,1,0,8475855,8473507.0,Jesper Fast hit Jeff Petry
95,hit,Shea Weber,Filip Chytil,[14. 42.],2,16:31,MTL,NYR,MTL,8,NYR,3,1,0,8470642,8480078.0,Shea Weber hit Filip Chytil
101,hit,Phillip Di Giuseppe,Jeff Petry,[-73.  42.],2,15:03,NYR,MTL,MTL,8,NYR,3,1,0,8476858,8473507.0,Phillip Di Giuseppe hit Jeff Petry
102,hit,Brendan Lemieux,Christian Folin,[-62. -40.],2,14:47,NYR,MTL,MTL,8,NYR,3,1,0,8477962,8477850.0,Brendan Lemieux hit Christian Folin
121,hit,Jacob Trouba,Dale Weise,[67. 41.],2,11:30,NYR,MTL,MTL,8,NYR,3,1,0,8476885,8474668.0,Jacob Trouba hit Dale Weise
122,hit,Brendan Smith,Jake Evans,[99. 11.],2,11:29,NYR,MTL,MTL,8,NYR,3,1,0,8474090,8478133.0,Brendan Smith hit Jake Evans
126,hit,Julien Gauthier,Shea Weber,[-99. -20.],2,11:01,NYR,MTL,MTL,8,NYR,3,1,0,8479328,8470642.0,Julien Gauthier hit Shea Weber
134,hit,Ryan Lindgren,Joel Armia,[97. -7.],2,10:00,NYR,MTL,MTL,8,NYR,3,1,0,8479324,8476469.0,Ryan Lindgren hit Joel Armia
152,hit,Greg McKegg,Dale Weise,[ 39. -38.],2,05:55,NYR,MTL,MTL,8,NYR,3,1,0,8475735,8474668.0,Greg McKegg hit Dale Weise
165,hit,Julien Gauthier,Karl Alzner,[58. 42.],2,04:02,NYR,MTL,MTL,8,NYR,3,1,0,8479328,8473991.0,Julien Gauthier hit Karl Alzner
168,hit,Brendan Lemieux,Christian Folin,[  2. -41.],2,03:40,NYR,MTL,MTL,8,NYR,3,1,0,8477962,8477850.0,Brendan Lemieux hit Christian Folin
169,hit,Jesper Fast,Ben Chiarot,[-93.  32.],2,03:06,NYR,MTL,MTL,8,NYR,3,1,0,8475855,8475279.0,Jesper Fast hit Ben Chiarot
172,hit,Charles Hudon,Marc Staal,[ 92. -27.],2,02:12,MTL,NYR,MTL,8,NYR,3,2,0,8476948,8471686.0,Charles Hudon hit Marc Staal
183,hit,Brendan Gallagher,Ryan Lindgren,[-89. -35.],3,19:48,MTL,NYR,MTL,8,NYR,3,2,1,8475848,8479324.0,Brendan Gallagher hit Ryan Lindgren
193,hit,Brett Howden,Paul Byron,[41. 41.],3,17:52,NYR,MTL,MTL,8,NYR,3,2,1,8479353,8474038.0,Brett Howden hit Paul Byron
196,hit,Charles Hudon,Brett Howden,[ 1. 41.],3,17:14,MTL,NYR,MTL,8,NYR,3,2,1,8476948,8479353.0,Charles Hudon hit Brett Howden
202,hit,Ben Chiarot,Mika Zibanejad,[85. 37.],3,16:04,MTL,NYR,MTL,8,NYR,3,2,1,8475279,8476459.0,Ben Chiarot hit Mika Zibanejad
227,hit,Jacob Trouba,Artturi Lehkonen,[37. 41.],3,10:31,NYR,MTL,MTL,8,NYR,3,2,1,8476885,8477476.0,Jacob Trouba hit Artturi Lehkonen
234,hit,Jordan Weal,Brendan Smith,[-87.  35.],3,08:33,MTL,NYR,MTL,8,NYR,3,2,2,8475738,8474090.0,Jordan Weal hit Brendan Smith
238,hit,Ben Chiarot,Adam Fox,[ 69. -40.],3,08:11,MTL,NYR,MTL,8,NYR,3,2,2,8475279,8479323.0,Ben Chiarot hit Adam Fox
247,hit,Nick Suzuki,Kaapo Kakko,[-16. -41.],3,07:23,MTL,NYR,MTL,8,NYR,3,2,3,8480018,8481554.0,Nick Suzuki hit Kaapo Kakko
260,hit,Charles Hudon,Jacob Trouba,[-87. -35.],3,04:26,MTL,NYR,MTL,8,NYR,3,2,4,8476948,8476885.0,Charles Hudon hit Jacob Trouba
262,hit,Charles Hudon,Filip Chytil,[-89. -33.],3,04:18,MTL,NYR,MTL,8,NYR,3,2,4,8476948,8480078.0,Charles Hudon hit Filip Chytil
271,hit,Dale Weise,Adam Fox,[  4. -40.],3,01:11,MTL,NYR,MTL,8,NYR,3,2,5,8474668,8479323.0,Dale Weise hit Adam Fox
272,hit,Brendan Lemieux,Dale Weise,[-96.  10.],3,00:51,NYR,MTL,MTL,8,NYR,3,2,5,8477962,8474668.0,Brendan Lemieux hit Dale Weise
4,hit,Filip Chytil,Tyler Pitlick,[-77.  41.],1,18:50,NYR,PHI,PHI,4,NYR,3,0,0,8480078,8475752.0,Filip Chytil hit Tyler Pitlick
8,hit,Ryan Strome,Claude Giroux,[-94.  23.],1,17:25,NYR,PHI,PHI,4,NYR,3,0,0,8476458,8473512.0,Ryan Strome hit Claude Giroux
13,hit,Scott Laughton,Adam Fox,[31.  2.],1,16:53,PHI,NYR,PHI,4,NYR,3,0,1,8476872,8479323.0,Scott Laughton hit Adam Fox
15,hit,Kevin Hayes,Adam Fox,[ -7. -37.],1,16:43,PHI,NYR,PHI,4,NYR,3,0,1,8475763,8479323.0,Kevin Hayes hit Adam Fox
18,hit,Phillip Di Giuseppe,Derek Grant,[90. 32.],1,15:40,NYR,PHI,PHI,4,NYR,3,0,1,8476858,8474683.0,Phillip Di Giuseppe hit Derek Grant
19,hit,Robert Hagg,Kaapo Kakko,[96.  7.],1,15:35,PHI,NYR,PHI,4,NYR,3,0,1,8477462,8481554.0,Robert Hagg hit Kaapo Kakko
20,hit,Nate Thompson,Tony DeAngelo,[-78. -36.],1,15:25,PHI,NYR,PHI,4,NYR,3,0,1,8470775,8477950.0,Nate Thompson hit Tony DeAngelo
21,hit,Nicolas Aube-Kubel,Tony DeAngelo,[-97.  -6.],1,15:15,PHI,NYR,PHI,4,NYR,3,0,1,8477979,8477950.0,Nicolas Aube-Kubel hit Tony DeAngelo
23,hit,Brett Howden,Travis Sanheim,[ 97. -23.],1,15:00,NYR,PHI,PHI,4,NYR,3,0,1,8479353,8477948.0,Brett Howden hit Travis Sanheim
34,hit,Jesper Fast,Sean Couturier,[ 50. -37.],1,13:21,NYR,PHI,PHI,4,NYR,3,0,1,8475855,8476461.0,Jesper Fast hit Sean Couturier
50,hit,Michael Raffl,Julien Gauthier,[-31.  -4.],1,09:09,PHI,NYR,PHI,4,NYR,3,0,1,8477290,8479328.0,Michael Raffl hit Julien Gauthier
51,hit,Kevin Hayes,Marc Staal,[-85. -34.],1,08:47,PHI,NYR,PHI,4,NYR,3,0,1,8475763,8471686.0,Kevin Hayes hit Marc Staal
65,hit,Matt Niskanen,Brendan Lemieux,[97. 19.],1,05:59,PHI,NYR,PHI,4,NYR,3,0,1,8471702,8477962.0,Matt Niskanen hit Brendan Lemieux
66,hit,Brett Howden,Nicolas Aube-Kubel,[ 8. 39.],1,05:40,NYR,PHI,PHI,4,NYR,3,0,1,8479353,8477979.0,Brett Howden hit Nicolas Aube-Kubel
68,hit,Jesper Fast,Travis Sanheim,[-40. -38.],1,05:04,NYR,PHI,PHI,4,NYR,3,0,1,8475855,8477948.0,Jesper Fast hit Travis Sanheim
75,hit,Tyler Pitlick,Ryan Lindgren,[-4. 40.],1,03:50,PHI,NYR,PHI,4,NYR,3,1,1,8475752,8479324.0,Tyler Pitlick hit Ryan Lindgren
76,hit,Brendan Lemieux,Justin Braun,[93. 30.],1,03:40,NYR,PHI,PHI,4,NYR,3,1,1,8477962,8474027.0,Brendan Lemieux hit Justin Braun
80,hit,Phillip Di Giuseppe,Philippe Myers,[ 93. -23.],1,03:01,NYR,PHI,PHI,4,NYR,3,1,1,8476858,8479026.0,Phillip Di Giuseppe hit Philippe Myers
82,hit,Tony DeAngelo,Michael Raffl,[-97.  -6.],1,02:29,NYR,PHI,PHI,4,NYR,3,1,1,8477950,8477290.0,Tony DeAngelo hit Michael Raffl
90,hit,Sean Couturier,Ryan Lindgren,[-96.   4.],1,00:36,PHI,NYR,PHI,4,NYR,3,1,1,8476461,8479324.0,Sean Couturier hit Ryan Lindgren
94,hit,Jesper Fast,Jakub Voracek,[-79. -32.],1,00:02,NYR,PHI,PHI,4,NYR,3,1,1,8475855,8474161.0,Jesper Fast hit Jakub Voracek
96,hit,Sean Couturier,Ryan Lindgren,[96. 12.],2,19:51,PHI,NYR,PHI,4,NYR,3,1,1,8476461,8479324.0,Sean Couturier hit Ryan Lindgren
99,hit,Pavel Buchnevich,Travis Konecny,[-42. -39.],2,18:57,NYR,PHI,PHI,4,NYR,3,1,1,8477402,8478439.0,Pavel Buchnevich hit Travis Konecny
105,hit,Philippe Myers,Kaapo Kakko,[-96.  20.],2,17:19,PHI,NYR,PHI,4,NYR,3,1,1,8479026,8481554.0,Philippe Myers hit Kaapo Kakko
107,hit,Ryan Lindgren,Tyler Pitlick,[60. 37.],2,17:04,NYR,PHI,PHI,4,NYR,3,1,1,8479324,8475752.0,Ryan Lindgren hit Tyler Pitlick
108,hit,Phillip Di Giuseppe,Justin Braun,[-92. -25.],2,16:54,NYR,PHI,PHI,4,NYR,3,1,1,8476858,8474027.0,Phillip Di Giuseppe hit Justin Braun
114,hit,Jesper Fast,Sean Couturier,[-84.  35.],2,15:51,NYR,PHI,PHI,4,NYR,3,1,1,8475855,8476461.0,Jesper Fast hit Sean Couturier
121,hit,Marc Staal,Tyler Pitlick,[97. -8.],2,14:40,NYR,PHI,PHI,4,NYR,3,1,1,8471686,8475752.0,Marc Staal hit Tyler Pitlick
135,hit,Sean Couturier,Marc Staal,[-7. 39.],2,10:42,PHI,NYR,PHI,4,NYR,3,1,1,8476461,8471686.0,Sean Couturier hit Marc Staal
136,hit,Travis Konecny,Brendan Smith,[ 84. -32.],2,10:14,PHI,NYR,PHI,4,NYR,3,1,1,8478439,8474090.0,Travis Konecny hit Brendan Smith
137,hit,Artemi Panarin,Scott Laughton,[-96. -11.],2,10:08,NYR,PHI,PHI,4,NYR,3,1,1,8478550,8476872.0,Artemi Panarin hit Scott Laughton
152,hit,Philippe Myers,Artemi Panarin,[-85.  37.],2,07:10,PHI,NYR,PHI,4,NYR,3,1,1,8479026,8478550.0,Philippe Myers hit Artemi Panarin
158,hit,Tyler Pitlick,Ryan Lindgren,[ 89. -26.],2,06:46,PHI,NYR,PHI,4,NYR,3,2,1,8475752,8479324.0,Tyler Pitlick hit Ryan Lindgren
161,hit,Justin Braun,Pavel Buchnevich,[ 45. -18.],2,06:21,PHI,NYR,PHI,4,NYR,3,2,1,8474027,8477402.0,Justin Braun hit Pavel Buchnevich
162,hit,Nicolas Aube-Kubel,Ryan Lindgren,[ 97. -11.],2,06:08,PHI,NYR,PHI,4,NYR,3,2,1,8477979,8479324.0,Nicolas Aube-Kubel hit Ryan Lindgren
163,hit,Nate Thompson,Julien Gauthier,[ -8. -38.],2,05:55,PHI,NYR,PHI,4,NYR,3,2,1,8470775,8479328.0,Nate Thompson hit Julien Gauthier
175,hit,Brendan Lemieux,Justin Braun,[ 53. -37.],2,03:54,NYR,PHI,PHI,4,NYR,3,3,1,8477962,8474027.0,Brendan Lemieux hit Justin Braun
177,hit,Brendan Lemieux,Derek Grant,[ 79. -36.],2,03:44,NYR,PHI,PHI,4,NYR,3,3,1,8477962,8474683.0,Brendan Lemieux hit Derek Grant
179,hit,Phillip Di Giuseppe,Robert Hagg,[40. 35.],2,03:28,NYR,PHI,PHI,4,NYR,3,3,1,8476858,8477462.0,Phillip Di Giuseppe hit Robert Hagg
184,hit,Jesper Fast,Ivan Provorov,[82. 38.],2,02:56,NYR,PHI,PHI,4,NYR,3,3,1,8475855,8478500.0,Jesper Fast hit Ivan Provorov
187,hit,Brett Howden,Nate Thompson,[-94. -22.],2,02:28,NYR,PHI,PHI,4,NYR,3,3,1,8479353,8470775.0,Brett Howden hit Nate Thompson
188,hit,Brendan Smith,Nicolas Aube-Kubel,[76. 38.],2,02:21,NYR,PHI,PHI,4,NYR,3,3,1,8474090,8477979.0,Brendan Smith hit Nicolas Aube-Kubel
198,hit,Brendan Lemieux,Kevin Hayes,[65. 40.],2,00:12,NYR,PHI,PHI,4,NYR,3,3,1,8477962,8475763.0,Brendan Lemieux hit Kevin Hayes
200,hit,Claude Giroux,Adam Fox,[-75. -36.],3,19:37,PHI,NYR,PHI,4,NYR,3,3,1,8473512,8479323.0,Claude Giroux hit Adam Fox
218,hit,Jacob Trouba,Ivan Provorov,[ -2. -38.],3,15:20,NYR,PHI,PHI,4,NYR,3,4,1,8476885,8478500.0,Jacob Trouba hit Ivan Provorov
222,hit,Kevin Hayes,Adam Fox,[ 37. -29.],3,14:39,PHI,NYR,PHI,4,NYR,3,4,1,8475763,8479323.0,Kevin Hayes hit Adam Fox
226,hit,Jacob Trouba,Sean Couturier,[-76.  38.],3,14:19,NYR,PHI,PHI,4,NYR,3,4,1,8476885,8476461.0,Jacob Trouba hit Sean Couturier
230,hit,Ryan Lindgren,Kevin Hayes,[-99.   7.],3,13:48,NYR,PHI,PHI,4,NYR,3,4,1,8479324,8475763.0,Ryan Lindgren hit Kevin Hayes
231,hit,Ryan Lindgren,Matt Niskanen,[-92.  31.],3,13:29,NYR,PHI,PHI,4,NYR,3,4,1,8479324,8471702.0,Ryan Lindgren hit Matt Niskanen
245,hit,Justin Braun,Brendan Lemieux,[89. 31.],3,08:12,PHI,NYR,PHI,4,NYR,3,4,1,8474027,8477962.0,Justin Braun hit Brendan Lemieux
251,hit,Robert Hagg,Kaapo Kakko,[ 64. -39.],3,06:51,PHI,NYR,PHI,4,NYR,3,5,1,8477462,8481554.0,Robert Hagg hit Kaapo Kakko
262,hit,Phillip Di Giuseppe,Robert Hagg,[23. 39.],3,04:15,NYR,PHI,PHI,4,NYR,3,5,1,8476858,8477462.0,Phillip Di Giuseppe hit Robert Hagg
265,hit,Ryan Lindgren,Tyler Pitlick,[-67.  38.],3,03:42,NYR,PHI,PHI,4,NYR,3,5,1,8479324,8475752.0,Ryan Lindgren hit Tyler Pitlick
267,hit,Nicolas Aube-Kubel,Pavel Buchnevich,[ 49. -36.],3,03:20,PHI,NYR,PHI,4,NYR,3,5,1,8477979,8477402.0,Nicolas Aube-Kubel hit Pavel Buchnevich
