"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Andrew Cogliano","ANDREW.COGLIANO","19-20","DAL","C","L",1987-06-14,32,67,98.72,7.35,12.54,9.72,8.72,3.47,1.01,12.73,12.34,86.03,12.35,114.77,15.26,159.77,0.36,10,-11.72,-73.69,-102.42,-144.51,-9.64,8.18,85.2
"Andrew Copp","ANDREW.COPP","15-16","WPG","C","L",1994-07-08,21,76,61.97,0,14.96,13.97,12.68,12.42,0,6.98,9.8,55.71,12.93,79.61,15.79,108.7,0.93,6.56,-6.98,-45.91,-66.68,-92.91,-5.63,0,87.47
"Andrew Copp","ANDREW.COPP","16-17","WPG","C","L",1994-07-08,22,62,92.5,7.33,14.48,12.35,10.48,11.7,0.99,12.52,12.71,75.06,15.58,110.58,17.42,148.87,1.19,8.98,-11.53,-62.35,-95,-131.45,-7.79,7.79,83.32
"Andrew Copp","ANDREW.COPP","17-18","WPG","C","L",1994-07-08,23,81,158.55,26.43,15.37,14.15,13.92,11.89,4.25,11.83,27.78,152.94,37.37,226.71,46.23,285.91,2.58,19.12,-7.58,-125.16,-189.34,-239.68,-16.54,15.3,92.26
"Andrew Copp","ANDREW.COPP","18-19","WPG","C","L",1994-07-08,24,66,94.4,7.78,11.72,11.73,12.21,7.09,1.08,12.81,12.3,92.63,15.67,117.89,20.51,147.43,0.84,11,-11.73,-80.33,-102.22,-126.92,-10.16,8.78,86.17
"Andrew Copp","ANDREW.COPP","19-20","WPG","C","L",1994-07-08,25,61,143.27,15.68,18.88,17.89,16.22,21.84,2.79,15,27.63,118.69,35.05,160.84,41.15,212.61,4.02,14.39,-12.21,-91.06,-125.79,-171.46,-10.37,10.1,87.36
"Andrew Desjardins","ANDREW.DESJARDINS","11-12","S.J","C","L",1986-07-27,25,72,63.97,14.19,5.43,6.63,5.76,5.67,1.01,6.11,2.96,51.54,4.93,69.39,5.78,94.51,0.38,6.32,-5.1,-48.58,-64.46,-88.73,-5.94,34.12,88.15
"Andrew Desjardins","ANDREW.DESJARDINS","13-14","S.J","C","L",1986-07-27,27,78,97.08,0,21.37,16.08,14.16,17.36,0,5.02,15.19,55.88,17.17,89.62,23.3,141.27,1.54,7.33,-5.02,-40.69,-72.45,-117.97,-5.79,0,91.02
"Andrew Desjardins","ANDREW.DESJARDINS","14-15","S.J","C","L",1986-07-27,28,54,63.68,11.65,12.91,14.16,11.91,9.48,0.99,7.51,8.36,56.4,12.48,75.65,15.1,111.67,0.78,7.45,-6.52,-48.04,-63.17,-96.57,-6.67,11.84,86.68
"Andrew Desjardins","ANDREW.DESJARDINS","15-16","CHI","C","L",1986-07-27,29,74,136.18,6.37,11.45,11.56,10.56,5.92,1.18,17.33,17.06,132,24.39,186.65,28.52,241.62,1.04,16.54,-16.15,-114.94,-162.26,-213.1,-15.5,6.92,86.87
"Andrew Ebbett","ANDREW.EBBETT","09-10","MIN","C","L",1983-01-02,26,49,51.28,0,1.91,6.86,5.31,3.88,0,6.49,0.84,43.07,4.58,62.15,4.54,80.89,0.18,4.46,-6.49,-42.23,-57.57,-76.35,-4.28,0,84.93
"Andrew Ference","ANDREW.FERENCE","07-08","BOS","D","L",1979-03-17,28,59,162.03,4.13,6,6.77,6.36,4.66,1.18,27.36,10.1,158.22,15.72,216.51,17.9,263.63,0.98,20.06,-26.18,-148.12,-200.79,-245.73,-19.08,11.68,82.71
"Andrew Ference","ANDREW.FERENCE","08-09","BOS","D","L",1979-03-17,29,47,111.62,17.29,13.98,13.21,11.21,15.26,2.26,10.81,17.93,110.37,22.24,146.18,24.26,192.18,2.81,15.6,-8.55,-92.44,-123.94,-167.92,-12.79,12.6,90.21
"Andrew Ference","ANDREW.FERENCE","09-10","BOS","D","L",1979-03-17,30,50,97.62,20.2,15.5,13.97,13.91,16.09,2.05,8.1,14.86,81.03,17.88,110.15,22.67,140.36,2,10.43,-6.05,-66.17,-92.27,-117.69,-8.43,13.8,90
"Andrew Ference","ANDREW.FERENCE","10-11","BOS","D","L",1979-03-17,31,70,128.22,25.89,18.8,17.4,15.62,14.26,4.82,13.8,24.51,105.89,30.24,143.6,34.38,185.76,2.24,13.47,-8.98,-81.38,-113.36,-151.38,-11.23,19.67,86.97
"Andrew Ference","ANDREW.FERENCE","11-12","BOS","D","L",1979-03-17,32,70,139.78,22.91,22.01,20.22,17.74,18.36,3.02,10.16,31.8,112.65,38.88,153.41,42,194.79,2.84,12.63,-7.14,-80.85,-114.53,-152.79,-9.79,9.5,90.98
"Andrew Ference","ANDREW.FERENCE","12-13","BOS","D","L",1979-03-17,33,47,105.02,14.86,19.97,18.06,15.22,18.29,1.18,6.76,16.59,66.49,23.22,105.38,24.22,134.87,1.93,8.62,-5.58,-49.9,-82.16,-110.65,-6.69,7.11,89.83
"Andrew Ference","ANDREW.FERENCE","13-14","EDM","D","L",1979-03-17,34,70,202.85,0,5.58,6.05,6,3.99,0,28.91,12.54,212.01,19.76,306.59,25.69,402.76,1.07,25.75,-28.91,-199.47,-286.83,-377.07,-24.68,0,86.36
"Andrew Ference","ANDREW.FERENCE","14-15","EDM","D","L",1979-03-17,35,67,130,8.24,16.72,16.78,14.09,13.8,1.08,12.03,24.36,121.37,31.41,155.76,33.39,203.6,2.45,15.3,-10.95,-97.01,-124.35,-170.21,-12.85,4.43,90.09
"Andrew Gordon","ANDREW.GORDON","11-12","ANA","R","R",1985-12-13,25,37,75.88,0,8.09,9.54,8.87,8.96,0,10.11,4.97,56.43,9.36,88.78,12.29,126.25,0.77,7.82,-10.11,-51.46,-79.42,-113.96,-7.05,0,82.08
"Andrew Ladd","ANDREW.LADD","08-09","CHI","L","L",1985-12-12,22,82,78.42,12.77,18.81,15.55,13.14,14.4,1.18,8.06,14.92,64.39,16.07,87.28,17.06,112.75,1.23,7.31,-6.88,-49.47,-71.21,-95.69,-6.08,7.91,87.48
"Andrew Ladd","ANDREW.LADD","10-11","ATL","L","L",1985-12-12,24,80,150.2,17.35,20.07,18.35,17.12,18.56,4.08,19.44,35.09,139.79,44.55,198.29,53.38,258.48,4.69,20.58,-15.36,-104.7,-153.74,-205.1,-15.89,11.63,86.09
"Andrew Ladd","ANDREW.LADD","11-12","WPG","L","L",1985-12-12,25,81,126.3,0,20.88,21.02,18.58,14.04,0,8.41,25.55,96.83,35.82,134.57,40.95,179.39,2.13,13.04,-8.41,-71.28,-98.75,-138.44,-10.91,0,91.31
"Andrew Ladd","ANDREW.LADD","12-13","WPG","L","L",1985-12-12,26,47,67.23,0,12.39,14.25,14.53,15.45,0,10.04,8.91,62.98,12.8,77,16.92,99.53,1.29,7.06,-10.04,-54.07,-64.2,-82.61,-5.77,0,84.06
"Andrew Ladd","ANDREW.LADD","13-14","WPG","L","L",1985-12-12,27,78,158.85,13.17,12.16,10.98,13.13,11.93,2.74,18.07,17.45,126.09,23.92,193.97,38.8,256.64,2.63,19.41,-15.33,-108.64,-170.05,-217.84,-16.78,15.7,85.67
"Andrew Ladd","ANDREW.LADD","14-15","WPG","L","L",1985-12-12,28,81,144.82,9.12,17.05,17.16,13.77,12.59,1.94,19.34,23.67,115.19,32.89,158.75,33.93,212.54,2.39,16.6,-17.4,-91.52,-125.86,-178.61,-14.21,8.2,83.21
"Andrew Ladd","ANDREW.LADD","15-16","WPG","L","L",1985-12-12,29,59,116.62,17.54,15.11,15.24,13.4,12.33,3.02,14.2,21.27,119.54,27.93,155.34,32.18,208.01,2.12,15.08,-11.18,-98.27,-127.41,-175.83,-12.96,14.2,88.12
"Andrew Ladd","ANDREW.LADD","16-17","NYI","L","L",1985-12-12,30,73,64.32,10.86,13.77,12.93,12.29,14.58,0.99,8.13,9.56,59.85,11.74,79.06,15.54,110.92,1.13,6.62,-7.14,-50.29,-67.32,-95.38,-5.49,10.36,86.42
"Andrew Ladd","ANDREW.LADD","17-18","NYI","L","L",1985-12-12,31,73,90.37,8.27,15.49,13.24,11.59,13.26,1.93,21.4,18.67,101.84,20.75,135.93,23.41,178.5,1.83,11.97,-19.47,-83.17,-115.18,-155.09,-10.14,10.34,78.99
"Andrew MacDonald","ANDREW.MACDONALD","09-10","NYI","D","L",1986-09-07,23,45,58.87,0,12.22,12.37,9.73,9.78,0,5.94,6.95,49.94,10.89,77.16,11.82,109.72,0.79,7.29,-5.94,-42.99,-66.27,-97.9,-6.5,0,88.11
"Andrew MacDonald","ANDREW.MACDONALD","10-11","NYI","D","L",1986-09-07,24,60,142.58,18.88,15.65,14.77,13.22,11.75,4.13,17.75,23.68,127.59,30.71,177.21,34.68,227.6,2.39,17.95,-13.62,-103.91,-146.5,-192.92,-15.56,17.44,86.09
"Andrew MacDonald","ANDREW.MACDONALD","11-12","NYI","D","L",1986-09-07,25,71,165.32,18.77,14.58,11.97,9.84,14.92,4.19,18.13,22.33,130.84,27.32,201,30.29,277.62,3.44,19.61,-13.94,-108.51,-173.68,-247.33,-16.17,18.76,86.14
"Andrew MacDonald","ANDREW.MACDONALD","12-13","NYI","D","L",1986-09-07,26,47,130.95,5.85,8.72,7.28,8.31,4.53,0.99,15.92,12.55,131.37,13.58,172.87,20.88,230.37,0.76,16.03,-14.93,-118.82,-159.29,-209.49,-15.27,7.89,87.88
"Andrew MacDonald","ANDREW.MACDONALD","13-14","NYI","D","L",1986-09-07,27,63,171.87,13.37,14.48,13.69,11.31,12.49,3.85,24.94,26.06,153.96,36.08,227.45,39.99,313.44,3.09,21.65,-21.09,-127.9,-191.37,-273.45,-18.56,14.77,83.8
"Andrew MacDonald","ANDREW.MACDONALD","14-15","PHI","D","L",1986-09-07,28,58,92.88,10.41,14.56,13.65,11.01,8.85,1.01,8.69,12.28,72.05,16.17,102.3,17.27,139.6,0.85,8.75,-7.68,-59.77,-86.13,-122.33,-7.9,8.22,87.94
"Andrew MacDonald","ANDREW.MACDONALD","15-16","PHI","D","L",1986-09-07,29,27,50.67,17.83,24.77,17.78,15.02,12.14,0.87,4.01,12.85,39.03,12.84,59.37,12.9,72.99,0.68,4.92,-3.14,-26.18,-46.53,-60.09,-4.24,6.77,89.73
"Andrew MacDonald","ANDREW.MACDONALD","16-17","PHI","D","L",1986-09-07,30,72,206.28,2.94,10.72,8.89,7.14,4.37,0.93,30.75,20.77,172.98,24.81,254.4,27.5,357.72,1.05,22.99,-29.82,-152.21,-229.59,-330.22,-21.94,4.48,82.22
"Andrew MacDonald","ANDREW.MACDONALD","17-18","PHI","D","L",1986-09-07,31,63,118.03,10.48,17.77,15.2,13.06,7.45,1.87,15.97,20.12,93.09,23.42,130.69,29.6,197.12,0.98,12.18,-14.1,-72.97,-107.27,-167.52,-11.2,9.29,82.84
"Andrew MacDonald","ANDREW.MACDONALD","18-19","PHI","D","L",1986-09-07,32,43,89.52,16.71,15.7,13.49,12.05,5.85,2.07,10.32,13.45,72.22,14.51,93.03,17.88,130.49,0.6,9.65,-8.25,-58.77,-78.52,-112.61,-9.05,15.39,85.71
"Andrew Murray","ANDREW.MURRAY","08-09","CBJ","C","L",1981-11-06,26,67,92.12,8.9,14.39,12.83,10.81,9.84,0.87,8.9,12.61,75.03,15.88,107.91,18.02,148.64,0.96,8.8,-8.03,-62.42,-92.03,-130.62,-7.84,6.9,88.14
"Andy Greene","ANDY.GREENE","07-08","N.J","D","L",1982-10-30,24,59,113.77,15.54,17.06,17.05,15.66,15.97,1.8,9.78,19.47,94.63,25.9,125.99,29.78,160.34,2.05,10.79,-7.98,-75.16,-100.09,-130.56,-8.74,9.24,89.67
"Andy Greene","ANDY.GREENE","09-10","N.J","D","L",1982-10-30,26,77,137.15,0,23.51,21.08,20.47,19.2,0,14.36,26.79,87.15,32.76,122.66,41.25,160.27,2.79,11.74,-14.36,-60.36,-89.9,-119.02,-8.95,0,83.52
"Andy Greene","ANDY.GREENE","10-11","N.J","D","L",1982-10-30,27,79,189.75,5.12,14.5,13.53,15.17,5.87,0.93,17.22,22.49,132.6,27.77,177.45,42.15,235.63,1,16.03,-16.29,-110.11,-149.68,-193.48,-15.03,4.14,87.01
"Andy Greene","ANDY.GREENE","11-12","N.J","D","L",1982-10-30,28,54,100.88,15.01,20.12,21.57,20.08,16.35,1.18,6.68,17.86,70.9,24.97,90.8,31.32,124.65,1.48,7.57,-5.5,-53.04,-65.83,-93.33,-6.09,6.61,90.58
"Andy Greene","ANDY.GREENE","12-13","N.J","D","L",1982-10-30,29,48,119.07,31.76,23.56,22.9,20.09,18.83,6,12.89,20.02,64.95,24.86,83.71,32.03,127.4,1.94,8.36,-6.89,-44.93,-58.85,-95.37,-6.42,29.97,80.15
"Andy Greene","ANDY.GREENE","13-14","N.J","D","L",1982-10-30,30,82,290.02,20.78,16.64,14.33,12.85,10.23,5.84,22.26,43.14,216.17,50.11,299.65,58.35,395.89,3.13,27.46,-16.42,-173.03,-249.54,-337.54,-24.33,13.54,89.7
"Andy Greene","ANDY.GREENE","14-15","N.J","D","L",1982-10-30,31,81,324.9,7.14,9.52,9.04,8.25,7.54,3.02,39.27,33.56,318.97,41.22,414.56,51.24,570.17,3.22,39.5,-36.25,-285.41,-373.34,-518.93,-36.28,9,87.69
"Andy Greene","ANDY.GREENE","15-16","N.J","D","L",1982-10-30,32,80,281.82,10.08,10.11,9.23,8.65,9.89,2.98,26.59,28.91,257.12,35.83,352.24,43.15,455.98,3.69,33.63,-23.61,-228.21,-316.41,-412.83,-29.94,10.31,89.66
"Andy Greene","ANDY.GREENE","16-17","N.J","D","L",1982-10-30,33,66,210.73,7.14,7.4,6.05,6.27,4.68,2,26.02,14.41,180.29,16.46,255.61,22.58,337.27,1.2,24.44,-24.02,-165.88,-239.15,-314.69,-23.24,13.88,85.57
"Andy Greene","ANDY.GREENE","17-18","N.J","D","L",1982-10-30,34,79,261.03,18.51,19.27,17.89,14.5,16.76,6.25,27.51,53.94,225.94,66.78,306.59,71.47,421.34,5.93,29.45,-21.26,-172,-239.81,-349.87,-23.52,11.59,87.82
"Andy Greene","ANDY.GREENE","18-19","N.J","D","L",1982-10-30,35,82,331.22,19.3,25.54,21.15,17.56,15.82,7.49,31.31,77.03,224.54,92.29,344.07,103.67,486.73,6,31.92,-23.82,-147.51,-251.78,-383.06,-25.92,9.72,86.06
"Andy Greene","ANDY.GREENE","19-20","N.J","D","L",1982-10-30,36,52,177.87,22.43,26.15,22.8,19.55,25.27,6.43,22.24,53.78,151.85,62.82,212.69,68.46,281.64,6.18,18.28,-15.81,-98.07,-149.87,-213.18,-12.1,11.96,85.35
"Andy Hilbert","ANDY.HILBERT","07-08","NYI","C","L",1981-02-06,26,69,184.22,8.58,21.39,18.53,15.73,10.95,2.01,21.43,41.43,152.23,48.03,211.21,55.08,295.17,2.31,18.78,-19.42,-110.8,-163.18,-240.09,-16.47,4.85,85.92
"Andy Hilbert","ANDY.HILBERT","08-09","NYI","C","L",1981-02-06,27,67,176.17,10.16,12.75,11.87,10.67,9.51,2.87,25.39,24.19,165.56,30.71,227.92,38.26,320.25,2.3,21.89,-22.52,-141.37,-197.21,-281.99,-19.59,11.86,84.66
"Andy McDonald","ANDY.MCDONALD","09-10","STL","C","L",1977-08-25,32,79,74.03,0,14.22,14.33,13.05,19.33,0,7.72,9.59,57.87,13.75,82.23,15.51,103.36,1.61,6.72,-7.72,-48.28,-68.48,-87.85,-5.11,0,86.66
"Andy McDonald","ANDY.MCDONALD","10-11","STL","C","L",1977-08-25,33,58,52.9,19.89,26,21.87,18.15,20.64,1.08,4.35,11.33,32.25,13.33,47.62,14.31,64.55,0.97,3.73,-3.27,-20.92,-34.29,-50.24,-2.76,9.53,86.51
"Andy Sutton","ANDY.SUTTON","07-08","NYI","D","L",1975-03-10,32,57,181.12,6.42,20.28,18.09,15.74,14.25,1.18,17.19,36.34,142.87,45.09,204.19,54.52,291.87,3.05,18.36,-16.01,-106.53,-159.1,-237.35,-15.31,3.25,87.97
"Andy Sutton","ANDY.SUTTON","08-09","NYI","D","L",1975-03-10,33,23,74.8,0,11.32,11.2,10.62,13.54,0,9.51,8.95,70.12,10.83,85.9,14.62,123.08,1.29,8.24,-9.51,-61.17,-75.07,-108.46,-6.95,0,86.44
"Andy Sutton","ANDY.SUTTON","09-10","NYI","D","L",1975-03-10,34,52,133.27,4.74,8.06,7.64,6,7.7,1.01,20.3,10.22,116.57,14.38,173.79,15.46,242,1.49,17.87,-19.29,-106.35,-159.41,-226.54,-16.38,9.88,82.59
"Andy Sutton","ANDY.SUTTON","10-11","ANA","D","L",1975-03-10,35,39,89.4,9.01,11.94,10.16,7.92,10.01,1.08,10.91,12.02,88.67,13.29,117.52,14.18,164.96,1.15,10.34,-9.83,-76.65,-104.23,-150.78,-9.19,8.99,87.7
"Andy Sutton","ANDY.SUTTON","11-12","EDM","D","L",1975-03-10,36,52,91.45,0,13.92,11.41,10.16,11.52,0,8.13,10.82,66.91,11.92,92.55,14.85,131.24,1.06,8.14,-8.13,-56.09,-80.63,-116.39,-7.08,0,87.85
"Andy Wozniewski","ANDY.WOZNIEWSKI","07-08","TOR","D","L",1980-05-25,27,48,116.08,4.74,14.61,13.77,15.25,4.66,1.01,20.28,18.43,107.73,23.41,146.62,33.48,186.12,0.77,15.77,-19.27,-89.3,-123.21,-152.64,-15,5.48,81.18
"Anthony Beauvillier","ANTHONY.BEAUVILLIER","17-18","NYI","L","L",1997-06-08,20,70,53.3,0,9.16,10.45,10.47,6.65,0,10.05,5.97,59.24,9.35,80.09,12.31,105.29,0.51,7.16,-10.05,-53.27,-70.74,-92.98,-6.65,0,83.04
"Anthony Bitetto","ANTHONY.BITETTO","19-20","WPG","D","L",1990-07-15,29,50,109.73,16.85,11.06,11.29,10.6,8.8,3.13,15.45,12.63,101.53,18.76,147.37,22.85,192.67,1.33,13.79,-12.32,-88.9,-128.61,-169.82,-12.46,24.78,84.78
"Anthony Cirelli","ANTHONY.CIRELLI","18-19","T.B","C","L",1997-07-15,21,82,220.22,24.76,14.94,14.81,12.53,14.62,5.73,17.41,34.77,197.92,44,253.09,48.85,341.12,3.48,20.32,-11.68,-163.15,-209.09,-292.27,-16.84,16.48,91.2
"Anthony Cirelli","ANTHONY.CIRELLI","19-20","T.B","C","L",1997-07-15,22,68,190.78,6.74,14.63,13.19,10.83,9.27,2.07,28.65,30.31,176.88,37.07,243.9,41.03,337.74,2.28,22.32,-26.58,-146.57,-206.83,-296.71,-20.04,6.83,83.8
"Anthony Duclair","ANTHONY.DUCLAIR","19-20","OTT","L","L",1995-08-26,24,64,61,12.21,22.61,19.32,18.88,18.26,1.01,7.26,14.62,50.05,17.71,73.95,21.83,93.79,1.45,6.49,-6.25,-35.43,-56.24,-71.96,-5.04,6.91,85.49
"Antoine Roussel","ANTOINE.ROUSSEL","13-14","DAL","L","L",1989-11-21,23,80,132.97,11.88,10.9,8.95,8,7.91,1.93,14.31,16.1,131.57,18.72,190.51,22.14,254.44,1.62,18.86,-12.38,-115.47,-171.79,-232.3,-17.24,11.99,89.12
"Antoine Roussel","ANTOINE.ROUSSEL","14-15","DAL","L","L",1989-11-21,24,80,141.05,0,12.07,11.74,10.34,8.75,0,13.93,15.54,113.21,22,165.35,26.84,232.82,1.46,15.23,-13.93,-97.67,-143.35,-205.98,-13.77,0,87.7
"Antoine Roussel","ANTOINE.ROUSSEL","15-16","DAL","L","L",1989-11-21,25,78,106.03,15.55,15.3,13.92,12.3,11.95,1.86,10.1,15.11,83.68,20.86,128.96,24.89,177.44,1.5,11.05,-8.24,-68.57,-108.1,-152.55,-9.55,12.31,87.93
"Antoine Roussel","ANTOINE.ROUSSEL","16-17","DAL","L","L",1989-11-21,26,60,116.25,0,9.33,9.6,7.84,6.83,0,11.76,10.92,106.16,16.14,152.02,17.9,210.4,1.03,14.04,-11.76,-95.24,-135.88,-192.5,-13.01,0,88.92
"Antoine Roussel","ANTOINE.ROUSSEL","17-18","DAL","L","L",1989-11-21,27,73,72.47,0,22.48,19.43,16.17,16.89,0,4.81,15.61,53.82,17.5,72.59,18.47,95.78,1.26,6.2,-4.81,-38.21,-55.09,-77.31,-4.94,0,91.06
"Antoine Roussel","ANTOINE.ROUSSEL","18-19","VAN","L","L",1989-11-21,28,64,56.43,0,19.38,16.92,14.15,12.08,0,10.52,11.81,49.14,13.7,67.25,13.7,83.13,0.89,6.48,-10.52,-37.33,-53.55,-69.43,-5.59,0,78.59
"Antoine Vermette","ANTOINE.VERMETTE","07-08","OTT","C","L",1982-07-20,25,80,292.35,18.24,21.95,21.71,19.46,18.28,6.3,28.24,64.56,229.51,83.6,301.54,98.38,407.13,6.59,29.46,-21.94,-164.95,-217.94,-308.75,-22.87,9.76,87.7
"Antoine Vermette","ANTOINE.VERMETTE","08-09","CBJ","C","L",1982-07-20,26,17,52.87,25.31,9.7,8.68,9.15,9.98,1.01,2.98,5.15,47.94,6.1,64.19,8.79,87.23,0.6,5.41,-1.97,-42.79,-58.09,-78.44,-4.81,19.61,93.78
"Antoine Vermette","ANTOINE.VERMETTE","08-09","OTT","C","L",1982-07-20,26,61,184.35,0,17.12,15.83,14.55,12.18,0,21.67,31.38,151.92,38.92,206.93,47.79,280.77,2.58,18.61,-21.67,-120.54,-168.01,-232.98,-16.03,0,85.74
"Antoine Vermette","ANTOINE.VERMETTE","09-10","CBJ","C","L",1982-07-20,27,80,202.78,12.68,18.88,17.42,15.2,16.22,4.13,28.44,37.8,162.44,48.38,229.35,54.29,302.8,3.98,20.56,-24.31,-124.64,-180.97,-248.51,-16.58,10.93,82.49
"Antoine Vermette","ANTOINE.VERMETTE","10-11","CBJ","C","L",1982-07-20,28,82,117.92,5.76,12.28,11.72,10.03,5.12,1.01,16.51,13.02,93,16.92,127.39,20.64,185.23,0.65,12.05,-15.5,-79.98,-110.47,-164.59,-11.4,7.76,82.25
"Antoine Vermette","ANTOINE.VERMETTE","11-12","CBJ","C","L",1982-07-20,29,59,109.08,9.9,18.57,18.75,16.32,11.22,1.94,17.65,22.32,97.86,27.89,120.86,30.44,156.04,1.43,11.32,-15.71,-75.54,-92.97,-125.6,-9.89,8.69,81.96
"Antoine Vermette","ANTOINE.VERMETTE","12-13","ARI","C","L",1982-07-20,30,48,84.13,0,13.33,11.34,11.01,4.66,0,13.38,12.43,80.85,14.24,111.28,18.54,149.82,0.46,9.42,-13.38,-68.42,-97.04,-131.28,-8.96,0,83.45
"Antoine Vermette","ANTOINE.VERMETTE","13-14","ARI","C","L",1982-07-20,31,80,180.9,11.12,13.39,11.51,10.37,9.13,2.88,23.02,30.09,194.57,33.07,254.31,39.21,338.94,2.43,24.19,-20.14,-164.48,-221.24,-299.73,-21.76,9.57,88.17
"Antoine Vermette","ANTOINE.VERMETTE","14-15","ARI","C","L",1982-07-20,32,62,116.42,0,9.27,7.89,7.55,3.93,0,21.05,12.94,126.59,14.99,174.97,18.58,227.4,0.66,16.14,-21.05,-113.65,-159.98,-208.82,-15.48,0,83.37
"Antoine Vermette","ANTOINE.VERMETTE","15-16","ARI","C","L",1982-07-20,33,76,78.82,0,11.41,10.55,11.7,6.59,0,11.82,10.35,80.39,13.32,112.93,19.09,144.06,0.6,8.5,-11.82,-70.04,-99.61,-124.97,-7.9,0,85.3
"Antoine Vermette","ANTOINE.VERMETTE","16-17","ANA","C","L",1982-07-20,34,72,65.72,0,8.15,7.17,6.54,3.83,0,5.66,5.99,67.55,8.1,104.92,9.09,129.97,0.38,9.55,-5.66,-61.56,-96.82,-120.88,-9.17,0,91.62
"Anton Babchuk","ANTON.BABCHUK","08-09","CAR","D","R",1984-05-06,24,71,101.7,22.31,11.76,12.11,10.95,12.73,4.06,14.14,11.23,84.29,16.75,121.54,20.59,167.52,1.83,12.55,-10.08,-73.06,-104.79,-146.93,-10.72,36.15,83.22
"Anton Lander","ANTON.LANDER","11-12","EDM","C","L",1991-04-24,20,55,90.05,19.74,9.31,6.82,6.82,6.74,2.94,11.95,6.86,66.84,7.7,105.18,9.74,132.99,0.77,10.65,-9.01,-59.98,-97.48,-123.25,-9.88,42.86,82.12
"Anton Lander","ANTON.LANDER","13-14","EDM","C","L",1991-04-24,22,27,50.22,0,11.5,10.4,8.81,6.97,0,5.21,6.58,50.63,7.44,64.09,8.49,87.88,0.41,5.47,-5.21,-44.05,-56.65,-79.39,-5.06,0,89.71
"Anton Lander","ANTON.LANDER","15-16","EDM","C","L",1991-04-24,24,60,117.6,0,11.69,10.29,8.12,5.75,0,13.76,16.04,121.14,19.41,169.27,20.26,229.34,1.01,16.54,-13.76,-105.1,-149.86,-209.08,-15.53,0,88.64
"Anton Lindholm","ANTON.LINDHOLM","17-18","COL","D","L",1994-11-29,22,48,76.72,11.5,11.7,10.72,11.12,5.79,1.01,7.77,9.69,73.13,11.76,97.95,16.21,129.6,0.52,8.46,-6.76,-63.44,-86.19,-113.39,-7.94,10.42,89.38
"Anton Stralman","ANTON.STRALMAN","09-10","CBJ","D","R",1986-08-01,23,72,50.8,18.16,25.41,20.72,17.76,19.67,0.87,3.92,14.62,42.91,16.84,64.45,17.75,82.2,1.43,5.84,-3.05,-28.29,-47.61,-64.45,-4.41,5.95,90.86
"Anton Stralman","ANTON.STRALMAN","13-14","NYR","D","R",1986-08-01,27,79,131.45,22.7,15.22,17.29,14.62,13.12,3.2,10.9,19.89,110.81,28.76,137.58,30.6,178.76,1.88,12.45,-7.7,-90.92,-108.82,-148.16,-10.57,16.09,90.16
"Anton Stralman","ANTON.STRALMAN","14-15","T.B","D","R",1986-08-01,28,81,204.28,10.33,9.76,9.26,8.81,11.63,2,17.37,20.56,190.18,27.34,267.94,34.37,355.96,2.77,21.05,-15.37,-169.62,-240.6,-321.59,-18.28,9.73,90.87
"Anton Stralman","ANTON.STRALMAN","15-16","T.B","D","R",1986-08-01,29,72,151.65,25.98,13.48,11.61,9.35,11.86,5.37,15.3,22.43,143.93,26.34,200.57,26.35,255.38,2.09,15.53,-9.93,-121.5,-174.23,-229.03,-13.44,23.94,89.37
"Anton Stralman","ANTON.STRALMAN","16-17","T.B","D","R",1986-08-01,30,73,190.33,7.64,11.55,10.68,9.01,10.99,2.05,24.78,24.14,184.93,29.94,250.41,31.79,320.93,2.38,19.28,-22.73,-160.79,-220.47,-289.14,-16.9,8.49,86.6
"Anton Stralman","ANTON.STRALMAN","17-18","T.B","D","R",1986-08-01,31,80,214.67,17.95,9.31,8.49,8.28,7.73,5.17,23.64,23.03,224.35,28.26,304.69,34.27,379.75,2.13,25.42,-18.47,-201.32,-276.43,-345.48,-23.29,22.45,89.46
"Anton Stralman","ANTON.STRALMAN","18-19","T.B","D","R",1986-08-01,32,47,134.9,6.51,13.53,14.08,11.11,11.3,0.87,12.49,20.07,128.29,27.23,166.19,28.39,227.22,1.64,12.87,-11.62,-108.22,-138.96,-198.83,-11.23,4.33,90.26
"Anton Stralman","ANTON.STRALMAN","19-20","FLA","D","R",1986-08-01,33,67,171.13,5.4,14.53,12.78,10.71,8.85,0.99,17.35,31.39,184.67,37.41,255.38,40.41,337,2.12,21.83,-16.36,-153.28,-217.97,-296.59,-19.71,3.15,90.6
"Anton Volchenkov","ANTON.VOLCHENKOV","07-08","OTT","D","L",1982-02-25,25,66,280.63,16.4,15.14,15.35,12.91,10.5,7.63,38.9,45.8,256.79,60.41,333.14,71.62,483.19,3.96,33.76,-31.27,-210.99,-272.73,-411.57,-29.8,16.66,84.85
"Anton Volchenkov","ANTON.VOLCHENKOV","08-09","OTT","D","L",1982-02-25,26,67,235.23,23.69,18.53,17.23,15.19,15.29,7.03,22.65,42.16,185.34,53.77,258.25,63.09,352.2,3.98,22.05,-15.62,-143.18,-204.48,-289.11,-18.07,16.67,87.78
