"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","11-12","BUF","D","L",1982-07-06,29,66,1213.65,3,5,9,17,82,124,181,2.53,3.66,2.42,2.04,72,35,20,44,55,11,11,3,3,0,0,0,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","12-13","BUF","D","L",1982-07-06,30,47,903.05,4,6,3,13,73,109,156,2.42,5.48,3.67,2.22,66,20,18,31,71,12,5,0,0,-7,0,0,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","13-14","BUF","D","L",1982-07-06,31,79,1371.13,3,7,7,17,110,164,235,3.98,2.73,1.83,2.43,93,46,24,38,76,15,12,0,0,-3,0,0,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","14-15","PIT","D","L",1982-07-06,32,49,867.45,3,5,3,11,89,129,175,2.95,3.37,2.33,2.29,40,17,11,60,72,13,9,0,0,-4,0,0,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","15-16","CHI","D","L",1982-07-06,33,8,124.18,0,0,1,1,15,24,31,0.59,0,0,2.46,7,2,0,5,16,1,1,0,1,1,0,0,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","15-16","L.A","D","L",1982-07-06,33,40,518.08,2,0,1,3,48,72,104,1.73,4.17,2.78,2.4,26,15,5,32,53,14,8,0,0,-6,0,0,0
"Christian Fischer","CHRISTIAN.FISCHER","16-17","ARI","R","R",1997-04-15,19,7,83.55,3,0,0,3,10,12,15,0.51,30,25,4.25,0,3,0,9,2,0,0,0,0,0,0,0,0
"Christian Fischer","CHRISTIAN.FISCHER","17-18","ARI","R","R",1997-04-15,20,79,903.12,9,8,7,24,119,151,191,10.18,7.56,5.96,6.74,23,9,15,106,96,5,10,0,0,5,3,16,-13
"Christian Fischer","CHRISTIAN.FISCHER","18-19","ARI","R","R",1997-04-15,21,71,804.92,11,4,3,18,104,133,173,9.43,10.58,8.27,7.09,18,11,12,122,108,9,10,1,1,1,2,4,-2
"Christian Fischer","CHRISTIAN.FISCHER","19-20","ARI","R","R",1997-04-15,22,56,603.48,5,3,0,8,81,100,114,6.99,6.17,5,6.99,21,8,6,139,90,7,13,0,0,6,3,8,-5
"Christian Folin","CHRISTIAN.FOLIN","14-15","MIN","D","R",1991-02-09,23,40,577.07,2,5,2,9,39,56,82,1.17,5.13,3.57,2.09,37,16,9,46,73,4,3,1,2,0,0,0,0
"Christian Folin","CHRISTIAN.FOLIN","15-16","MIN","D","R",1991-02-09,24,26,331.18,0,2,2,4,14,18,31,0.28,0,0,1.56,26,9,4,36,44,2,2,1,1,0,0,0,0
"Christian Folin","CHRISTIAN.FOLIN","16-17","MIN","D","R",1991-02-09,25,51,706.48,2,2,4,8,39,57,94,0.98,5.13,3.51,1.72,55,15,9,68,97,12,6,0,0,-6,0,0,0
"Christian Folin","CHRISTIAN.FOLIN","17-18","L.A","D","R",1991-02-09,26,65,936.73,3,6,3,12,57,79,111,1.42,5.26,3.8,1.8,93,30,7,163,129,8,5,2,2,-3,0,0,0
"Christian Folin","CHRISTIAN.FOLIN","18-19","MTL","D","R",1991-02-09,27,19,291.43,0,1,3,4,27,42,55,1.36,0,0,3.24,19,10,2,65,59,2,2,1,1,0,0,0,0
"Christian Folin","CHRISTIAN.FOLIN","18-19","PHI","D","R",1991-02-09,27,26,361.17,0,0,2,2,18,31,56,0.59,0,0,1.9,46,8,1,59,48,6,4,0,0,-2,1,0,1
"Christian Folin","CHRISTIAN.FOLIN","19-20","MTL","D","R",1991-02-09,28,16,218.28,1,0,1,2,13,17,31,0.37,7.69,5.88,2.18,18,7,1,38,40,3,0,1,1,-3,0,0,0
"Christian Hanson","CHRISTIAN.HANSON","08-09","TOR","C","R",1986-03-10,22,5,64.98,1,0,1,2,8,10,16,0.66,12.5,10,6.6,1,4,1,3,7,1,1,0,0,0,1,3,-2
"Christian Hanson","CHRISTIAN.HANSON","09-10","TOR","C","R",1986-03-10,23,31,339.17,1,4,1,6,37,55,76,3.92,2.7,1.82,7.13,8,1,7,43,43,7,5,0,0,-2,82,66,16
"Christian Jaros","CHRISTIAN.JAROS","18-19","OTT","D","R",1996-04-02,22,61,817.15,1,3,3,7,62,81,114,1.98,1.61,1.23,2.44,73,40,15,110,112,10,7,1,1,-3,0,0,0
"Christian Jaros","CHRISTIAN.JAROS","19-20","OTT","D","R",1996-04-02,23,13,126.63,0,1,1,2,4,9,15,0.24,0,0,2.67,8,5,0,14,26,3,0,0,0,-3,0,0,0
"Christian Thomas","CHRISTIAN.THOMAS","14-15","MTL","L","R",1992-05-26,22,18,160.32,1,0,0,1,26,32,46,2.16,3.85,3.12,6.75,3,0,4,8,23,1,2,1,1,1,0,1,-1
"Christian Wolanin","CHRISTIAN.WOLANIN","17-18","OTT","D","L",1995-03-17,22,10,130.17,1,0,2,3,10,12,15,0.39,10,8.33,3.25,5,4,3,5,9,0,0,0,0,0,0,0,0
"Christian Wolanin","CHRISTIAN.WOLANIN","18-19","OTT","D","L",1995-03-17,23,30,455.87,4,2,3,9,33,39,64,1.72,12.12,10.26,4.41,29,23,13,11,29,3,0,0,0,-3,0,0,0
"Christoffer Ehn","CHRISTOFFER.EHN","18-19","DET","C","L",1996-04-05,22,60,584.57,2,2,4,8,46,62,88,3.25,4.35,3.23,5.24,36,15,6,68,76,2,6,0,0,4,80,86,-6
"Christoffer Ehn","CHRISTOFFER.EHN","19-20","DET","C","L",1996-04-05,23,54,486.78,2,1,0,3,32,42,51,3.09,6.25,4.76,7.36,12,11,3,57,42,1,7,0,0,6,94,124,-30
"Christoph Schubert","CHRISTOPH.SCHUBERT","07-08","OTT","D","L",1982-02-05,25,82,766.5,7,4,6,17,97,122,162,4.88,7.22,5.74,4,15,28,18,155,71,22,13,0,0,-9,1,3,-2
"Christoph Schubert","CHRISTOPH.SCHUBERT","08-09","OTT","L","L",1982-02-05,26,50,510.97,2,1,1,4,36,56,78,1.68,5.56,3.57,3,29,12,7,92,55,10,2,0,0,-8,0,0,0
"Christoph Schubert","CHRISTOPH.SCHUBERT","09-10","ATL","D","L",1982-02-05,27,47,623.97,2,1,4,7,71,96,133,2.71,2.82,2.08,2.82,42,22,18,132,72,22,5,1,1,-17,0,0,0
"Chuck Kobasew","CHUCK.KOBASEW","07-08","BOS","R","R",1982-04-17,25,73,949.7,9,7,4,20,102,127,154,8.89,8.82,7.09,7,16,18,22,75,105,10,15,1,1,5,9,17,-8
"Chuck Kobasew","CHUCK.KOBASEW","08-09","BOS","R","R",1982-04-17,26,67,863.48,14,12,6,32,109,143,175,13.6,12.84,9.79,9.51,24,10,18,96,144,18,15,2,2,-3,4,20,-16
"Chuck Kobasew","CHUCK.KOBASEW","09-10","BOS","R","R",1982-04-17,27,7,88.47,0,0,1,1,12,17,19,0.64,0,0,3.76,5,0,0,7,8,1,0,0,0,-1,0,0,0
"Chuck Kobasew","CHUCK.KOBASEW","09-10","MIN","R","R",1982-04-17,27,42,505.15,6,3,2,11,50,76,92,5.11,12,7.89,6.72,24,9,10,45,47,6,7,0,0,1,2,3,-1
"Chuck Kobasew","CHUCK.KOBASEW","10-11","MIN","R","R",1982-04-17,28,63,694.65,9,2,5,16,72,87,122,5.98,12.5,10.34,6.87,19,13,17,31,71,2,14,1,1,12,6,7,-1
"Chuck Kobasew","CHUCK.KOBASEW","11-12","COL","R","R",1982-04-17,29,58,581.25,6,5,1,12,57,74,102,5.58,10.53,8.11,7.54,17,6,13,60,60,11,9,1,1,-2,5,11,-6
"Chuck Kobasew","CHUCK.KOBASEW","12-13","COL","R","R",1982-04-17,30,37,344.98,5,3,1,9,40,53,70,3.86,12.5,9.43,7.28,13,3,12,33,32,5,7,1,1,2,15,26,-11
"Chuck Kobasew","CHUCK.KOBASEW","13-14","PIT","R","R",1982-04-17,31,33,328.7,2,0,0,2,33,45,59,2.81,6.06,4.44,6.24,15,8,8,45,44,4,4,1,1,0,1,1,0
"Clark Bishop","CLARK.BISHOP","18-19","CAR","C","L",1996-03-29,22,20,181.35,1,2,0,3,15,23,36,1.32,6.67,4.35,5.74,5,5,5,39,31,3,2,0,0,-1,65,72,-7
"Clarke MacArthur","CLARKE.MACARTHUR","07-08","BUF","L","L",1985-04-06,22,37,467.03,8,5,2,15,50,64,80,4.52,16,12.5,7.06,11,11,7,33,41,8,3,0,0,-5,3,10,-7
"Clarke MacArthur","CLARKE.MACARTHUR","08-09","BUF","L","L",1985-04-06,23,71,820.42,11,6,3,20,90,114,150,7.99,12.22,9.65,7.01,29,20,12,74,56,17,18,0,0,1,66,120,-54
"Clarke MacArthur","CLARKE.MACARTHUR","09-10","ATL","L","L",1985-04-06,24,21,260.98,1,4,2,7,24,29,46,2.24,4.17,3.45,7.72,10,7,14,14,12,1,7,0,0,6,5,4,1
"Clarke MacArthur","CLARKE.MACARTHUR","09-10","BUF","L","L",1985-04-06,24,60,718.27,9,4,5,18,77,97,126,7.35,11.69,9.28,7.58,20,19,14,45,67,6,6,0,0,0,54,74,-20
"Clarke MacArthur","CLARKE.MACARTHUR","10-11","TOR","L","L",1985-04-06,25,82,1140,13,20,8,41,115,162,228,10.28,11.3,8.02,6.35,18,40,22,102,120,13,23,1,1,10,6,5,1
"Clarke MacArthur","CLARKE.MACARTHUR","11-12","TOR","L","L",1985-04-06,26,73,997.63,17,9,7,33,130,167,238,12.24,13.08,10.18,7.33,21,25,17,58,94,12,15,1,1,3,3,4,-1
"Clarke MacArthur","CLARKE.MACARTHUR","12-13","TOR","L","L",1985-04-06,27,40,522.12,6,5,5,16,55,77,105,6.24,10.91,7.79,8.1,14,25,15,43,58,7,4,0,0,-3,5,1,4
"Clarke MacArthur","CLARKE.MACARTHUR","13-14","OTT","L","L",1985-04-06,28,79,1057.25,14,15,7,36,118,159,200,13.6,11.86,8.81,8.55,17,31,27,93,76,22,14,0,0,-8,7,12,-5
"Clarke MacArthur","CLARKE.MACARTHUR","14-15","OTT","L","L",1985-04-06,29,62,828.13,9,10,4,23,97,125,168,9.22,9.28,7.2,7.38,15,27,27,66,70,14,15,0,0,1,8,12,-4
"Claude Giroux","CLAUDE.GIROUX","08-09","PHI","R","R",1988-01-12,20,42,538.55,7,8,5,20,58,85,106,5.9,12.07,8.24,6.94,15,21,28,41,42,5,11,0,0,6,131,143,-12
"Claude Giroux","CLAUDE.GIROUX","09-10","PHI","R","R",1988-01-12,21,82,1040.03,8,14,2,24,106,153,194,12.79,7.55,5.23,8.36,42,29,37,71,80,6,15,1,1,9,217,227,-10
"Claude Giroux","CLAUDE.GIROUX","10-11","PHI","R","R",1988-01-12,22,82,1136.63,13,24,10,47,122,166,207,13.54,10.66,7.83,8.16,35,31,37,110,78,11,27,1,1,16,420,414,6
"Claude Giroux","CLAUDE.GIROUX","11-12","PHI","R","R",1988-01-12,23,77,1144.45,21,17,12,50,167,220,302,17.16,12.57,9.55,7.8,31,32,36,61,78,9,23,1,1,14,516,496,20
"Claude Giroux","CLAUDE.GIROUX","12-13","PHI","R","R",1988-01-12,24,48,728.9,6,14,3,23,93,129,179,6.84,6.45,4.65,5.3,24,20,14,49,35,6,16,0,0,10,422,365,57
"Claude Giroux","CLAUDE.GIROUX","13-14","PHI","R","R",1988-01-12,25,82,1239.32,18,14,12,44,145,199,284,12.57,12.41,9.05,6.32,42,22,36,79,53,15,24,0,0,9,656,596,60
"Claude Giroux","CLAUDE.GIROUX","14-15","PHI","R","R",1988-01-12,26,81,1287.02,11,11,9,31,200,259,359,14.83,5.5,4.25,5.73,26,28,38,103,71,12,13,0,0,1,773,600,173
"Claude Giroux","CLAUDE.GIROUX","15-16","PHI","R","R",1988-01-12,27,78,1152.75,14,9,12,35,158,207,270,12.18,8.86,6.76,5.88,32,28,32,75,70,14,28,1,1,14,717,565,152
"Claude Giroux","CLAUDE.GIROUX","16-17","PHI","R","R",1988-01-12,28,82,1207.68,9,7,7,23,126,173,219,9.72,7.14,5.2,5.62,27,25,33,60,44,16,21,0,0,5,709,568,141
"Claude Giroux","CLAUDE.GIROUX","17-18","PHI","R","R",1988-01-12,29,82,1268.2,23,19,18,60,134,178,244,12.22,17.16,12.92,6.87,19,35,30,27,43,10,21,0,0,11,398,276,122
"Claude Giroux","CLAUDE.GIROUX","18-19","PHI","R","R",1988-01-12,30,82,1274.92,17,22,13,52,157,217,293,11.53,10.83,7.83,5.31,15,41,39,25,43,8,11,0,0,3,428,337,91
"Claude Giroux","CLAUDE.GIROUX","19-20","PHI","R","R",1988-01-12,31,69,993.47,12,7,9,28,136,182,224,11.52,8.82,6.59,6.33,13,29,31,37,30,8,14,0,0,6,468,328,140
"Claude Lemieux","CLAUDE.LEMIEUX","08-09","S.J","R","R",1965-07-16,43,18,136.28,0,0,1,1,17,23,29,1,0,0,4.35,3,4,2,34,18,3,0,1,1,-3,3,11,-8
"Clay Wilson","CLAY.WILSON","07-08","CBJ","D","L",1983-04-05,24,7,84.97,1,0,0,1,8,10,16,0.64,12.5,10,6.4,2,1,0,2,7,1,1,0,0,0,0,0,0
"Clay Wilson","CLAY.WILSON","10-11","FLA","D","L",1983-04-05,27,15,178.2,3,1,0,4,18,23,32,0.88,16.67,13.04,3.83,10,3,2,15,21,2,4,0,0,2,0,0,0
"Clay Wilson","CLAY.WILSON","11-12","CGY","D","L",1983-04-05,28,5,55.3,0,0,0,0,4,5,7,0.32,0,0,6.4,2,2,1,1,3,2,0,0,0,-2,0,0,0
"Clayton Keller","CLAYTON.KELLER","17-18","ARI","C","L",1998-07-29,19,82,1185.18,15,15,11,41,143,206,253,14.42,10.49,7.28,7,28,40,39,6,82,10,19,0,0,9,31,29,2
"Clayton Keller","CLAYTON.KELLER","18-19","ARI","C","L",1998-07-29,20,82,1159.23,13,10,4,27,146,198,243,12.68,8.9,6.57,6.4,19,26,37,11,101,9,26,0,0,17,25,51,-26
"Clayton Keller","CLAYTON.KELLER","19-20","ARI","C","L",1998-07-29,21,70,921.27,14,11,3,28,135,183,221,13.26,10.37,7.65,7.25,12,27,32,20,97,12,13,0,0,1,8,8,0
"Clayton Stoner","CLAYTON.STONER","09-10","MIN","D","L",1985-02-19,24,8,105.08,0,1,1,2,5,7,9,0.17,0,0,2.43,9,10,3,5,12,1,0,2,2,-1,0,0,0
"Clayton Stoner","CLAYTON.STONER","10-11","MIN","D","L",1985-02-19,25,57,835.08,2,2,5,9,39,61,95,1.08,5.13,3.28,1.77,68,22,18,101,140,19,5,5,6,-13,0,0,0
"Clayton Stoner","CLAYTON.STONER","11-12","MIN","D","L",1985-02-19,26,51,807.05,1,1,2,4,47,72,103,1.66,2.13,1.39,2.31,70,21,11,65,109,17,7,6,6,-10,0,0,0
"Clayton Stoner","CLAYTON.STONER","12-13","MIN","D","L",1985-02-19,27,48,786.13,0,2,7,9,38,57,91,1.04,0,0,1.82,46,17,9,81,81,9,2,3,3,-7,0,0,0
"Clayton Stoner","CLAYTON.STONER","13-14","MIN","D","L",1985-02-19,28,63,753.43,1,2,2,5,46,60,96,1.3,2.17,1.67,2.17,57,17,10,87,122,20,13,8,8,-7,0,0,0
"Clayton Stoner","CLAYTON.STONER","14-15","ANA","D","L",1985-02-19,29,69,1075.5,1,6,0,7,65,96,150,1.89,1.54,1.04,1.97,65,36,7,116,166,12,3,8,9,-8,0,0,0
"Clayton Stoner","CLAYTON.STONER","15-16","ANA","D","L",1985-02-19,30,50,672.45,0,1,3,4,29,45,68,0.84,0,0,1.87,44,26,2,113,108,10,1,7,7,-9,0,0,0
"Clayton Stoner","CLAYTON.STONER","16-17","ANA","D","L",1985-02-19,31,14,211.38,1,1,1,3,15,18,27,0.42,6.67,5.56,2.33,11,3,2,33,26,3,5,2,2,2,0,0,0
"Cody Almond","CODY.ALMOND","09-10","MIN","C","L",1989-07-24,20,7,53.6,0,0,0,0,5,5,7,0.3,0,0,6,5,0,0,7,3,2,0,1,1,-2,18,12,6
"Cody Almond","CODY.ALMOND","10-11","MIN","C","L",1989-07-24,21,8,55.22,0,0,0,0,3,4,5,0.22,0,0,5.5,3,1,1,11,8,1,0,0,0,-1,12,19,-7
"Cody Almond","CODY.ALMOND","11-12","MIN","C","L",1989-07-24,22,10,90.93,1,0,0,1,7,9,13,0.44,14.29,11.11,4.89,7,1,1,15,8,4,0,1,1,-4,24,33,-9
"Cody Bass","CODY.BASS","07-08","OTT","C","R",1987-01-07,20,21,104.25,1,1,0,2,10,12,13,0.42,10,8.33,3.5,6,2,0,19,6,7,6,1,1,-1,28,39,-11
"Cody Bass","CODY.BASS","08-09","OTT","C","R",1987-01-07,21,12,65.32,0,0,0,0,5,8,9,0.63,0,0,7.88,2,3,1,25,6,0,2,3,3,2,21,26,-5
"Cody Bass","CODY.BASS","11-12","CBJ","C","R",1987-01-07,24,14,113.28,0,1,0,1,13,13,15,0.54,0,0,4.15,5,3,4,21,14,1,3,6,6,2,4,2,2
"Cody Bass","CODY.BASS","15-16","NSH","C","R",1987-01-07,28,17,125.48,0,0,0,0,11,14,16,0.65,0,0,4.64,7,0,1,25,14,1,3,3,3,2,12,9,3
"Cody Bass","CODY.BASS","16-17","NSH","C","R",1987-01-07,29,9,56.27,0,0,0,0,1,1,3,0.01,0,0,1,3,1,2,14,9,2,1,3,3,-1,0,1,-1
"Cody Ceci","CODY.CECI","13-14","OTT","D","R",1993-12-21,19,49,681.17,3,4,2,9,70,96,141,2.33,4.29,3.12,2.43,40,12,10,40,80,7,4,0,0,-3,0,0,0
"Cody Ceci","CODY.CECI","14-15","OTT","D","R",1993-12-21,20,81,1279.6,4,6,6,16,110,150,211,4.08,3.64,2.67,2.72,97,33,11,78,96,3,2,0,0,-1,0,0,0
"Cody Ceci","CODY.CECI","15-16","OTT","D","R",1993-12-21,21,75,1204.17,9,7,6,22,105,144,209,4.52,8.57,6.25,3.14,108,34,13,61,109,9,4,0,0,-5,0,0,0
"Cody Ceci","CODY.CECI","16-17","OTT","D","R",1993-12-21,22,79,1495.13,2,6,6,14,124,173,252,4.5,1.61,1.16,2.6,125,58,20,94,148,10,4,0,0,-6,0,0,0
"Cody Ceci","CODY.CECI","17-18","OTT","D","R",1993-12-21,23,82,1612.58,5,5,4,14,132,189,292,6.16,3.79,2.65,3.26,144,34,15,148,124,6,6,0,0,0,0,0,0
"Cody Ceci","CODY.CECI","18-19","OTT","D","R",1993-12-21,24,74,1419.9,6,11,4,21,115,165,256,4.8,5.22,3.64,2.91,106,55,16,108,127,5,2,0,0,-3,0,0,0
"Cody Ceci","CODY.CECI","19-20","TOR","D","R",1993-12-21,25,56,965.42,1,3,4,8,44,78,112,2.3,2.27,1.28,2.95,60,23,10,83,122,7,5,0,0,-2,0,0,0
"Cody Eakin","CODY.EAKIN","11-12","WSH","C","L",1991-05-24,20,30,266.72,4,1,3,8,30,36,49,1.87,13.33,11.11,5.19,7,5,6,15,30,2,4,0,0,2,21,18,3
"Cody Eakin","CODY.EAKIN","12-13","DAL","C","L",1991-05-24,21,48,577.45,4,9,8,21,58,71,101,5.33,6.9,5.63,7.51,21,19,21,65,50,12,5,1,1,-7,248,246,2
"Cody Eakin","CODY.EAKIN","13-14","DAL","C","L",1991-05-24,22,81,1081.68,11,7,7,25,109,159,226,11.37,10.09,6.92,7.15,49,26,39,84,120,11,19,0,0,8,480,528,-48
"Cody Eakin","CODY.EAKIN","14-15","DAL","C","L",1991-05-24,23,78,1047.1,14,3,13,30,119,169,222,12.46,11.76,8.28,7.37,46,33,54,55,67,10,12,0,0,2,546,509,37
"Cody Eakin","CODY.EAKIN","15-16","DAL","C","L",1991-05-24,24,82,1072.68,8,10,6,24,103,141,181,10.01,7.77,5.67,7.1,37,36,35,95,79,14,11,0,0,-3,478,502,-24
"Cody Eakin","CODY.EAKIN","16-17","DAL","C","L",1991-05-24,25,60,816.28,3,5,2,10,72,111,148,8.19,4.17,2.7,7.38,30,26,19,61,53,10,12,2,2,2,433,392,41
"Cody Eakin","CODY.EAKIN","17-18","VGK","C","L",1991-05-24,26,80,983.85,10,4,9,23,93,127,175,8.88,10.75,7.87,6.99,41,31,52,60,95,10,6,0,0,-4,408,364,44
"Cody Eakin","CODY.EAKIN","18-19","VGK","C","L",1991-05-24,27,78,987.43,17,11,4,32,97,128,164,9.52,17.53,13.28,7.44,27,27,40,82,94,8,10,0,1,3,412,392,20
"Cody Eakin","CODY.EAKIN","19-20","VGK","C","L",1991-05-24,28,41,489.45,3,3,2,8,46,62,72,4.9,6.52,4.84,7.9,10,17,16,35,53,6,11,0,0,5,207,215,-8
"Cody Eakin","CODY.EAKIN","19-20","WPG","C","L",1991-05-24,28,8,101.55,1,3,1,5,8,11,11,0.89,12.5,9.09,8.09,2,3,3,8,2,0,3,0,0,3,49,43,6
"Cody Franson","CODY.FRANSON","09-10","NSH","D","R",1987-08-08,22,61,733.27,5,6,4,15,61,97,148,2.23,8.2,5.15,2.3,51,21,17,53,44,7,3,0,0,-4,0,0,0
"Cody Franson","CODY.FRANSON","10-11","NSH","D","R",1987-08-08,23,80,1046.82,5,11,6,22,123,171,232,3.62,4.07,2.92,2.12,51,37,26,77,59,11,2,0,0,-9,0,0,0
"Cody Franson","CODY.FRANSON","11-12","TOR","D","R",1987-08-08,24,57,825.93,3,4,7,14,46,68,131,1.97,6.52,4.41,2.9,50,42,20,100,52,8,6,0,0,-2,0,0,0
"Cody Franson","CODY.FRANSON","12-13","TOR","D","R",1987-08-08,25,45,667.28,1,6,9,16,41,62,82,1.18,2.44,1.61,1.9,46,32,16,111,44,3,7,0,0,4,0,0,0
"Cody Franson","CODY.FRANSON","13-14","TOR","D","R",1987-08-08,26,79,1248.47,4,6,5,15,71,116,181,2.33,5.63,3.45,2.01,92,52,38,242,85,13,9,0,1,-3,0,0,0
"Cody Franson","CODY.FRANSON","14-15","NSH","D","R",1987-08-08,27,23,310.22,0,1,1,2,28,37,55,0.83,0,0,2.24,20,13,6,22,18,1,0,0,0,-1,0,0,0
"Cody Franson","CODY.FRANSON","14-15","TOR","D","R",1987-08-08,27,55,874.87,2,7,7,16,61,93,126,1.79,3.28,2.15,1.92,86,43,28,126,55,4,0,0,0,-4,0,0,0
"Cody Franson","CODY.FRANSON","15-16","BUF","D","R",1987-08-08,28,59,807.03,3,1,5,9,62,84,126,2.19,4.84,3.57,2.61,48,25,10,58,39,7,1,0,1,-5,0,0,0
"Cody Franson","CODY.FRANSON","16-17","BUF","D","R",1987-08-08,29,68,1093.72,2,5,9,16,82,116,170,2.49,2.44,1.72,2.15,65,25,12,84,45,14,3,0,0,-11,0,0,0
"Cody Franson","CODY.FRANSON","17-18","CHI","D","R",1987-08-08,30,23,325.08,1,1,1,3,32,47,63,0.82,3.12,2.13,1.74,17,18,7,17,11,4,3,0,0,-1,0,0,0
"Cody Glass","CODY.GLASS","19-20","VGK","C","R",1999-04-01,20,39,428.43,4,1,1,6,47,58,72,3.4,8.51,6.9,5.86,6,11,16,14,43,2,4,0,0,2,57,78,-21
"Cody Goloubef","CODY.GOLOUBEF","12-13","CBJ","D","R",1989-11-30,22,11,160.12,1,0,0,1,13,15,16,0.39,7.69,6.67,2.6,7,1,0,10,10,0,0,0,0,0,0,0,0
"Cody Goloubef","CODY.GOLOUBEF","14-15","CBJ","D","R",1989-11-30,24,36,525.25,0,4,4,8,22,46,64,1.25,0,0,2.72,32,13,3,41,41,6,2,1,1,-4,0,0,0
"Cody Goloubef","CODY.GOLOUBEF","15-16","CBJ","D","R",1989-11-30,25,43,606.4,1,1,6,8,40,59,95,1.18,2.5,1.69,2,46,10,2,31,42,10,1,0,0,-9,0,0,0
"Cody Goloubef","CODY.GOLOUBEF","16-17","COL","D","R",1989-11-30,26,33,498.83,0,2,3,5,34,42,60,0.83,0,0,1.98,28,6,5,28,14,9,2,1,1,-7,0,0,0
"Cody Goloubef","CODY.GOLOUBEF","18-19","OTT","D","R",1989-11-30,28,5,52.38,0,0,0,0,3,4,6,0.07,0,0,1.75,5,2,0,13,4,1,0,0,0,-1,0,0,0
"Cody Goloubef","CODY.GOLOUBEF","19-20","OTT","D","R",1989-11-30,29,24,326.73,1,0,1,2,17,28,39,0.53,5.88,3.57,1.89,16,20,3,37,18,4,3,0,0,-1,0,0,0
"Cody Hodgson","CODY.HODGSON","10-11","VAN","C","R",1990-02-18,20,8,55.68,1,0,1,2,8,11,16,0.54,12.5,9.09,4.91,2,1,1,4,7,0,0,0,0,0,16,25,-9
"Cody Hodgson","CODY.HODGSON","11-12","BUF","C","R",1990-02-18,21,20,275.12,1,2,1,4,39,50,65,2.71,2.56,2,5.42,8,11,10,11,22,1,5,0,0,4,129,118,11
"Cody Hodgson","CODY.HODGSON","11-12","VAN","C","R",1990-02-18,21,63,676.78,11,6,6,23,75,100,130,6.91,14.67,11,6.91,21,12,23,24,49,3,10,0,0,7,137,185,-48
"Cody Hodgson","CODY.HODGSON","12-13","BUF","C","R",1990-02-18,22,48,675.3,11,10,4,25,91,112,149,8.1,12.09,9.82,7.23,19,18,16,20,31,6,7,0,0,1,292,329,-37
"Cody Hodgson","CODY.HODGSON","13-14","BUF","C","R",1990-02-18,23,72,1009.38,9,9,4,22,125,161,222,9.64,7.2,5.59,5.99,21,24,21,46,31,6,11,0,0,5,331,381,-50
"Cody Hodgson","CODY.HODGSON","14-15","BUF","C","R",1990-02-18,24,78,887.23,6,5,1,12,107,142,191,7.71,5.61,4.23,5.43,21,15,24,39,56,3,10,0,0,7,141,177,-36
"Cody Hodgson","CODY.HODGSON","15-16","NSH","C","R",1990-02-18,25,39,409.85,2,3,1,6,60,88,115,4.96,3.33,2.27,5.64,6,7,7,25,21,2,6,0,0,4,45,52,-7
"Cody McCormick","CODY.MCCORMICK","07-08","COL","C","R",1983-04-18,24,40,408.87,2,1,1,4,44,60,81,2.44,4.55,3.33,4.07,8,4,14,80,32,9,8,4,4,-1,4,6,-2
"Cody McCormick","CODY.MCCORMICK","08-09","COL","C","R",1983-04-18,25,55,496.57,1,8,2,11,63,79,95,4.3,1.59,1.27,5.44,18,4,16,113,36,17,11,7,6,-7,37,67,-30
"Cody McCormick","CODY.MCCORMICK","10-11","BUF","C","R",1983-04-18,27,81,855.62,8,7,3,18,104,131,182,7.35,7.69,6.11,5.61,56,19,20,106,60,19,12,16,15,-8,128,177,-49
"Cody McCormick","CODY.MCCORMICK","11-12","BUF","C","R",1983-04-18,28,50,387.38,1,2,1,4,42,63,86,3.15,2.38,1.59,5,11,9,8,67,32,8,3,8,8,-5,8,9,-1
"Cody McCormick","CODY.MCCORMICK","13-14","BUF","C","R",1983-04-18,30,29,209,1,2,1,4,16,22,30,1.21,6.25,4.55,5.5,10,2,2,57,10,3,3,7,7,0,59,72,-13
"Cody McCormick","CODY.MCCORMICK","13-14","MIN","C","R",1983-04-18,30,14,113.08,1,1,0,2,6,9,12,0.34,16.67,11.11,3.78,6,2,2,16,4,1,5,1,1,4,18,19,-1
"Cody McCormick","CODY.MCCORMICK","14-15","BUF","C","R",1983-04-18,31,33,309.25,0,3,0,3,28,37,49,1.93,0,0,5.22,22,10,3,76,16,9,12,2,2,3,105,91,14
"Cody McLeod","CODY.MCLEOD","07-08","COL","L","L",1984-06-26,23,49,469.92,4,2,3,9,58,76,79,4.56,6.9,5.26,6,6,2,10,96,56,14,14,12,12,0,0,2,-2
"Cody McLeod","CODY.MCLEOD","08-09","COL","L","L",1984-06-26,24,79,810.48,15,3,2,20,110,144,180,9.44,13.64,10.42,6.56,27,14,20,191,82,31,28,10,11,-2,1,1,0
