"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Daniel Cleary","DANIEL.CLEARY","07-08","DET","R","L",1978-12-18,28,63,147.27,0,0.41,0,0.41,5.7,8.56,8.96,0.44,0,0,5.19,0.81,0.81,1.63,5.7,2.04,0,0.81,0,0,0.81,3.67,4.89,-1.22
"Daniel Cleary","DANIEL.CLEARY","08-09","DET","R","L",1978-12-18,29,73,146.43,0,0,0,0,1.64,1.64,2.87,0.05,0,0,3,6.97,0,0.82,6.15,1.23,0.41,0,0,0,-0.41,6.15,4.51,1.64
"Daniel Cleary","DANIEL.CLEARY","09-10","DET","R","L",1978-12-18,30,64,78.17,0,0,0,0,3.07,4.61,4.61,0.21,0,0,4.5,3.84,2.3,3.07,6.14,4.61,0.77,0,0,0,-0.77,2.3,5.37,-3.07
"Daniel Cleary","DANIEL.CLEARY","10-11","DET","R","L",1978-12-18,31,68,79.52,0,0,0,0,3.77,6.79,9.05,0.5,0,0,7.33,4.53,0.75,4.53,1.51,1.51,0,0,0,0,0,2.26,6.04,-3.77
"Daniel Cleary","DANIEL.CLEARY","11-12","DET","R","L",1978-12-18,32,74,124.97,0,0,0,0,2.88,4.32,5.28,0.43,0,0,10,5.28,1.92,1.44,1.44,3.36,0.96,0.48,0,0,-0.48,1.44,1.92,-0.48
"Daniel Cleary","DANIEL.CLEARY","12-13","DET","R","L",1978-12-18,33,45,52.55,1.14,0,0,1.14,1.14,2.28,3.43,0.24,100,50,10.5,5.71,0,0,1.14,2.28,0,2.28,0,0,2.28,0,2.28,-2.28
"Daniel Cleary","DANIEL.CLEARY","13-14","DET","R","L",1978-12-18,34,52,80.35,0,0.75,0,0.75,2.24,2.24,2.24,0.19,0,0,8.67,2.24,0.75,2.99,2.24,2.99,0.75,0.75,0,0,0,0.75,0.75,0
"Daniel Paille","DANIEL.PAILLE","07-08","BUF","L","L",1984-04-15,23,75,131.82,1.37,0,0,1.37,5.01,6.37,8.65,0.32,27.27,21.43,5,3.19,1.82,2.73,2.28,5.01,0,1.37,0,0,1.37,0.91,1.37,-0.46
"Daniel Paille","DANIEL.PAILLE","08-09","BUF","L","L",1984-04-15,24,72,87.98,0,1.36,0,1.36,2.73,5.46,6.14,0.35,0,0,6.38,4.09,0,1.36,2.05,3.41,0,0,0,0,0,0,1.36,-1.36
"Daniel Paille","DANIEL.PAILLE","09-10","BOS","L","L",1984-04-15,25,73,149.58,0.4,0,0.4,0.8,4.41,6.42,7.22,0.64,9.09,6.25,10,2.01,1.2,1.6,2.41,0.8,0,0,0,0,0,0,3.21,-3.21
"Daniel Paille","DANIEL.PAILLE","10-11","BOS","L","L",1984-04-15,26,43,54.23,1.11,0,0,1.11,5.53,5.53,5.53,0.38,20,20,6.8,2.21,1.11,3.32,0,3.32,2.21,1.11,0,0,-1.11,0,0,0
"Daniel Paille","DANIEL.PAILLE","11-12","BOS","L","L",1984-04-15,27,66,92.15,1.3,0,0,1.3,3.91,5.86,7.81,0.39,33.33,22.22,6.67,3.26,1.3,3.26,2.6,2.6,1.3,0,0,0,-1.3,0.65,1.95,-1.3
"Daniel Paille","DANIEL.PAILLE","12-13","BOS","L","L",1984-04-15,28,45,80.07,0.75,0,0,0.75,7.49,9.74,10.49,1.27,10,7.69,13,5.25,0,3,1.5,2.25,0,0.75,0,0,0.75,0.75,2.25,-1.5
"Daniel Paille","DANIEL.PAILLE","13-14","BOS","L","L",1984-04-15,29,70,105.72,0.57,0,0,0.57,5.68,7.38,9.08,0.86,10,7.69,11.62,4.54,1.14,3.41,1.7,2.84,0,1.7,0,0,1.7,0,0,0
"Daniel Paille","DANIEL.PAILLE","14-15","BOS","L","L",1984-04-15,30,70,96.08,0.62,0.62,0,1.25,3.75,6.87,6.87,0.46,16.67,9.09,6.73,4.37,1.25,4.37,2.5,0.62,0,0,0,0,0,0,0,0
"Daniel Sedin","DANIEL.SEDIN","13-14","VAN","L","L",1980-09-26,32,73,67.75,0,0,0,0,4.43,6.2,7.97,0.52,0,0,8.43,1.77,1.77,2.66,0.89,0.89,0,0.89,0,0,0.89,0,0.89,-0.89
"Daniel Sedin","DANIEL.SEDIN","14-15","VAN","L","L",1980-09-26,33,80,58.67,0,0,0,0,7.16,9.2,10.23,0.6,0,0,6.56,1.02,1.02,2.05,1.02,2.05,1.02,0,0,0,-1.02,0,0,0
"Daniel Winnik","DANIEL.WINNIK","07-08","ARI","C","L",1985-03-06,22,78,160.4,0,0.37,0.37,0.75,1.5,2.24,2.99,0.17,0,0,7.5,6.73,0.75,2.24,2.24,1.12,0,0.75,0,0,0.75,14.59,19.45,-4.86
"Daniel Winnik","DANIEL.WINNIK","08-09","ARI","C","L",1985-03-06,23,46,92.22,0,0,0,0,3.25,5.2,5.2,0.51,0,0,9.75,7.16,0.65,3.25,1.3,1.3,0,0,0,0,0,2.6,9.11,-6.51
"Daniel Winnik","DANIEL.WINNIK","09-10","ARI","C","L",1985-03-06,24,74,226.08,0,0.27,0.27,0.53,1.86,3.45,3.98,0.19,0,0,5.62,7.17,0.27,2.65,0.27,0.27,0,0.27,0,0,0.27,2.39,5.31,-2.92
"Daniel Winnik","DANIEL.WINNIK","10-11","COL","C","L",1985-03-06,25,80,213.22,0.56,0.28,0,0.84,5.35,6.75,7.88,0.21,10.53,8.33,3.12,4.5,1.41,3.94,0.28,1.69,0.28,0.56,0,0,0.28,1.41,3.94,-2.53
"Daniel Winnik","DANIEL.WINNIK","11-12","COL","C","L",1985-03-06,26,63,189.93,0.32,0,0.32,0.63,5.69,6.32,6.95,0.38,5.56,5,6.05,5.05,0.63,2.21,0.32,3.16,0.32,0.95,0,0,0.63,1.9,3.47,-1.58
"Daniel Winnik","DANIEL.WINNIK","12-13","ANA","C","L",1985-03-06,27,46,113.5,0,0,0,0,4.23,5.29,6.34,0.44,0,0,8.4,4.76,1.06,4.23,1.06,0.53,0,1.06,0,0,1.06,1.59,2.64,-1.06
"Daniel Winnik","DANIEL.WINNIK","13-14","ANA","C","L",1985-03-06,28,74,179.82,0.67,0.67,0,1.33,1.33,2.34,2.67,0.38,50,28.57,16.14,6.67,0.67,4,0,2.67,0,0.67,0,0,0.67,2.67,6.34,-3.67
"Daniel Winnik","DANIEL.WINNIK","14-15","PIT","C","L",1985-03-06,29,19,52.57,0,1.14,0,1.14,1.14,2.28,2.28,0.1,0,0,4.5,4.57,1.14,0,0,1.14,0,0,0,0,0,4.57,7.99,-3.42
"Daniel Winnik","DANIEL.WINNIK","14-15","TOR","C","L",1985-03-06,29,57,191.1,0,0,0,0,1.57,2.51,3.77,0.12,0,0,4.62,4.71,0.31,3.45,0.31,2.51,0.31,1.57,0,0,1.26,12.87,15.38,-2.51
"Daniel Winnik","DANIEL.WINNIK","15-16","TOR","C","L",1985-03-06,30,56,94.95,0,0,0,0,1.9,1.9,3.16,0.31,0,0,16.33,6.95,0,1.9,0.63,4.42,0,0.63,0,0,0.63,1.26,2.53,-1.26
"Daniel Winnik","DANIEL.WINNIK","16-17","WSH","C/L","L",1985-03-06,31,70,181.05,0.66,0,0,0.66,5.97,6.3,6.96,0.62,11.11,10.53,9.89,4.64,0.99,3.98,1.33,2.32,0.66,2.32,0.33,0.33,1.66,0,1.99,-1.99
"Daniel Winnik","DANIEL.WINNIK","17-18","MIN","L","L",1985-03-06,32,81,140.73,0,0,0,0,1.71,2.56,3.41,0.13,0,0,5,4.26,0,0.85,0,0.43,0.43,0.43,0,0,0,5.12,5.54,-0.43
"Danny Dekeyser","DANNY.DEKEYSER","13-14","DET","D","L",1990-03-07,23,65,136.2,0.44,0,0,0.44,0.44,0.44,0.44,0.01,100,100,2,9.25,1.32,0.88,2.2,1.32,0,0.44,0,0,0.44,0,0,0
"Danny Dekeyser","DANNY.DEKEYSER","14-15","DET","D","L",1990-03-07,24,80,177.35,0,0,0,0,0,0,0.34,0,0,0,0,8.12,0.34,0.68,3.04,1.69,1.35,0.68,0,0,-0.68,0,0,0
"Danny Dekeyser","DANNY.DEKEYSER","15-16","DET","D","L",1990-03-07,25,77,198.68,0,0,0,0,0.3,0.6,0.91,0,0,0,0.5,8.46,0.6,0.3,5.44,0.91,0,0.91,0,0,0.91,0,0,0
"Danny Dekeyser","DANNY.DEKEYSER","16-17","DET","D","L",1990-03-07,26,79,210.67,0,0,0,0,0.28,0.85,1.14,0.04,0,0,5,10.25,1.42,0.57,3.7,0.57,0.28,0.57,0,0,0.28,0,0,0
"Danny Dekeyser","DANNY.DEKEYSER","17-18","DET","D","L",1990-03-07,27,64,136.57,0,0,0,0,0.88,0.88,0.88,0.01,0,0,1,7.91,1.32,1.32,2.64,0.88,0.44,0.44,0,0,0,0,0,0
"Danny Dekeyser","DANNY.DEKEYSER","18-19","DET","D","L",1990-03-07,28,50,125.7,0,0,0,0,0.95,1.43,1.43,0.01,0,0,1,6.21,0.95,1.43,2.86,0.48,0.48,0.48,0,0,0,0,0,0
"Dany Heatley","DANY.HEATLEY","09-10","S.J","L","L",1981-01-21,28,80,68.72,0.87,0,0,0.87,3.49,6.11,7.86,0.55,25,14.29,9,1.75,0,1.75,3.49,3.49,0,0,0,0,0,0.87,0.87,0
"Dany Heatley","DANY.HEATLEY","10-11","S.J","L","L",1981-01-21,29,78,79.82,0,0.75,0,0.75,4.51,7.52,9.02,0.49,0,0,6.5,3.76,0.75,0.75,3.01,1.5,0.75,0,0,0,-0.75,2.26,0.75,1.5
"Darnell Nurse","DARNELL.NURSE","15-16","EDM","D","L",1995-02-04,20,68,136.45,0,0.44,0,0.44,1.32,1.76,1.76,0.01,0,0,0.5,6.6,3.08,0.88,1.32,0.88,0,0,0.44,0.44,0,0,0,0
"Darnell Nurse","DARNELL.NURSE","17-18","EDM","D","L",1995-02-04,22,80,179.15,0,0,0,0,1,1.34,2.01,0.01,0,0,0.5,11.72,2.34,0.67,5.02,1,1,1,0,0,0,0,0,0
"Darnell Nurse","DARNELL.NURSE","18-19","EDM","D","L",1995-02-04,23,81,151.2,0,0,0.4,0.4,1.59,1.59,1.59,0.02,0,0,1,8.33,1.98,0.4,4.37,0,1.19,1.19,0.79,0.79,0,0,0,0
"Darnell Nurse","DARNELL.NURSE","19-20","EDM","D","L",1995-02-04,24,68,134.63,0,0,0,0,2.67,2.67,2.67,0.04,0,0,1.33,11.59,1.78,0.89,4.46,0.89,0,0,0.45,0.45,0,0,0,0
"Darren Archibald","DARREN.ARCHIBALD","17-18","VAN","R","L",1990-02-09,27,27,74.77,0.8,0,0,0.8,4.01,4.01,4.81,0.16,20,20,4,0.8,0,1.6,2.41,0,0.8,0.8,0,0,0,0,0.8,-0.8
"Darren Helm","DARREN.HELM","09-10","DET","C","L",1987-01-21,22,75,183.2,0.66,0,0,0.66,4.59,6.22,6.55,0.57,14.29,10.53,9.16,6.55,3.6,2.62,0.66,3.93,0.33,1.31,0,0,0.98,28.49,33.08,-4.59
"Darren Helm","DARREN.HELM","10-11","DET","C","L",1987-01-21,23,82,248.43,0.48,0.24,0,0.72,4.35,6.04,7,0.6,11.11,8,9.96,2.9,1.21,4.11,1.45,1.21,0,1.93,0,0,1.93,28.26,28.26,0
"Darren Helm","DARREN.HELM","11-12","DET","C","L",1987-01-21,24,67,155.65,0,0,0,0,5.01,6.55,7.71,0.62,0,0,9.41,2.7,0.39,2.31,2.31,3.47,0,1.16,0,0,1.16,30.07,24.29,5.78
"Darren Helm","DARREN.HELM","13-14","DET","C","L",1987-01-21,26,42,88.08,1.36,0,0,1.36,9.54,10.22,12.94,0.99,14.29,13.33,9.73,1.36,0,1.36,2.04,3.41,0,2.04,0,0,2.04,25.2,27.93,-2.72
"Darren Helm","DARREN.HELM","14-15","DET","C","L",1987-01-21,27,75,112.35,1.07,0,0,1.07,8.01,10.68,11.75,0.99,13.33,10,9.25,4.27,0.53,5.34,4.27,1.07,1.07,0,0,0,-1.07,15.49,21.9,-6.41
"Darren Helm","DARREN.HELM","15-16","DET","C","L",1987-01-21,28,76,137.37,0,0,0,0,3.06,5.68,7.43,0.49,0,0,8.69,3.06,0.87,2.62,5.68,1.31,0.44,1.31,0,0,0.87,2.62,2.18,0.44
"Darren Helm","DARREN.HELM","16-17","DET","C","L",1987-01-21,29,49,82.43,0,0.73,0,0.73,5.82,9.46,11.65,0.49,0,0,5.15,2.91,0.73,3.64,2.18,4.37,0,0,0,0,0,8.73,13.83,-5.1
"Darren Helm","DARREN.HELM","17-18","DET","C","L",1987-01-21,30,74,150.28,0.8,0.8,0,1.6,4.79,7.19,7.19,0.34,16.67,11.11,4.67,3.59,1.6,2,3.19,0.4,0.8,0,0,0,-0.8,1.2,3.99,-2.79
"Darren Helm","DARREN.HELM","18-19","DET","C","L",1987-01-21,31,59,114.3,0.52,0.52,1.05,2.1,8.4,11.55,12.6,0.62,6.25,4.55,5.36,1.57,1.05,2.62,1.05,1.05,0,1.05,0,0,1.05,3.15,3.15,0
"Darren Helm","DARREN.HELM","19-20","DET","C","L",1987-01-21,32,66,111.25,0.54,0.54,0,1.08,6.47,6.47,6.47,0.41,8.33,8.33,6.33,2.7,2.7,1.62,2.7,2.7,0,0,0,0,0,1.08,0.54,0.54
"Darroll Powe","DARROLL.POWE","08-09","PHI","C","L",1985-06-22,23,60,59.05,0,0,0,0,2.03,2.03,3.05,0.01,0,0,0.5,7.11,1.02,2.03,3.05,3.05,1.02,0,0,0,-1.02,6.1,6.1,0
"Darroll Powe","DARROLL.POWE","09-10","PHI","C","L",1985-06-22,24,62,71.48,0,0,0,0,5.88,7.55,8.39,0.47,0,0,6.22,5.04,0.84,2.52,1.68,0.84,0.84,0,0,0,-0.84,2.52,5.04,-2.52
"Darroll Powe","DARROLL.POWE","10-11","PHI","C","L",1985-06-22,25,79,255.55,0.23,0.23,0,0.47,4.46,6.34,7.04,0.32,5.26,3.7,5.11,6.1,0.23,2.35,2.11,1.17,0.47,0.7,0,0,0.23,2.35,4.93,-2.58
"Darroll Powe","DARROLL.POWE","11-12","MIN","C","L",1985-06-22,26,80,189.05,0,0,0,0,3.17,3.81,4.13,0.21,0,0,5.58,6.98,0.63,2.22,0.95,1.59,0,0.63,0,0,0.63,0.32,2.86,-2.54
"Darroll Powe","DARROLL.POWE","12-13","NYR","C","L",1985-06-22,27,33,56.43,0,0,0,0,0,0,0,0,0,0,0,3.19,0,2.13,3.19,1.06,2.13,1.06,0,0,-1.06,10.63,8.51,2.13
"Darryl Sydor","DARRYL.SYDOR","07-08","PIT","D","L",1972-05-13,35,74,93,0,0,0,0,0,0.65,1.29,0.01,0,0,1,8.39,1.94,0,2.58,3.87,0,0,0,0,0,0,0,0
"Darryl Sydor","DARRYL.SYDOR","08-09","DAL","D","L",1972-05-13,36,65,126.28,0,0,0,0,1.9,2.38,2.38,0.02,0,0,1,9.03,1.43,2.85,2.85,3.33,0.48,0.48,0,0,0,0,0,0
"Darryl Sydor","DARRYL.SYDOR","09-10","STL","D","L",1972-05-13,37,47,96.22,0,0,0,0,0,0,0,0,0,0,0,8.11,0.62,1.25,1.87,0.62,0,0,0,0,0,0,0,0
"Dave Bolland","DAVE.BOLLAND","07-08","CHI","C","R",1986-06-05,21,39,71.92,0,0,0,0,0.83,1.67,2.5,0.29,0,0,17.5,6.67,0.83,2.5,2.5,1.67,1.67,0,0,0,-1.67,25.86,26.7,-0.83
"Dave Bolland","DAVE.BOLLAND","08-09","CHI","C","R",1986-06-05,22,80,174.42,0.34,0.69,0,1.03,3.78,4.13,4.47,0.46,9.09,8.33,11.17,5.5,0,2.41,2.06,0.34,0.34,1.38,0,0,1.03,22.02,25.46,-3.44
"Dave Bolland","DAVE.BOLLAND","09-10","CHI","C","R",1986-06-05,23,35,71.53,0,0,0,0,2.52,2.52,2.52,0.08,0,0,3.33,3.36,0,3.36,2.52,1.68,0.84,1.68,0,0,0.84,19.29,26,-6.71
"Dave Bolland","DAVE.BOLLAND","10-11","CHI","C","R",1986-06-05,24,59,125.02,0,0,0,0,1.92,2.4,3.36,0.12,0,0,5,6.24,1.44,5.28,1.44,1.44,1.92,0.48,0,0,-1.44,24,37.91,-13.92
"Dave Bolland","DAVE.BOLLAND","11-12","CHI","C","R",1986-06-05,25,70,130.22,1.38,0.46,0,1.84,4.15,4.15,4.61,0.56,33.33,33.33,13.56,2.3,0.46,4.61,1.38,1.84,1.38,0,0,0,-1.38,36.86,43.31,-6.45
"Dave Bolland","DAVE.BOLLAND","14-15","FLA","C","R",1986-06-05,28,50,85.85,0,0,0,0,0.7,0.7,0.7,0.03,0,0,4,1.4,1.4,2.8,4.19,0.7,2.1,0,0,0,-2.1,32.85,49.62,-16.77
"David Backes","DAVID.BACKES","08-09","STL","R","R",1984-05-01,24,81,172.43,0.35,0.35,0,0.7,3.83,4.87,5.57,0.45,9.09,7.14,9.21,5.57,0.35,2.78,2.78,4.52,0.7,0.35,0.35,0.35,-0.35,6.26,9.05,-2.78
"David Backes","DAVID.BACKES","09-10","STL","R","R",1984-05-01,25,79,179.55,0,0.33,0,0.33,3.01,4.68,4.68,0.38,0,0,8.07,4.68,0.67,5.35,5.35,2.67,0.33,2.34,0,0,2.01,13.03,23.06,-10.03
"David Backes","DAVID.BACKES","10-11","STL","R","R",1984-05-01,26,81,137.87,0,0.44,0,0.44,3.92,5.22,5.22,0.33,0,0,6.33,3.05,0.87,3.92,3.48,2.61,0.87,0.44,0,0,-0.44,17.41,26.11,-8.7
"David Backes","DAVID.BACKES","11-12","STL","R","R",1984-05-01,27,79,140.8,0.85,0.43,0,1.28,4.26,4.69,4.69,0.48,20,18.18,10.18,4.69,0.43,4.69,4.26,2.98,0.43,0,0,0,-0.43,30.68,33.24,-2.56
"David Backes","DAVID.BACKES","12-13","STL","R","R",1984-05-01,28,46,81.18,0,0,0.74,0.74,4.43,5.91,7.39,0.2,0,0,3.38,4.43,0.74,2.22,2.96,1.48,1.48,1.48,0,0,0,25.13,38.43,-13.3
"David Backes","DAVID.BACKES","13-14","STL","R","R",1984-05-01,29,73,133.85,0,0,0,0,0.9,1.79,2.24,0.06,0,0,3.5,5.38,1.34,1.79,4.93,0.9,0.9,0.45,0,0,-0.45,36.31,27.34,8.97
"David Backes","DAVID.BACKES","14-15","STL","R","R",1984-05-01,30,76,136.75,0,0,0,0,2.63,3.95,5.7,0.14,0,0,3.56,5.27,0.44,3.07,4.83,0.88,0,0.44,0,0,0.44,33.78,29.4,4.39
"David Backes","DAVID.BACKES","15-16","STL","R","R",1984-05-01,31,78,131.57,0,0,0,0,2.28,3.19,3.19,0.22,0,0,6.86,6.84,1.82,5.02,6.38,2.28,1.82,1.37,0,0,-0.46,26.45,28.27,-1.82
"David Booth","DAVID.BOOTH","07-08","FLA","L","L",1984-11-24,22,73,58.1,0,0,0,0,5.16,5.16,5.16,0.42,0,0,8.2,4.13,1.03,2.07,1.03,2.07,1.03,2.07,0,0,1.03,0,2.07,-2.07
"David Booth","DAVID.BOOTH","14-15","TOR","L","L",1984-11-24,29,58,77.27,0,0.78,0,0.78,6.99,10.09,12.42,0.85,0,0,8.38,0.78,2.33,1.55,2.33,1.55,0,0.78,0,0,0.78,0.78,3.88,-3.11
"David Hale","DAVID.HALE","08-09","ARI","D","L",1981-06-18,27,46,81.47,0,0,0,0,0,0,0,0,0,0,0,3.68,2.95,0,6.63,2.21,0,0.74,0.74,0.74,0.74,0,0,0
"David Hale","DAVID.HALE","09-10","T.B","D","L",1981-06-18,28,38,67.03,0,0,0,0,1.79,1.79,1.79,0.03,0,0,1.5,2.69,1.79,1.79,8.95,2.69,0,0,0,0,0,0,0,0
"David Jones","DAVID.JONES","10-11","COL","R","R",1984-08-10,26,77,111.53,0,0.54,0,0.54,3.77,5.38,6.46,0.79,0,0,14.6,5.38,0.54,1.61,0.54,0.54,0.54,1.61,0,0,1.08,0,1.08,-1.08
"David Jones","DAVID.JONES","12-13","COL","R","R",1984-08-10,28,33,50.07,0,0,0,0,3.59,3.59,5.99,0.34,0,0,9.33,7.19,1.2,0,0,2.4,0,0,0,0,0,3.59,5.99,-2.4
"David Kampf","DAVID.KAMPF","17-18","CHI","C","L",1995-01-12,22,46,66.77,0,0,0,0,3.59,4.49,4.49,0.24,0,0,5.4,0,1.8,0.9,3.59,3.59,0,0.9,0,0,0.9,14.38,17.07,-2.7
"David Kampf","DAVID.KAMPF","18-19","CHI","C","L",1995-01-12,23,61,114.08,0,0,0,0,4.21,4.21,4.21,0.55,0,0,13,1.05,0,3.16,1.05,0.53,1.05,1.05,0,0,0,8.94,13.67,-4.73
"David Kampf","DAVID.KAMPF","19-20","CHI","C","L",1995-01-12,24,68,147.35,0,0,0,0,3.26,3.66,4.07,0.47,0,0,12.78,2.04,0.41,2.44,4.48,3.26,0.41,0.81,0,0,0.41,13.44,12.62,0.81
"David Krejci","DAVID.KREJCI","08-09","BOS","C","R",1986-04-28,22,81,140.68,0.85,0.85,0,1.71,2.13,4.69,5.54,0.5,40,18.18,10.64,4.26,1.28,5.54,0.85,2.99,0,0,0,0,0,16.21,19.19,-2.99
"David Krejci","DAVID.KREJCI","09-10","BOS","C","R",1986-04-28,23,78,116.07,0,0.52,0.52,1.03,2.58,3.62,4.65,0.43,0,0,12,2.58,0,4.14,3.1,4.65,0,0.52,0,0,0.52,25.33,21.19,4.14
"David Krejci","DAVID.KREJCI","10-11","BOS","C","R",1986-04-28,24,75,89.2,0,0,0,0,6.05,8.07,8.74,0.63,0,0,7.75,2.69,0.67,4.04,1.35,2.69,0,0.67,0.67,0.67,0.67,24.22,24.22,0
"David Krejci","DAVID.KREJCI","11-12","BOS","C","R",1986-04-28,25,76,57.53,0,0,0,0,4.17,5.21,5.21,0.34,0,0,6.6,2.09,1.04,2.09,2.09,1.04,1.04,1.04,0,0,0,18.77,13.56,5.21
"David Krejci","DAVID.KREJCI","15-16","BOS","C","R",1986-04-28,29,68,103.08,0,1.16,0.58,1.75,1.75,2.33,2.33,0.03,0,0,1.5,6.98,0.58,2.33,1.75,0,0.58,0,0,0,-0.58,26.78,29.1,-2.33
"David Legwand","DAVID.LEGWAND","07-08","NSH","C","L",1980-08-17,27,65,116.42,0,0.52,0,0.52,4.64,5.67,6.18,0.41,0,0,7.18,1.03,0,5.15,0,1.03,0.52,1.55,0,0,1.03,11.85,18.55,-6.7
"David Legwand","DAVID.LEGWAND","08-09","NSH","C","L",1980-08-17,28,72,139.17,1.29,0,0.43,1.72,10.78,12.07,12.5,0.97,12,10.71,8.07,1.72,0,3.02,0.43,0.86,0.43,0.43,0,0,0,16.81,15.52,1.29
"David Legwand","DAVID.LEGWAND","09-10","NSH","C","L",1980-08-17,29,81,139.68,0.43,0,0,0.43,3.01,3.87,5.58,0.62,14.29,11.11,16,3.44,0.43,5.58,0.86,0.86,0,0.43,0,0,0.43,19.76,27.49,-7.73
"David Legwand","DAVID.LEGWAND","10-11","NSH","C","L",1980-08-17,30,63,124.43,0.48,0,0,0.48,2.89,3.86,4.34,0.16,16.67,12.5,4.25,1.45,1.93,4.34,0.48,0,0.48,0.96,0,0,0.48,13.98,19.29,-5.3
"David Legwand","DAVID.LEGWAND","11-12","NSH","C","L",1980-08-17,31,77,97.2,0,0.62,0,0.62,1.23,1.23,1.85,0.02,0,0,1.5,2.47,1.23,3.7,0.62,0.62,0.62,3.7,0,0,3.09,20.37,26.54,-6.17
"David Legwand","DAVID.LEGWAND","14-15","OTT","C","L",1980-08-17,34,78,127.62,0,0.94,0,0.94,5.17,5.64,6.58,0.36,0,0,6.42,1.88,1.88,2.35,0.94,0.47,0,0.47,0,0,0.47,24.45,45.13,-20.69
"David Legwand","DAVID.LEGWAND","15-16","BUF","C","L",1980-08-17,35,74,178.52,0.34,0.34,0,0.67,4.03,5.04,5.38,0.29,8.33,6.67,5.73,2.02,0.67,1.68,1.34,0.34,0.34,0.34,0,0,0,8.4,10.76,-2.35
"David Moss","DAVID.MOSS","08-09","CGY","R","R",1981-12-28,26,80,79.35,0,0.76,0,0.76,9.83,10.59,11.34,0.75,0,0,7.07,4.54,0,2.27,5.29,1.51,0,0,0,0,0,5.29,6.05,-0.76
"David Moss","DAVID.MOSS","10-11","CGY","R","R",1981-12-28,28,56,90.25,0,0,0,0,4.65,8.64,10.64,0.59,0,0,6.77,5.32,0,4.65,1.33,1.99,0.66,0,0,0,-0.66,15.96,15.96,0
"David Moss","DAVID.MOSS","12-13","ARI","R","R",1981-12-28,30,45,99.23,0.6,0,0,0.6,1.81,2.42,3.02,0.51,33.33,25,21.25,7.26,1.21,3.02,2.42,0.6,0.6,0.6,0,0,0,0.6,2.42,-1.81
"David Moss","DAVID.MOSS","13-14","ARI","R","R",1981-12-28,31,76,169.8,0,0,0,0,2.47,3.18,4.24,0.21,0,0,6.56,7.42,0,4.24,1.41,0.35,0,1.06,0,0,1.06,1.06,3.53,-2.47
"David Moss","DAVID.MOSS","14-15","ARI","R","R",1981-12-28,32,58,81.52,0,0.74,0,0.74,4.42,5.15,6.62,0.71,0,0,13.71,8.1,0.74,4.42,2.21,2.21,0,0,0,0,0,0.74,2.21,-1.47
"David Perron","DAVID.PERRON","16-17","STL","L","R",1988-05-28,28,82,92.07,0,0,0,0,1.96,3.91,5.21,0.56,0,0,14.33,1.3,3.26,2.61,3.26,1.3,1.3,0.65,0,0,-0.65,0.65,4.56,-3.91
"David Savard","DAVID.SAVARD","13-14","CBJ","D","R",1990-10-22,22,68,93.82,0,0,0,0,0,0,0,0,0,0,0,8.31,0.64,1.92,7.03,2.56,0,0.64,0,0,0.64,0.64,0,0.64
"David Savard","DAVID.SAVARD","14-15","CBJ","D","R",1990-10-22,23,82,232.6,0,0,0,0,0.77,0.77,1.29,0,0,0,0.33,4.39,0.77,0.77,5.16,1.03,0.26,0,0,0,-0.26,0,0,0
"David Savard","DAVID.SAVARD","15-16","CBJ","D","R",1990-10-22,24,65,180.5,0,0.33,0,0.33,1,1.66,1.66,0.04,0,0,2.2,7.98,1,0.33,2.99,2.33,0.66,0.33,0,0,-0.33,0,0,0
"David Savard","DAVID.SAVARD","16-17","CBJ","D","R",1990-10-22,25,73,177.2,0,0,0.68,0.68,0.34,0.68,0.68,0.03,0,0,5,6.43,2.03,1.02,3.72,0.68,0.34,0.34,0,0,0,0,0,0
"David Savard","DAVID.SAVARD","17-18","CBJ","D","R",1990-10-22,26,77,172.87,0,0,0.35,0.35,3.12,3.12,3.12,0.12,0,0,4,10.07,1.04,3.12,7.29,0,0,0,0,0,0,0,0,0
"David Savard","DAVID.SAVARD","18-19","CBJ","D","R",1990-10-22,27,78,133.4,0,0,0,0,3.6,3.6,3.6,0.08,0,0,2.25,3.15,0.9,1.35,3.6,0,0.45,0.9,0,0,0.45,0,0,0
"David Savard","DAVID.SAVARD","19-20","CBJ","D","R",1990-10-22,28,63,117.3,0,0,0,0,1.02,1.02,2.05,0.04,0,0,3.5,8.7,1.02,0.51,4.6,1.53,0,1.02,0,0,1.02,0,0,0
"David Schlemko","DAVID.SCHLEMKO","11-12","ARI","D","L",1987-05-07,24,45,90.4,0,0,0,0,0.66,0.66,0.66,0,0,0,0,11.95,1.33,0.66,1.99,3.32,0.66,0,0,0,-0.66,0,0,0
"David Schlemko","DAVID.SCHLEMKO","13-14","ARI","D","L",1987-05-07,26,45,84.98,0,0,0,0,1.41,1.41,1.41,0.02,0,0,1.5,14.12,0,0.71,2.82,0.71,0,0.71,0,0,0.71,0,0,0
