"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS%","NZS%","DZS%","OTF%","OZF%","NZF%","DZF%","Ice_F","Ice_A","Ice%"
"Bruno Gervais","BRUNO.GERVAIS","09-10","NYI","D","R",1984-10-03,24,69,77.35,1.12,16.51,35.4,9.73,4.42,50.44,70.89,20.25,8.86,0,0,0
"Bryan Berard","BRYAN.BERARD","07-08","NYI","D","L",1977-03-05,30,54,220.32,4.08,60.47,46.54,31.45,1.89,20.13,60.58,34.44,4.98,1,0,0
"Bryan Bickell","BRYAN.BICKELL","10-11","CHI","L","L",1986-03-09,24,77,69.77,0.91,16.68,29.09,14.55,2.73,53.64,60.66,31.15,8.2,0,0,0
"Bryan Bickell","BRYAN.BICKELL","14-15","CHI","L","L",1986-03-09,28,77,57.9,0.75,13.33,17.5,12.5,0,70,66.67,30.56,2.78,1,0,0
"Bryan Little","BRYAN.LITTLE","07-08","ATL","C","R",1987-11-12,19,48,149.95,3.12,45.84,37.76,21.68,0,40.56,64.67,34,1.33,2,0,0
"Bryan Little","BRYAN.LITTLE","08-09","ATL","C","R",1987-11-12,20,79,312.83,3.96,56.43,70.92,11.16,1.59,16.33,81.55,14.58,3.87,1,0,0
"Bryan Little","BRYAN.LITTLE","09-10","ATL","C/R","R",1987-11-12,21,79,232.75,2.95,45.1,51.52,10.39,2.16,35.93,80,15.74,4.26,1,0,0
"Bryan Little","BRYAN.LITTLE","10-11","ATL","R","R",1987-11-12,22,75,183.22,2.44,43.35,51.83,12.39,1.83,33.94,73.91,20.29,5.8,4,0,0
"Bryan Little","BRYAN.LITTLE","11-12","WPG","R","R",1987-11-12,23,73,198.82,2.72,52.44,51.83,9.76,1.22,37.2,77.83,17.65,4.52,3,0,0
"Bryan Little","BRYAN.LITTLE","12-13","WPG","R","R",1987-11-12,24,47,121.28,2.58,50.04,56,11.2,1.6,31.2,75.54,20.86,3.6,2,0,0
"Bryan Little","BRYAN.LITTLE","13-14","WPG","C/R","R",1987-11-12,25,80,216.6,2.71,51.18,56.28,8.84,0.47,34.42,79.53,16.93,3.54,4,0,0
"Bryan Little","BRYAN.LITTLE","14-15","WPG","C","R",1987-11-12,26,67,219.75,3.28,55.97,64.15,14.15,1.42,20.28,77.09,16.36,6.55,7,0,0
"Bryan Little","BRYAN.LITTLE","15-16","WPG","C","R",1987-11-12,27,56,167.77,3,55.22,65.43,12.96,0,21.6,80.19,16.51,3.3,2,0,0
"Bryan Little","BRYAN.LITTLE","16-17","WPG","C","R",1987-11-12,28,59,130.17,2.21,43.17,55.35,9.43,1.89,33.33,77.46,17.92,4.62,0,0,0
"Bryan Little","BRYAN.LITTLE","17-18","WPG","C","R",1987-11-12,29,80,177.57,2.22,41.19,38.86,10.43,2.84,47.87,74.74,19.47,5.79,2,0,0
"Bryan Little","BRYAN.LITTLE","18-19","WPG","C","R",1987-11-12,30,81,110.45,1.36,27.23,25.77,7.36,6.75,60.12,61.39,22.77,15.84,3,0,0
"Bryan McCabe","BRYAN.MCCABE","07-08","TOR","D","L",1975-06-08,32,54,241.2,4.47,65.99,47.3,33.78,3.38,15.54,62.01,32.97,5.02,3,0,0
"Bryan McCabe","BRYAN.MCCABE","08-09","FLA","D","L",1975-06-08,33,67,322.7,4.82,74.87,70.15,11.44,1.49,16.92,82.89,14.74,2.37,1,0,0
"Bryan McCabe","BRYAN.MCCABE","09-10","FLA","D","L",1975-06-08,34,82,336.45,4.1,66.49,75.41,9.84,1.23,13.52,85.82,11.25,2.93,2,0,0
"Bryan McCabe","BRYAN.MCCABE","10-11","FLA","D","L",1975-06-08,35,48,166.37,3.47,57.5,58.65,12.03,2.26,27.07,78.57,14.84,6.59,5,1,16.67
"Bryan McCabe","BRYAN.MCCABE","10-11","NYR","D","L",1975-06-08,35,18,73.52,4.08,64.16,66.04,20.75,0,13.21,82.56,16.28,1.16,0,0,0
"Bryan Rodney","BRYAN.RODNEY","09-10","CAR","D","R",1984-04-22,25,21,54.67,2.6,44,50,13.79,1.72,34.48,77.78,20.37,1.85,0,0,0
"Bryan Rust","BRYAN.RUST","17-18","PIT","R","R",1992-05-11,25,68,52.45,0.77,15.4,10.23,13.64,5.68,70.45,41.18,38.24,20.59,1,0,0
"Bryan Rust","BRYAN.RUST","19-20","PIT","R","R",1992-05-11,27,54,151.58,2.81,56.74,63.64,14.05,0.83,21.49,86.21,12.07,1.72,0,0,0
"Byron Ritchie","BYRON.RITCHIE","07-08","VAN","C","L",1977-04-24,30,71,62.07,0.87,12.32,30.53,22.11,6.32,41.05,56.16,31.51,12.33,1,0,0
"Cal Clutterbuck","CAL.CLUTTERBUCK","10-11","MIN","R","R",1987-11-18,22,75,156.52,2.09,36.7,37.81,7.96,1,53.23,75.89,17.73,6.38,0,0,0
"Cal Clutterbuck","CAL.CLUTTERBUCK","11-12","MIN","R","R",1987-11-18,23,74,154.1,2.08,38.62,31.25,9.38,2.6,56.77,69.4,24.63,5.97,1,1,50
"Cal Clutterbuck","CAL.CLUTTERBUCK","13-14","NYI","R","R",1987-11-18,25,72,95.13,1.32,23.1,24.65,11.27,1.41,62.68,69.23,26.92,3.85,1,0,0
"Cal Clutterbuck","CAL.CLUTTERBUCK","18-19","NYI","R","R",1987-11-18,30,71,91.55,1.29,26.39,31.67,5.83,0,62.5,77.78,16.67,5.56,0,0,0
"Cal O'Reilly","CAL.O'REILLY","09-10","NSH","C","L",1986-09-30,22,31,64.2,2.07,34.39,36.07,8.2,1.64,54.1,76.92,17.31,5.77,0,0,0
"Cal O'Reilly","CAL.O'REILLY","10-11","NSH","C","L",1986-09-30,23,37,88.12,2.38,39.18,55.56,14.44,1.11,28.89,75.96,23.08,0.96,0,0,0
"Cale Makar","CALE.MAKAR","19-20","COL","D","R",1998-10-30,20,57,210.18,3.69,64.62,73.43,10.49,0,16.08,86.83,10.29,2.88,3,0,0
"Calle Jarnkrok","CALLE.JARNKROK","15-16","NSH","C","R",1991-09-25,23,81,53.28,0.66,12.61,53.03,12.12,1.52,33.33,81.54,13.85,4.62,0,0,0
"Calle Jarnkrok","CALLE.JARNKROK","16-17","NSH","C","R",1991-09-25,24,80,66.18,0.83,15.92,33.71,7.87,4.49,53.93,75,18.75,6.25,0,0,0
"Calle Jarnkrok","CALLE.JARNKROK","18-19","NSH","C","R",1991-09-25,26,78,72.45,0.93,17.94,47.13,10.34,2.3,40.23,80.25,14.81,4.94,0,0,0
"Calle Jarnkrok","CALLE.JARNKROK","19-20","NSH","C","R",1991-09-25,27,63,112.32,1.78,33.44,50.81,8.06,3.23,37.9,84.55,11.38,4.07,0,0,0
"Calvin De Haan","CALVIN.DE HAAN","13-14","NYI","D","L",1991-05-09,22,50,63.53,1.27,22.48,27.27,10.1,1.01,61.62,69.23,26.15,4.62,1,0,0
"Cam Atkinson","CAM.ATKINSON","11-12","CBJ","R","R",1989-06-05,22,27,74.48,2.76,39.44,50.62,7.41,3.7,38.27,73.68,19.74,6.58,0,0,0
"Cam Atkinson","CAM.ATKINSON","13-14","CBJ","R","R",1989-06-05,24,76,172.17,2.27,39.17,46.84,10,0.53,42.63,79.31,18.39,2.3,0,0,0
"Cam Atkinson","CAM.ATKINSON","14-15","CBJ","R","R",1989-06-05,25,76,176.78,2.33,45.4,51.04,15.1,2.6,31.25,71.36,22.61,6.03,3,0,0
"Cam Atkinson","CAM.ATKINSON","15-16","CBJ","R","R",1989-06-05,26,79,178.65,2.26,45.33,52.2,12.09,1.65,34.07,78.34,17.51,4.15,2,0,0
"Cam Atkinson","CAM.ATKINSON","16-17","CBJ","R","R",1989-06-05,27,76,204.92,2.7,58.08,77.65,9.41,0.59,12.35,86.92,10.13,2.95,1,0,0
"Cam Atkinson","CAM.ATKINSON","17-18","CBJ","R","R",1989-06-05,28,63,179.03,2.84,59.29,72.79,11.03,1.47,14.71,85.58,12.02,2.4,0,0,0
"Cam Atkinson","CAM.ATKINSON","18-19","CBJ","R","R",1989-06-05,29,76,213.02,2.8,58.44,67.88,13.94,0,18.18,86.25,12.92,0.83,0,0,0
"Cam Atkinson","CAM.ATKINSON","19-20","CBJ","R","R",1989-06-05,30,44,100.13,2.28,44.32,48.89,10,1.11,40,80,16.84,3.16,2,0,0
"Cam Barker","CAM.BARKER","07-08","CHI","D","L",1986-04-04,21,45,122.77,2.73,36.91,40.88,15.33,1.46,42.34,63.24,28.68,8.09,0,0,0
"Cam Barker","CAM.BARKER","08-09","CHI","D","L",1986-04-04,22,68,225.42,3.31,48.45,64.81,11.11,3.24,20.83,82.72,13.24,4.04,0,0,0
"Cam Barker","CAM.BARKER","09-10","CHI","D","L",1986-04-04,23,51,100.97,1.98,36.78,47.41,9.48,1.72,41.38,82,16,2,0,0,0
"Cam Barker","CAM.BARKER","10-11","MIN","D","L",1986-04-04,24,51,70.57,1.38,25.01,24.53,7.55,3.77,64.15,64.41,23.73,11.86,0,0,0
"Cam Barker","CAM.BARKER","11-12","EDM","D","L",1986-04-04,25,24,57.22,2.38,41.55,35,8.33,3.33,53.33,70.21,21.28,8.51,0,0,0
"Cam Fowler","CAM.FOWLER","10-11","ANA","D","L",1991-12-05,18,74,275.25,3.72,67.07,68.56,12.37,3.61,15.46,79.87,16.04,4.09,2,0,0
"Cam Fowler","CAM.FOWLER","11-12","ANA","D","L",1991-12-05,19,81,296.03,3.65,67.58,62.69,16.42,1,19.9,79.12,19.12,1.76,0,0,0
"Cam Fowler","CAM.FOWLER","12-13","ANA","D","L",1991-12-05,20,36,92.95,2.58,55.26,56.72,17.91,0,25.37,78.85,20.19,0.96,1,0,0
"Cam Fowler","CAM.FOWLER","13-14","ANA","D","L",1991-12-05,21,70,233.22,3.33,58.13,58.12,16.23,0.52,25.13,77.78,19.19,3.03,3,0,0
"Cam Fowler","CAM.FOWLER","14-15","ANA","D","L",1991-12-05,22,77,190.68,2.48,49.87,53.72,12.77,2.66,30.85,74.77,17.89,7.34,3,0,0
"Cam Fowler","CAM.FOWLER","15-16","ANA","D","L",1991-12-05,23,66,204.83,3.1,61.15,66.09,15.52,1.72,16.67,78.49,17.36,4.15,3,0,0
"Cam Fowler","CAM.FOWLER","16-17","ANA","D","L",1991-12-05,24,78,245.53,3.15,61.66,60.8,14.57,2.01,22.61,78.5,16.29,5.21,7,0,0
"Cam Fowler","CAM.FOWLER","17-18","ANA","D","L",1991-12-05,25,66,167.18,2.53,57.98,55.81,19.38,0,24.81,79.89,18.52,1.59,1,0,0
"Cam Fowler","CAM.FOWLER","18-19","ANA","D","L",1991-12-05,26,59,143.62,2.43,58.88,55.17,16.38,3.45,25,75.29,18.97,5.75,3,0,0
"Cam Fowler","CAM.FOWLER","19-20","ANA","D","L",1991-12-05,27,58,148.97,2.57,56.56,57.48,14.17,1.57,26.77,83.23,14.37,2.4,1,0,0
"Carl Gunnarsson","CARL.GUNNARSSON","09-10","TOR","D","L",1986-11-09,22,43,78.97,1.84,25.98,28.44,15.6,4.59,51.38,61.45,30.12,8.43,0,0,0
"Carl Gunnarsson","CARL.GUNNARSSON","10-11","TOR","D","L",1986-11-09,23,68,90.7,1.33,20.32,26.32,7.89,4.39,61.4,68.18,20.45,11.36,1,0,0
"Carl Gunnarsson","CARL.GUNNARSSON","11-12","TOR","D","L",1986-11-09,24,73,91.32,1.25,23.09,27.21,12.5,1.47,58.82,64.52,29.03,6.45,1,0,0
"Carl Soderberg","CARL.SODERBERG","13-14","BOS","C","L",1985-10-12,27,70,130.75,1.87,41.24,48.61,11.11,2.08,38.19,78.81,17.22,3.97,1,0,0
"Carl Soderberg","CARL.SODERBERG","14-15","BOS","C","L",1985-10-12,28,78,164.28,2.11,45.05,47.46,11.3,1.69,39.55,75.51,20.92,3.57,2,0,0
"Carl Soderberg","CARL.SODERBERG","15-16","COL","C","L",1985-10-12,29,80,184.62,2.31,43,45.99,6.95,3.74,43.32,80.73,13.54,5.73,2,0,0
"Carl Soderberg","CARL.SODERBERG","16-17","COL","C","L",1985-10-12,30,76,78.1,1.03,20.07,32.29,7.29,7.29,53.12,64.79,16.9,18.31,2,0,0
"Carl Soderberg","CARL.SODERBERG","17-18","COL","C","L",1985-10-12,31,76,143.83,1.89,31.21,33.89,8.89,3.33,53.89,68.91,24.37,6.72,2,0,0
"Carl Soderberg","CARL.SODERBERG","18-19","COL","C","L",1985-10-12,32,82,140.22,1.71,29.74,29,8,3.5,59.5,65.15,23.48,11.36,6,0,0
"Carl Soderberg","CARL.SODERBERG","19-20","ARI","C","L",1985-10-12,33,68,146.83,2.16,40.58,29.31,7.47,1.15,62.07,69.31,24.75,5.94,2,0,0
"Carlo Colaiacovo","CARLO.COLAIACOVO","08-09","STL","D","L",1983-01-27,25,62,233.55,3.77,55.4,62.33,14.42,1.4,21.86,81.55,16.97,1.48,0,0,0
"Carlo Colaiacovo","CARLO.COLAIACOVO","09-10","STL","D","L",1983-01-27,26,67,198.18,2.96,46.76,51.04,11.98,0.52,36.46,79.91,18.69,1.4,0,0,0
"Carlo Colaiacovo","CARLO.COLAIACOVO","10-11","STL","D","L",1983-01-27,27,65,178.27,2.74,48.49,49.71,12.87,1.75,35.67,78.68,17.26,4.06,0,0,0
"Carlo Colaiacovo","CARLO.COLAIACOVO","11-12","STL","D","L",1983-01-27,28,64,129.7,2.03,41.11,36.69,15.38,1.78,46.15,73.88,21.64,4.48,2,0,0
"Casey Mittelstadt","CASEY.MITTELSTADT","18-19","BUF","C","L",1998-11-22,19,76,133.48,1.76,35.85,48.57,10,1.43,40,83.58,13.43,2.99,0,0,0
"Casey Mittelstadt","CASEY.MITTELSTADT","19-20","BUF","C","L",1998-11-22,20,31,54.5,1.76,32.11,24.32,9.46,2.7,63.51,67.5,25,7.5,2,0,0
"Chad Larose","CHAD.LAROSE","11-12","CAR","R","R",1982-03-27,29,67,131.93,1.97,33.19,40.36,7.23,1.2,51.2,79.83,18.49,1.68,0,0,0
"Charles Hudon","CHARLES.HUDON","17-18","MTL","L","L",1994-06-23,23,70,106.27,1.52,30.95,37.32,9.86,3.52,49.3,74.49,19.39,6.12,1,0,0
"Charles Hudon","CHARLES.HUDON","18-19","MTL","L","L",1994-06-23,24,32,50.4,1.57,27.62,21.67,3.33,3.33,71.67,78.57,10.71,10.71,0,0,0
"Charlie Coyle","CHARLIE.COYLE","13-14","MIN","C","R",1992-03-02,21,69,157.23,2.28,43.79,48.78,9.76,1.83,39.63,71.97,22.93,5.1,0,0,0
"Charlie Coyle","CHARLIE.COYLE","14-15","MIN","C","R",1992-03-02,22,80,104.35,1.3,24.68,26.62,5.76,2.16,65.47,70.97,21.51,7.53,0,0,0
"Charlie Coyle","CHARLIE.COYLE","15-16","MIN","C","R",1992-03-02,23,80,153.33,1.92,34.95,47.5,11.25,5.62,35.62,77.01,15.52,7.47,1,0,0
"Charlie Coyle","CHARLIE.COYLE","16-17","MIN","C","R",1992-03-02,24,82,173.03,2.11,44.95,53.61,10.84,0,35.54,82.39,16.48,1.14,0,0,0
"Charlie Coyle","CHARLIE.COYLE","17-18","MIN","C","R",1992-03-02,25,65,90.42,1.39,29.83,41.9,6.67,0,51.43,82.14,16.67,1.19,1,0,0
"Charlie Coyle","CHARLIE.COYLE","18-19","MIN","C","R",1992-03-02,26,57,114,2,38.35,41.8,14.75,3.28,40.16,68.91,25.21,5.88,1,0,0
"Charlie Coyle","CHARLIE.COYLE","19-20","BOS","C","R",1992-03-02,27,70,131.43,1.88,36.1,25.64,11.54,2.56,60.26,73.33,17.5,9.17,2,0,0
"Charlie McAvoy","CHARLIE.MCAVOY","17-18","BOS","D","R",1997-12-21,19,63,123.97,1.97,37.62,33.33,11.35,3.55,51.77,66.91,23.74,9.35,5,0,0
"Charlie McAvoy","CHARLIE.MCAVOY","18-19","BOS","D","R",1997-12-21,20,54,84.07,1.56,34.13,19.8,12.87,4.95,62.38,59.15,30.99,9.86,1,0,0
"Charlie McAvoy","CHARLIE.MCAVOY","19-20","BOS","D","R",1997-12-21,21,67,90.95,1.36,26.02,19.42,15.11,3.6,61.87,60.24,30.12,9.64,1,0,0
"Chris Butler","CHRIS.BUTLER","09-10","BUF","D","L",1986-10-27,22,59,171.52,2.91,47.29,56.58,11.18,4.61,27.63,78.76,16.06,5.18,1,0,0
"Chris Butler","CHRIS.BUTLER","10-11","BUF","D","L",1986-10-27,23,49,59.12,1.21,23.34,33.33,12.5,9.72,44.44,70.77,16.92,12.31,0,0,0
"Chris Campoli","CHRIS.CAMPOLI","07-08","NYI","D","L",1984-07-09,23,46,174.45,3.79,57.5,49.18,22.95,4.92,22.95,65.97,28.8,5.24,1,0,0
"Chris Campoli","CHRIS.CAMPOLI","08-09","NYI","D","L",1984-07-09,24,51,107.77,2.11,33.31,26.47,14.71,2.94,55.88,59.26,33.33,7.41,2,0,0
"Chris Campoli","CHRIS.CAMPOLI","08-09","OTT","D","L",1984-07-09,24,25,74.87,2.99,47.43,45.07,15.49,0,39.44,79.01,18.52,2.47,0,0,0
"Chris Campoli","CHRIS.CAMPOLI","09-10","OTT","D","L",1984-07-09,25,65,135.15,2.08,35.62,29.14,9.93,4.64,56.29,61.47,29.36,9.17,0,0,0
"Chris Campoli","CHRIS.CAMPOLI","10-11","OTT","D","L",1984-07-09,26,58,72.9,1.26,23.37,30.63,14.41,3.6,51.35,56.63,33.73,9.64,1,0,0
"Chris Campoli","CHRIS.CAMPOLI","11-12","MTL","D","L",1984-07-09,27,43,86.12,2,33.29,22.94,13.76,2.75,60.55,62.12,30.3,7.58,0,0,0
"Chris Clark","CHRIS.CLARK","07-08","WSH","R","R",1976-03-08,31,18,56.93,3.16,43.12,36.36,21.82,1.82,40,64.71,29.41,5.88,0,0,0
"Chris Drury","CHRIS.DRURY","07-08","NYR","C","R",1976-08-20,31,82,315.08,3.84,54.12,41.16,20.07,3.06,35.71,66.96,27.73,5.31,4,0,0
"Chris Drury","CHRIS.DRURY","08-09","NYR","C","R",1976-08-20,32,81,286.12,3.53,52.14,57.09,14.93,0.75,27.24,80.12,17.51,2.37,2,0,0
"Chris Drury","CHRIS.DRURY","09-10","NYR","C","R",1976-08-20,33,77,154.98,2.01,34.48,47.47,10.76,4.43,37.34,68.35,22.15,9.49,4,0,0
"Chris Gratton","CHRIS.GRATTON","07-08","T.B","C","L",1975-07-05,32,59,105.35,1.79,30.63,39.84,24.22,3.91,32.03,61.42,31.5,7.09,4,0,0
"Chris Higgins","CHRIS.HIGGINS","07-08","MTL","C/L","L",1983-06-02,24,82,262.08,3.2,44.51,38.27,23.83,3.25,34.66,61.67,32.4,5.92,0,0,0
"Chris Higgins","CHRIS.HIGGINS","08-09","MTL","L","L",1983-06-02,25,56,120.07,2.14,30.77,47.14,13.57,1.43,37.86,72.46,22.46,5.07,3,0,0
"Chris Higgins","CHRIS.HIGGINS","09-10","NYR","L","L",1983-06-02,26,55,97.73,1.78,29.41,29.41,14.29,4.2,52.1,57.61,36.96,5.43,0,0,0
"Chris Higgins","CHRIS.HIGGINS","10-11","FLA","L","L",1983-06-02,27,48,68.27,1.42,25.2,39.8,12.24,4.08,43.88,68,24,8,2,0,0
"Chris Higgins","CHRIS.HIGGINS","11-12","VAN","L","L",1983-06-02,28,68,119.15,1.75,29.93,28.74,8.98,1.8,60.48,70.48,23.81,5.71,1,0,0
"Chris Higgins","CHRIS.HIGGINS","13-14","VAN","L","L",1983-06-02,30,76,128.13,1.69,31.23,37.5,10.23,3.98,48.3,70.45,17.42,12.12,3,0,0
"Chris Higgins","CHRIS.HIGGINS","14-15","VAN","L","L",1983-06-02,31,73,129.7,1.78,35.68,37.58,6.06,4.24,52.12,71.55,16.38,12.07,1,0,0
"Chris Kreider","CHRIS.KREIDER","13-14","NYR","C","L",1991-04-30,22,65,142.75,2.2,41.04,49.71,14.45,3.47,32.37,71.2,20.11,8.7,7,0,0
"Chris Kreider","CHRIS.KREIDER","14-15","NYR","C","L",1991-04-30,23,76,150.08,1.97,40.25,38.61,9.41,3.96,48.02,70.81,20.5,8.7,2,0,0
"Chris Kreider","CHRIS.KREIDER","15-16","NYR","C","L",1991-04-30,24,76,188.45,2.48,53.04,53.71,8,2.86,35.43,76.24,15.35,8.42,8,1,11.11
"Chris Kreider","CHRIS.KREIDER","16-17","NYR","C","L",1991-04-30,25,71,193.83,2.73,52.89,59.02,11.71,1.95,27.32,79.06,16.24,4.7,2,0,0
"Chris Kreider","CHRIS.KREIDER","17-18","NYR","C","L",1991-04-30,26,57,148,2.6,54.28,65.07,6.85,1.37,26.71,83.24,12.14,4.62,3,0,0
"Chris Kreider","CHRIS.KREIDER","18-19","NYR","C","L",1991-04-30,27,75,205.08,2.73,58.22,70.59,11.76,1.18,16.47,82.28,13.92,3.8,5,0,0
"Chris Kreider","CHRIS.KREIDER","19-20","NYR","C","L",1991-04-30,28,62,207.62,3.35,65.09,72.96,9.43,1.26,16.35,87.03,8.37,4.6,3,0,0
"Chris Kunitz","CHRIS.KUNITZ","07-08","ANA","L","L",1979-09-26,27,81,252.27,3.11,44.98,39.93,26.01,1.47,32.6,62.67,34.67,2.67,1,0,0
"Chris Kunitz","CHRIS.KUNITZ","08-09","ANA","L","L",1979-09-26,28,62,100.27,1.62,27.58,29.27,13.82,2.44,54.47,69.07,27.84,3.09,0,0,0
"Chris Kunitz","CHRIS.KUNITZ","08-09","PIT","L","L",1979-09-26,28,20,81.62,4.08,57.8,76.39,8.33,2.78,12.5,84.11,10.28,5.61,1,0,0
"Chris Kunitz","CHRIS.KUNITZ","09-10","PIT","L","L",1979-09-26,29,49,110.77,2.26,36.5,47.62,9.52,2.38,40.48,73.68,21.05,5.26,2,0,0
"Chris Kunitz","CHRIS.KUNITZ","10-11","PIT","L","L",1979-09-26,30,66,272.38,4.13,63.72,66.83,12.5,1.44,19.23,78.41,16.83,4.76,1,0,0
"Chris Kunitz","CHRIS.KUNITZ","11-12","PIT","L","L",1979-09-26,31,80,286.93,3.59,62.25,71.36,13.07,1.51,14.07,81.02,16.04,2.94,0,0,0
"Chris Kunitz","CHRIS.KUNITZ","12-13","PIT","L","L",1979-09-26,32,47,182.3,3.88,68.49,72,19.2,0,8.8,77.02,19.57,3.4,4,0,0
"Chris Kunitz","CHRIS.KUNITZ","13-14","PIT","L","L",1979-09-26,33,78,282.98,3.63,67.73,80.84,9.35,0.93,8.88,83.29,12.34,4.37,6,0,0
"Chris Kunitz","CHRIS.KUNITZ","14-15","PIT","L","L",1979-09-26,34,70,229.15,3.27,59.22,70.88,8.79,1.65,18.68,86.07,11.07,2.86,1,0,0
"Chris Kunitz","CHRIS.KUNITZ","15-16","PIT","L","L",1979-09-26,35,80,163.9,2.05,39.4,40,11.79,3.08,45.13,72.19,21.89,5.92,2,0,0
"Chris Kunitz","CHRIS.KUNITZ","16-17","PIT","L","L",1979-09-26,36,69,111.57,1.62,30.43,31.69,11.97,3.52,52.82,68.22,20.56,11.21,2,0,0
"Chris Neil","CHRIS.NEIL","07-08","OTT","R","R",1979-06-18,28,67,95.2,1.42,21.71,29.46,13.95,2.33,54.26,62.89,30.93,6.19,0,0,0
"Chris Neil","CHRIS.NEIL","08-09","OTT","R","R",1979-06-18,29,60,55.95,0.93,13.77,26.32,17.11,1.32,55.26,62.96,33.33,3.7,1,0,0
"Chris Neil","CHRIS.NEIL","11-12","OTT","R","R",1979-06-18,32,71,121.32,1.71,31.88,44.74,13.82,1.97,39.47,71.92,23.29,4.79,2,0,0
"Chris Neil","CHRIS.NEIL","12-13","OTT","R","R",1979-06-18,33,47,65.78,1.4,26.35,40.22,11.96,3.26,44.57,72,21.33,6.67,2,0,0
"Chris Phillips","CHRIS.PHILLIPS","09-10","OTT","D","L",1978-03-09,31,80,51.58,0.64,10.94,22.33,12.62,3.88,61.17,58.06,32.26,9.68,1,0,0
"Chris Phillips","CHRIS.PHILLIPS","12-13","OTT","D","L",1978-03-09,34,47,72.1,1.53,28.88,34.55,17.27,3.64,44.55,64.13,28.26,7.61,2,0,0
"Chris Phillips","CHRIS.PHILLIPS","13-14","OTT","D","L",1978-03-09,35,70,93.32,1.33,24.29,42.98,17.36,4.13,35.54,67.21,24.59,8.2,4,0,0
"Chris Pronger","CHRIS.PRONGER","07-08","ANA","D","L",1974-10-10,32,71,348.78,4.91,72.01,56.28,27.71,0.43,15.58,65.53,32.65,1.81,0,0,0
"Chris Pronger","CHRIS.PRONGER","08-09","ANA","D","L",1974-10-10,33,82,358.03,4.37,74.1,75.1,14.94,1.24,8.71,81.51,16.56,1.94,2,0,0
"Chris Pronger","CHRIS.PRONGER","09-10","PHI","D","L",1974-10-10,34,82,297.75,3.63,58.97,58.82,14.88,1.38,24.91,80.26,16.36,3.38,3,1,25
"Chris Pronger","CHRIS.PRONGER","10-11","PHI","D","L",1974-10-10,35,50,184.62,3.69,55.37,64.29,14.29,1.3,20.13,82.35,14.71,2.94,1,0,0
"Chris Pronger","CHRIS.PRONGER","11-12","PHI","D","L",1974-10-10,36,13,51.83,3.99,49.87,50.98,11.76,0,37.25,80,15,5,0,0,0
"Chris Stewart","CHRIS.STEWART","08-09","COL","R","R",1987-10-30,20,53,59.52,1.12,19.19,22.09,9.3,3.49,65.12,65.91,27.27,6.82,0,0,0
"Chris Stewart","CHRIS.STEWART","09-10","COL","R","R",1987-10-30,21,77,197.17,2.56,41.99,58.73,9.52,1.59,30.16,80,14.67,5.33,1,0,0
"Chris Stewart","CHRIS.STEWART","10-11","COL","R","R",1987-10-30,22,36,99.27,2.76,48.01,60.23,10.23,5.68,23.86,79.84,13.95,6.2,1,0,0
"Chris Stewart","CHRIS.STEWART","10-11","STL","R","R",1987-10-30,22,26,76.25,2.93,60.03,66.18,17.65,0,16.18,81.32,18.68,0,0,0,0
"Chris Stewart","CHRIS.STEWART","11-12","STL","R","R",1987-10-30,23,79,121.78,1.54,29.77,40,8.82,0.59,50.59,79.69,17.97,2.34,1,0,0
"Chris Stewart","CHRIS.STEWART","12-13","STL","R","R",1987-10-30,24,48,110.7,2.31,45.44,44.6,12.95,1.44,41.01,73.23,23.62,3.15,1,0,0
"Chris Stewart","CHRIS.STEWART","13-14","STL","R","R",1987-10-30,25,58,111.15,1.92,33.85,38.56,8.5,1.96,50.98,73.21,20.54,6.25,2,0,0
"Chris Stewart","CHRIS.STEWART","14-15","BUF","R","R",1987-10-30,26,60,118.35,1.97,41.36,45.04,9.92,0.76,44.27,74.8,19.69,5.51,4,0,0
"Chris Stewart","CHRIS.STEWART","15-16","ANA","R","R",1987-10-30,27,54,59.97,1.11,21.79,34.52,9.52,3.57,52.38,69.84,19.05,11.11,1,0,0
"Chris Tanev","CHRIS.TANEV","15-16","VAN","D","R",1989-12-20,25,66,92.03,1.39,26.71,29.27,13.82,5.69,51.22,63.27,25.51,11.22,1,0,0
"Chris Terry","CHRIS.TERRY","14-15","CAR","L","L",1989-04-07,25,56,66.62,1.19,23.36,51.16,6.98,1.16,40.7,78.75,15,6.25,1,0,0
"Chris Tierney","CHRIS.TIERNEY","17-18","S.J","C","L",1994-07-01,23,80,81.3,1.02,20.05,23.26,13.18,3.88,59.69,52.27,34.09,13.64,2,0,0
"Chris Tierney","CHRIS.TIERNEY","18-19","OTT","C","L",1994-07-01,24,78,138.55,1.78,37.59,35.98,7.32,1.22,55.49,75,20,5,0,0,0
"Chris Tierney","CHRIS.TIERNEY","19-20","OTT","C","L",1994-07-01,25,70,65.77,0.94,18.64,42.42,8.08,0,49.49,79.45,17.81,2.74,1,0,0
"Chris Wideman","CHRIS.WIDEMAN","16-17","OTT","D","R",1990-01-07,26,76,114.7,1.51,30.18,25.49,10.46,6.54,57.52,63.37,23.76,12.87,1,0,0
