"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Andrew MacDonald","ANDREW.MACDONALD","18-19","PHI","D","L",1986-09-07,32,47,770.53,16.39,27.12,100,151,142,616,182,221,267,79,36
"Andrew MacWilliam","ANDREW.MACWILLIAM","14-15","TOR","D","L",1990-03-25,24,12,184.83,15.4,24.98,15,25,48,154,30,50,81,12,6
"Andrew Mangiapane","ANDREW.MANGIAPANE","17-18","CGY","L","L",1996-04-04,21,10,89.3,8.93,14.65,19,19,9,81,36,24,25,9,7
"Andrew Mangiapane","ANDREW.MANGIAPANE","18-19","CGY","L","L",1996-04-04,22,44,463.93,10.54,17.49,99,111,65,373,144,134,122,43,44
"Andrew Mangiapane","ANDREW.MANGIAPANE","19-20","CGY","L","L",1996-04-04,23,68,931.67,13.7,22.46,162,236,173,658,282,302,311,66,84
"Andrew Miller","ANDREW.MILLER","14-15","EDM","C","R",1988-09-18,25,9,123.75,13.75,22.59,18,38,19,89,28,55,38,7,7
"Andrew Miller","ANDREW.MILLER","15-16","EDM","C","R",1988-09-18,26,6,54.73,9.12,15.15,8,14,7,57,16,17,15,6,5
"Andrew Murray","ANDREW.MURRAY","07-08","CBJ","C","L",1981-11-06,25,39,456.52,11.71,19.28,67,114,94,405,96,162,148,34,22
"Andrew Murray","ANDREW.MURRAY","08-09","CBJ","C","L",1981-11-06,26,67,755,11.27,18.46,112,231,158,664,173,286,240,39,38
"Andrew Murray","ANDREW.MURRAY","09-10","CBJ","C","L",1981-11-06,27,45,466.75,10.37,17.1,57,119,100,468,101,160,154,29,27
"Andrew Murray","ANDREW.MURRAY","10-11","CBJ","C","L",1981-11-06,28,29,330.05,11.38,18.66,41,103,77,274,65,125,123,21,13
"Andrew Murray","ANDREW.MURRAY","11-12","S.J","C","L",1981-11-06,29,39,300.48,7.7,12.56,61,74,30,343,96,97,57,20,23
"Andrew Peeke","ANDREW.PEEKE","19-20","CBJ","D","R",1998-03-17,21,22,304.83,13.86,22.56,40,56,42,251,80,73,79,22,17
"Andrew Peters","ANDREW.PETERS","07-08","BUF","L","L",1980-05-05,27,44,138.38,3.15,5.13,37,36,8,138,49,50,21,7,10
"Andrew Peters","ANDREW.PETERS","08-09","BUF","L","L",1980-05-05,28,28,112.68,4.02,6.6,25,42,24,98,40,50,39,11,7
"Andrew Peters","ANDREW.PETERS","09-10","N.J","L","L",1980-05-05,29,29,150.73,5.2,8.52,41,34,8,171,57,55,32,15,7
"Andrew Shaw","ANDREW.SHAW","11-12","CHI","C","R",1991-07-20,20,37,562.68,15.21,24.8,85,117,101,473,166,183,174,46,28
"Andrew Shaw","ANDREW.SHAW","12-13","CHI","C","R",1991-07-20,21,48,722.47,15.05,24.53,131,118,67,548,259,190,160,44,66
"Andrew Shaw","ANDREW.SHAW","13-14","CHI","C","R",1991-07-20,22,80,1255.23,15.69,25.71,394,216,82,874,648,348,206,83,77
"Andrew Shaw","ANDREW.SHAW","14-15","CHI","C","R",1991-07-20,23,79,1180.87,14.95,24.53,310,202,103,839,557,297,232,91,78
"Andrew Shaw","ANDREW.SHAW","15-16","CHI","C","R",1991-07-20,24,78,1142.78,14.65,24.18,255,284,181,791,423,401,354,102,92
"Andrew Shaw","ANDREW.SHAW","16-17","MTL","C","R",1991-07-20,25,68,1033.72,15.2,24.98,217,217,162,739,390,304,307,76,76
"Andrew Shaw","ANDREW.SHAW","17-18","MTL","C","R",1991-07-20,26,51,806.28,15.81,26.02,191,166,98,515,369,277,201,56,60
"Andrew Shaw","ANDREW.SHAW","18-19","MTL","C","R",1991-07-20,27,63,1002.65,15.92,26.28,160,161,135,790,337,260,292,78,70
"Andrew Shaw","ANDREW.SHAW","19-20","CHI","C","R",1991-07-20,28,26,375.9,14.46,23.77,81,58,40,275,154,88,91,29,23
"Andrey Pedan","ANDREY.PEDAN","15-16","VAN","D","L",1993-07-03,22,13,142.38,10.95,18.11,27,32,22,137,55,47,40,9,17
"Andrey Zubarev","ANDREY.ZUBAREV","10-11","ATL","D","L",1987-03-03,23,4,80.3,20.07,33.46,17,8,5,67,36,18,14,8,10
"Andy Andreoff","ANDY.ANDREOFF","14-15","L.A","C","L",1991-05-17,23,18,154.23,8.57,14.11,17,16,12,172,41,30,28,6,19
"Andy Andreoff","ANDY.ANDREOFF","15-16","L.A","C","L",1991-05-17,24,60,527.58,8.79,14.46,107,87,53,542,178,142,126,46,52
"Andy Andreoff","ANDY.ANDREOFF","16-17","L.A","C","L",1991-05-17,25,36,381.47,10.6,17.42,60,66,31,363,111,95,80,25,29
"Andy Andreoff","ANDY.ANDREOFF","17-18","L.A","C","L",1991-05-17,26,45,422.53,9.39,15.43,89,89,59,359,130,124,108,30,32
"Andy Andreoff","ANDY.ANDREOFF","19-20","PHI","C","L",1991-05-17,28,14,119.47,8.53,13.75,18,23,14,123,30,31,32,13,10
"Andy Greene","ANDY.GREENE","07-08","N.J","D","L",1982-10-30,24,59,1149.67,19.49,32.02,132,250,103,839,302,402,251,57,39
"Andy Greene","ANDY.GREENE","08-09","N.J","D","L",1982-10-30,25,49,798.25,16.29,26.78,142,172,79,599,269,250,197,42,31
"Andy Greene","ANDY.GREENE","09-10","N.J","D","L",1982-10-30,26,78,1834.82,23.52,38.63,302,340,176,1599,637,549,378,80,78
"Andy Greene","ANDY.GREENE","10-11","N.J","D","L",1982-10-30,27,82,1833.58,22.36,36.85,213,297,258,1543,514,539,527,76,72
"Andy Greene","ANDY.GREENE","11-12","N.J","D","L",1982-10-30,28,56,1092.3,19.51,31.92,131,235,156,875,291,368,306,56,58
"Andy Greene","ANDY.GREENE","12-13","N.J","D","L",1982-10-30,29,48,1105.97,23.04,37.65,137,226,173,857,315,368,354,81,75
"Andy Greene","ANDY.GREENE","13-14","N.J","D","L",1982-10-30,30,82,2015.42,24.58,40.19,237,411,359,1362,567,651,727,139,145
"Andy Greene","ANDY.GREENE","14-15","N.J","D","L",1982-10-30,31,82,1930.63,23.54,38.63,187,421,448,1229,408,606,893,119,115
"Andy Greene","ANDY.GREENE","15-16","N.J","D","L",1982-10-30,32,82,1881.83,22.95,37.7,155,433,503,1202,362,638,1046,150,105
"Andy Greene","ANDY.GREENE","16-17","N.J","D","L",1982-10-30,33,66,1448.3,21.94,36.02,168,324,396,970,389,501,789,121,90
"Andy Greene","ANDY.GREENE","17-18","N.J","D","L",1982-10-30,34,81,1711.03,21.12,34.71,169,439,461,1205,422,664,949,141,107
"Andy Greene","ANDY.GREENE","18-19","N.J","D","L",1982-10-30,35,82,1708.37,20.83,34.27,149,388,420,1056,379,594,882,119,100
"Andy Greene","ANDY.GREENE","19-20","N.J","D","L",1982-10-30,36,53,1066.02,20.11,32.98,98,268,266,740,235,373,552,81,66
"Andy Greene","ANDY.GREENE","19-20","NYI","D","L",1982-10-30,36,10,165.4,16.54,27.25,17,37,36,128,37,56,74,11,10
"Andy Hilbert","ANDY.HILBERT","07-08","NYI","C","L",1981-02-06,26,70,943.35,13.48,22.16,108,260,168,688,190,371,312,64,27
"Andy Hilbert","ANDY.HILBERT","08-09","NYI","C","L",1981-02-06,27,67,1082.08,16.15,26.59,158,324,285,725,251,406,434,66,39
"Andy McDonald","ANDY.MCDONALD","07-08","ANA","C","L",1977-08-25,30,33,550.72,16.69,27.23,131,133,57,381,215,191,102,20,34
"Andy McDonald","ANDY.MCDONALD","07-08","STL","C","L",1977-08-25,30,49,914.72,18.67,30.73,167,220,81,667,295,318,161,38,53
"Andy McDonald","ANDY.MCDONALD","08-09","STL","C","L",1977-08-25,31,46,877.48,19.08,31.3,185,188,111,650,324,277,216,41,34
"Andy McDonald","ANDY.MCDONALD","09-10","STL","C","L",1977-08-25,32,79,1432.4,18.13,29.75,320,265,168,1142,607,383,321,60,74
"Andy McDonald","ANDY.MCDONALD","10-11","STL","C","L",1977-08-25,33,58,1162.02,20.03,32.86,246,269,131,855,421,385,270,46,43
"Andy McDonald","ANDY.MCDONALD","11-12","STL","C","L",1977-08-25,34,25,463.13,18.53,30.47,105,123,75,371,169,158,124,26,30
"Andy McDonald","ANDY.MCDONALD","12-13","STL","C","L",1977-08-25,35,37,638.4,17.25,28.27,166,128,71,559,280,193,128,31,54
"Andy Miele","ANDY.MIELE","11-12","ARI","C","L",1988-04-15,23,7,62.57,8.94,14.69,15,5,1,63,22,14,7,5,2
"Andy Miele","ANDY.MIELE","13-14","ARI","C","L",1988-04-15,25,7,65.45,9.35,15.05,15,15,7,55,28,18,13,5,7
"Andy Sutton","ANDY.SUTTON","07-08","NYI","D","L",1975-03-10,32,58,1053.47,18.16,29.87,80,200,161,830,226,367,335,65,34
"Andy Sutton","ANDY.SUTTON","08-09","NYI","D","L",1975-03-10,33,23,465.37,20.23,33.06,56,102,102,314,114,155,189,27,18
"Andy Sutton","ANDY.SUTTON","09-10","NYI","D","L",1975-03-10,34,53,1100.12,20.76,33.83,137,225,243,698,283,332,471,70,62
"Andy Sutton","ANDY.SUTTON","09-10","OTT","D","L",1975-03-10,34,18,345.92,19.22,31.46,47,62,51,266,96,106,88,12,14
"Andy Sutton","ANDY.SUTTON","10-11","ANA","D","L",1975-03-10,35,39,575.38,14.75,24.27,68,112,92,456,130,164,182,25,25
"Andy Sutton","ANDY.SUTTON","11-12","EDM","D","L",1975-03-10,36,52,867.57,16.68,27.35,107,169,147,802,204,262,251,48,57
"Andy Welinski","ANDY.WELINSKI","17-18","ANA","D","R",1993-04-27,24,7,113.22,16.17,26.96,21,21,16,71,35,34,34,12,8
"Andy Welinski","ANDY.WELINSKI","18-19","ANA","D","R",1993-04-27,25,26,417.03,16.04,26.35,114,73,35,326,163,96,79,30,25
"Andy Wozniewski","ANDY.WOZNIEWSKI","07-08","TOR","D","L",1980-05-25,27,48,680.3,14.17,23.28,68,143,87,649,143,216,167,32,38
"Anssi Salmela","ANSSI.SALMELA","08-09","ATL","D","L",1984-08-13,24,9,157.67,17.52,28.18,15,44,21,123,32,66,47,12,3
"Anssi Salmela","ANSSI.SALMELA","08-09","N.J","D","L",1984-08-13,24,17,257.87,15.17,24.71,71,34,13,182,139,65,27,4,8
"Anssi Salmela","ANSSI.SALMELA","09-10","ATL","D","L",1984-08-13,25,29,381.98,13.17,21.6,53,74,43,324,95,109,85,19,29
"Anssi Salmela","ANSSI.SALMELA","09-10","N.J","D","L",1984-08-13,25,9,129.98,14.44,24.07,19,22,8,125,41,31,21,8,13
"Anssi Salmela","ANSSI.SALMELA","10-11","N.J","D","L",1984-08-13,26,48,835.05,17.4,28.65,107,138,71,780,229,233,176,42,44
"Anthony Beauvillier","ANTHONY.BEAUVILLIER","16-17","NYI","L","L",1997-06-08,19,66,859.38,13.02,21.47,161,173,91,707,250,243,205,55,58
"Anthony Beauvillier","ANTHONY.BEAUVILLIER","17-18","NYI","L","L",1997-06-08,20,71,1031.4,14.53,23.91,148,194,148,770,272,320,299,52,80
"Anthony Beauvillier","ANTHONY.BEAUVILLIER","18-19","NYI","L","L",1997-06-08,21,81,1186.02,14.64,24.09,217,185,89,935,374,285,226,83,64
"Anthony Beauvillier","ANTHONY.BEAUVILLIER","19-20","NYI","L","L",1997-06-08,22,68,1173.68,17.26,28.31,230,230,161,870,384,323,326,77,71
"Anthony Bitetto","ANTHONY.BITETTO","14-15","NSH","D","L",1990-07-15,24,7,82.45,11.78,19.2,17,15,6,68,28,19,18,6,5
"Anthony Bitetto","ANTHONY.BITETTO","15-16","NSH","D","L",1990-07-15,25,28,339.75,12.13,19.98,54,57,29,332,92,82,76,26,23
"Anthony Bitetto","ANTHONY.BITETTO","16-17","NSH","D","L",1990-07-15,26,29,342.3,11.8,19.47,59,58,37,359,114,98,85,29,26
"Anthony Bitetto","ANTHONY.BITETTO","17-18","NSH","D","L",1990-07-15,27,32,430.07,13.44,22.01,73,95,63,365,140,144,128,32,31
"Anthony Bitetto","ANTHONY.BITETTO","18-19","MIN","D","L",1990-07-15,28,18,237.3,13.18,21.56,25,38,22,199,53,69,45,8,14
"Anthony Bitetto","ANTHONY.BITETTO","18-19","NSH","D","L",1990-07-15,28,18,192,10.67,17.52,41,36,17,183,69,58,38,13,14
"Anthony Bitetto","ANTHONY.BITETTO","19-20","WPG","D","L",1990-07-15,29,51,773.22,15.16,24.98,97,121,146,617,199,199,278,50,57
"Anthony Cirelli","ANTHONY.CIRELLI","17-18","T.B","C","L",1997-07-15,20,18,238.17,13.23,21.69,39,58,53,200,64,81,85,16,15
"Anthony Cirelli","ANTHONY.CIRELLI","18-19","T.B","C","L",1997-07-15,21,82,1217.45,14.85,24.45,167,329,408,718,272,434,620,59,102
"Anthony Cirelli","ANTHONY.CIRELLI","19-20","T.B","C","L",1997-07-15,22,68,1255.35,18.46,30.45,220,287,343,705,400,396,586,87,87
"Anthony Duclair","ANTHONY.DUCLAIR","14-15","NYR","L","L",1995-08-26,19,18,218.82,12.16,19.95,47,58,20,185,79,76,39,14,17
"Anthony Duclair","ANTHONY.DUCLAIR","15-16","ARI","L","L",1995-08-26,20,81,1164.73,14.38,23.79,317,251,122,887,557,365,243,70,83
"Anthony Duclair","ANTHONY.DUCLAIR","16-17","ARI","L","L",1995-08-26,21,58,771.37,13.3,21.86,185,165,73,612,312,245,200,72,44
"Anthony Duclair","ANTHONY.DUCLAIR","17-18","ARI","L","L",1995-08-26,22,33,443.98,13.45,22.15,111,89,62,375,181,124,129,42,35
"Anthony Duclair","ANTHONY.DUCLAIR","17-18","CHI","L","L",1995-08-26,22,23,299.88,13.04,21.63,78,69,38,208,138,104,84,24,27
"Anthony Duclair","ANTHONY.DUCLAIR","18-19","CBJ","L","L",1995-08-26,23,53,652.38,12.31,20.43,197,150,59,493,292,199,129,45,63
"Anthony Duclair","ANTHONY.DUCLAIR","18-19","OTT","L","L",1995-08-26,23,21,287.48,13.69,22.69,54,60,30,238,79,81,56,20,15
"Anthony Duclair","ANTHONY.DUCLAIR","19-20","OTT","L","L",1995-08-26,24,66,1073.22,16.26,26.71,268,224,135,877,464,331,303,87,68
"Anthony Mantha","ANTHONY.MANTHA","15-16","DET","R","L",1994-09-16,20,10,117,11.7,19.5,40,31,10,76,57,41,19,5,9
"Anthony Mantha","ANTHONY.MANTHA","16-17","DET","R","L",1994-09-16,21,60,954.7,15.91,25.94,203,233,101,660,324,317,217,64,80
"Anthony Mantha","ANTHONY.MANTHA","17-18","DET","R","L",1994-09-16,22,80,1383.5,17.29,28.47,326,304,138,900,532,427,322,112,118
"Anthony Mantha","ANTHONY.MANTHA","18-19","DET","R","L",1994-09-16,23,67,1194.42,17.83,29.29,284,259,126,726,512,350,251,66,91
"Anthony Mantha","ANTHONY.MANTHA","19-20","DET","R","L",1994-09-16,24,43,811.48,18.87,31.22,190,172,80,440,354,231,164,45,55
"Anthony Peluso","ANTHONY.PELUSO","13-14","WPG","R","R",1989-04-18,24,53,306.07,5.77,9.45,52,55,29,296,84,84,69,18,29
"Anthony Peluso","ANTHONY.PELUSO","14-15","WPG","R","R",1989-04-18,25,49,287.97,5.88,9.62,63,60,41,278,80,88,89,25,29
"Anthony Peluso","ANTHONY.PELUSO","15-16","WPG","R","R",1989-04-18,26,35,223.45,6.38,10.53,40,44,20,224,56,61,49,14,13
"Anthony Stewart","ANTHONY.STEWART","07-08","FLA","C","R",1985-01-05,22,26,159.65,6.14,10.12,18,33,23,152,30,48,52,15,6
"Anthony Stewart","ANTHONY.STEWART","08-09","FLA","C/R","R",1985-01-05,23,59,451.1,7.65,12.49,74,103,87,410,119,144,143,29,21
"Anthony Stewart","ANTHONY.STEWART","10-11","ATL","R","R",1985-01-05,25,80,1197.83,14.97,24.51,218,298,132,986,384,446,281,59,67
"Anthony Stewart","ANTHONY.STEWART","11-12","CAR","R","R",1985-01-05,26,77,625.6,8.12,13.36,132,134,61,655,188,183,134,47,46
"Antoine Roussel","ANTOINE.ROUSSEL","12-13","DAL","L","L",1989-11-21,22,39,366.58,9.4,15.51,56,95,61,350,83,122,121,27,25
"Antoine Roussel","ANTOINE.ROUSSEL","13-14","DAL","L","L",1989-11-21,23,81,1079.98,13.33,21.9,148,286,310,844,252,421,495,93,64
"Antoine Roussel","ANTOINE.ROUSSEL","14-15","DAL","L","L",1989-11-21,24,80,1161.75,14.52,23.92,187,323,311,920,349,461,529,100,89
"Antoine Roussel","ANTOINE.ROUSSEL","15-16","DAL","L","L",1989-11-21,25,80,1108.57,13.86,22.86,198,311,249,912,337,432,440,104,70
"Antoine Roussel","ANTOINE.ROUSSEL","16-17","DAL","L","L",1989-11-21,26,60,931.1,15.52,25.69,167,244,264,736,266,339,431,84,59
"Antoine Roussel","ANTOINE.ROUSSEL","17-18","DAL","L","L",1989-11-21,27,73,907.52,12.43,20.48,115,292,147,892,195,379,272,93,58
"Antoine Roussel","ANTOINE.ROUSSEL","18-19","VAN","L","L",1989-11-21,28,65,894.33,13.76,22.56,148,253,185,797,209,336,337,98,63
"Antoine Roussel","ANTOINE.ROUSSEL","19-20","VAN","L","L",1989-11-21,29,41,485.22,11.83,19.54,139,93,61,460,184,121,132,52,23
"Antoine Vermette","ANTOINE.VERMETTE","07-08","OTT","C","L",1982-07-20,25,81,1423.62,17.58,28.94,183,398,333,923,330,553,552,54,60
"Antoine Vermette","ANTOINE.VERMETTE","08-09","CBJ","C","L",1982-07-20,26,17,331.25,19.49,31.58,51,92,90,234,96,123,135,19,17
"Antoine Vermette","ANTOINE.VERMETTE","08-09","OTT","C","L",1982-07-20,26,62,1119.17,18.05,29.64,175,236,248,718,296,355,410,57,36
"Antoine Vermette","ANTOINE.VERMETTE","09-10","CBJ","C","L",1982-07-20,27,81,1632.55,20.15,33.07,295,372,372,1205,492,519,604,67,66
"Antoine Vermette","ANTOINE.VERMETTE","10-11","CBJ","C","L",1982-07-20,28,82,1542.77,18.81,30.78,363,351,258,1023,623,512,443,77,86
"Antoine Vermette","ANTOINE.VERMETTE","11-12","ARI","C","L",1982-07-20,29,22,376.53,17.11,27.79,84,61,41,271,148,111,88,16,22
"Antoine Vermette","ANTOINE.VERMETTE","11-12","CBJ","C","L",1982-07-20,29,60,1034.45,17.24,28.35,185,239,226,762,321,340,383,56,40
"Antoine Vermette","ANTOINE.VERMETTE","12-13","ARI","C","L",1982-07-20,30,48,875.8,18.25,29.74,186,169,154,636,330,254,269,53,50
"Antoine Vermette","ANTOINE.VERMETTE","13-14","ARI","C","L",1982-07-20,31,82,1575.35,19.21,31.4,325,401,397,1011,555,562,695,109,88
"Antoine Vermette","ANTOINE.VERMETTE","14-15","ARI","C","L",1982-07-20,32,63,1195.82,18.98,31.11,299,260,275,766,540,379,475,81,83
"Antoine Vermette","ANTOINE.VERMETTE","14-15","CHI","C","L",1982-07-20,32,19,267.22,14.06,23.33,64,60,27,229,102,92,63,19,20
"Antoine Vermette","ANTOINE.VERMETTE","15-16","ARI","C","L",1982-07-20,33,76,1264.72,16.64,27.52,308,275,241,871,545,413,434,81,80
"Antoine Vermette","ANTOINE.VERMETTE","16-17","ANA","C","L",1982-07-20,34,72,1145.05,15.9,26.17,287,224,364,844,421,298,613,99,63
"Antoine Vermette","ANTOINE.VERMETTE","17-18","ANA","C","L",1982-07-20,35,64,879.98,13.75,22.55,222,173,342,591,344,255,523,66,67
"Anton Babchuk","ANTON.BABCHUK","08-09","CAR","D","R",1984-05-06,24,72,1301,18.07,29.81,209,267,176,919,396,395,307,58,70
"Anton Babchuk","ANTON.BABCHUK","10-11","CAR","D","R",1984-05-06,26,16,305.98,19.12,31.61,68,81,44,195,120,115,78,18,10
"Anton Babchuk","ANTON.BABCHUK","10-11","CGY","D","R",1984-05-06,26,65,1015.5,15.62,25.44,202,198,75,828,362,304,170,63,56
"Anton Babchuk","ANTON.BABCHUK","11-12","CGY","D","R",1984-05-06,27,32,463.65,14.49,23.69,83,85,49,353,174,131,112,33,29
"Anton Babchuk","ANTON.BABCHUK","12-13","CGY","D","R",1984-05-06,28,7,82.95,11.85,19.75,18,17,16,59,30,31,29,7,1
"Anton Belov","ANTON.BELOV","13-14","EDM","D","L",1986-07-29,27,57,951,16.68,27.49,139,196,125,715,279,298,265,73,65
"Anton Blidh","ANTON.BLIDH","16-17","BOS","L","L",1995-03-14,21,19,166.77,8.78,14.49,37,29,20,152,58,42,41,13,20
"Anton Blidh","ANTON.BLIDH","19-20","BOS","L","L",1995-03-14,24,7,80.62,11.52,19.14,9,15,18,75,15,28,28,6,8
"Anton Lander","ANTON.LANDER","11-12","EDM","C","L",1991-04-24,20,56,594.4,10.61,17.5,89,123,97,546,138,191,172,34,35
"Anton Lander","ANTON.LANDER","12-13","EDM","C","L",1991-04-24,21,11,121.3,11.03,18.07,18,16,17,122,27,28,29,6,11
"Anton Lander","ANTON.LANDER","13-14","EDM","C","L",1991-04-24,22,27,366.88,13.59,22.18,68,85,75,307,94,111,135,21,16
"Anton Lander","ANTON.LANDER","14-15","EDM","C","L",1991-04-24,23,38,570.45,15.01,24.46,103,105,85,449,185,162,162,36,34
"Anton Lander","ANTON.LANDER","15-16","EDM","C","L",1991-04-24,24,61,736.72,12.08,19.85,103,156,219,634,191,204,361,59,44
"Anton Lander","ANTON.LANDER","16-17","EDM","C","L",1991-04-24,25,22,215.03,9.77,16.12,27,35,92,191,52,49,149,22,16
"Anton Lindholm","ANTON.LINDHOLM","16-17","COL","D","L",1994-11-29,21,12,177.02,14.75,24.25,24,29,19,173,51,52,46,10,11
"Anton Lindholm","ANTON.LINDHOLM","17-18","COL","D","L",1994-11-29,22,48,632.12,13.17,21.79,47,107,98,642,99,175,207,57,45
"Anton Slepyshev","ANTON.SLEPYSHEV","15-16","EDM","L","R",1994-05-13,21,11,95.6,8.69,14.45,17,26,13,82,26,38,22,5,6
"Anton Slepyshev","ANTON.SLEPYSHEV","16-17","EDM","L","R",1994-05-13,22,41,455.7,11.11,18.31,85,105,66,378,145,141,137,47,51
"Anton Slepyshev","ANTON.SLEPYSHEV","17-18","EDM","L","R",1994-05-13,23,50,590.52,11.81,19.39,118,143,88,435,203,185,171,40,48
"Anton Stralman","ANTON.STRALMAN","07-08","TOR","D","R",1986-08-01,21,50,640.58,12.81,21.07,107,137,63,545,193,201,125,31,34
"Anton Stralman","ANTON.STRALMAN","08-09","TOR","D","R",1986-08-01,22,37,571.63,15.45,25.17,136,111,67,463,241,159,109,17,29
"Anton Stralman","ANTON.STRALMAN","09-10","CBJ","D","R",1986-08-01,23,73,1495.78,20.49,33.57,283,290,210,1062,589,439,349,72,66
"Anton Stralman","ANTON.STRALMAN","10-11","CBJ","D","R",1986-08-01,24,51,1006.45,19.73,32.43,196,224,120,709,383,330,221,49,51
"Anton Stralman","ANTON.STRALMAN","11-12","NYR","D","R",1986-08-01,25,53,906.27,17.1,28.09,140,178,95,703,248,248,206,68,61
"Anton Stralman","ANTON.STRALMAN","12-13","NYR","D","R",1986-08-01,26,48,866.3,18.05,29.59,157,161,110,675,283,257,206,64,76
"Anton Stralman","ANTON.STRALMAN","13-14","NYR","D","R",1986-08-01,27,81,1572.28,19.41,32.04,244,367,255,1240,432,510,461,115,113
"Anton Stralman","ANTON.STRALMAN","14-15","T.B","D","R",1986-08-01,28,82,1799.58,21.95,36.16,299,422,344,1033,621,589,611,90,110
"Anton Stralman","ANTON.STRALMAN","15-16","T.B","D","R",1986-08-01,29,73,1611.67,22.08,36.41,328,339,315,820,669,493,543,86,109
"Anton Stralman","ANTON.STRALMAN","16-17","T.B","D","R",1986-08-01,30,73,1671.73,22.9,37.58,264,390,353,931,557,556,647,106,123
"Anton Stralman","ANTON.STRALMAN","17-18","T.B","D","R",1986-08-01,31,80,1718.95,21.49,35.37,272,392,312,1059,543,596,605,101,134
"Anton Stralman","ANTON.STRALMAN","18-19","T.B","D","R",1986-08-01,32,47,964.58,20.52,33.71,85,187,171,667,223,294,357,60,71
"Anton Stralman","ANTON.STRALMAN","19-20","FLA","D","R",1986-08-01,33,69,1453.52,21.07,34.73,118,314,288,1042,336,475,582,98,118
"Anton Volchenkov","ANTON.VOLCHENKOV","07-08","OTT","D","L",1982-02-25,25,67,1374.17,20.51,33.75,143,402,253,866,272,595,507,59,79
"Anton Volchenkov","ANTON.VOLCHENKOV","08-09","OTT","D","L",1982-02-25,26,68,1369.58,20.14,33.03,132,336,294,899,280,494,519,70,65
"Anton Volchenkov","ANTON.VOLCHENKOV","09-10","OTT","D","L",1982-02-25,27,64,1324.17,20.69,34.16,147,320,281,838,307,465,575,57,72
"Anton Volchenkov","ANTON.VOLCHENKOV","10-11","N.J","D","L",1982-02-25,28,57,1032,18.11,29.77,102,156,166,936,229,264,294,48,43
"Anton Volchenkov","ANTON.VOLCHENKOV","11-12","N.J","D","L",1982-02-25,29,72,1294.48,17.98,29.42,115,227,255,1035,254,377,479,72,61
"Anton Volchenkov","ANTON.VOLCHENKOV","12-13","N.J","D","L",1982-02-25,30,37,593.95,16.05,26.15,50,100,117,536,140,171,215,37,46
"Anton Volchenkov","ANTON.VOLCHENKOV","13-14","N.J","D","L",1982-02-25,31,56,939.87,16.78,27.42,88,177,210,719,193,284,383,64,63
"Anton Volchenkov","ANTON.VOLCHENKOV","14-15","NSH","D","L",1982-02-25,32,46,606.2,13.18,21.47,102,115,94,545,183,185,203,58,47
"Antti Miettinen","ANTTI.MIETTINEN","07-08","DAL","R","R",1980-07-03,27,69,965.37,13.99,23.06,186,228,56,707,322,343,127,49,45
"Antti Miettinen","ANTTI.MIETTINEN","08-09","MIN","R","R",1980-07-03,28,82,1498.13,18.27,30.04,320,331,395,1221,491,471,604,64,44
"Antti Miettinen","ANTTI.MIETTINEN","09-10","MIN","R","R",1980-07-03,29,79,1425.68,18.05,29.67,344,312,172,1061,554,442,338,68,69
"Antti Miettinen","ANTTI.MIETTINEN","10-11","MIN","R","R",1980-07-03,30,73,1242.87,17.03,27.96,295,323,154,887,496,436,314,60,46
"Antti Miettinen","ANTTI.MIETTINEN","11-12","WPG","R","R",1980-07-03,31,45,526.82,11.71,19.2,89,121,78,461,148,166,150,32,25
"Antti Miettinen","ANTTI.MIETTINEN","12-13","WPG","R","R",1980-07-03,32,22,278.28,12.65,20.86,41,64,31,233,84,98,68,16,22
"Antti Pihlstrom","ANTTI.PIHLSTROM","08-09","NSH","L","L",1984-10-22,23,53,606.77,11.45,18.81,81,136,58,560,150,200,114,29,34
"Antti Suomela","ANTTI.SUOMELA","18-19","S.J","C","L",1994-03-17,24,27,305.57,11.32,18.67,54,64,25,303,98,101,66,26,24
"Antti Suomela","ANTTI.SUOMELA","19-20","S.J","C","L",1994-03-17,25,20,193.77,9.69,16.03,23,35,19,206,47,49,47,15,15
"Anze Kopitar","ANZE.KOPITAR","07-08","L.A","C","L",1987-08-24,20,82,1696.8,20.69,34.09,340,408,202,1077,573,577,345,47,62
"Anze Kopitar","ANZE.KOPITAR","08-09","L.A","C","L",1987-08-24,21,82,1676.97,20.45,33.52,370,335,285,989,642,475,461,46,56
"Anze Kopitar","ANZE.KOPITAR","09-10","L.A","C","L",1987-08-24,22,82,1786.1,21.78,35.58,358,330,274,1105,644,475,442,44,71
"Anze Kopitar","ANZE.KOPITAR","10-11","L.A","C","L",1987-08-24,23,75,1619.05,21.59,35.44,331,327,324,897,578,469,524,56,62
"Anze Kopitar","ANZE.KOPITAR","11-12","L.A","C","L",1987-08-24,24,82,1749.78,21.34,34.87,319,350,322,1021,641,540,546,60,86
"Anze Kopitar","ANZE.KOPITAR","12-13","L.A","C","L",1987-08-24,25,47,962.52,20.48,33.69,212,222,150,590,424,313,274,55,64
"Anze Kopitar","ANZE.KOPITAR","13-14","L.A","C","L",1987-08-24,26,82,1713.22,20.89,34.25,348,357,300,1039,735,540,560,78,117
