"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Brad Malone","BRAD.MALONE","13-14","COL","C","L",1989-05-20,24,32,214.15,35.1,41.62,42.91,41.96,38.19,4.9,9.06,71.86,100.79,102.88,136.9,137.8,190.63,4.59,7.43,-4.16,-28.93,-34.02,-52.83,-2.84,6.82,91.01
"Brad Malone","BRAD.MALONE","14-15","CAR","C","L",1989-05-20,25,65,626.17,40.03,47.19,46.16,44.18,47.63,17.14,25.68,248.86,278.48,357.54,417.03,447.08,564.95,18.77,20.64,-8.54,-29.62,-59.49,-117.87,-1.87,6.89,90.78
"Brad Malone","BRAD.MALONE","15-16","CAR","C","L",1989-05-20,26,57,472.5,33.13,47.55,47.13,48.99,45.52,10.81,21.82,185.75,204.93,267.75,300.32,366.63,381.7,14.74,17.64,-11.01,-19.18,-32.57,-15.07,-2.9,5.82,89.35
"Brad Malone","BRAD.MALONE","17-18","EDM","C","L",1989-05-20,28,7,51.33,0,61.8,58.96,59.13,67.6,0,0,24.09,14.89,32.93,22.92,46.44,32.1,1.69,0.81,0,9.2,10.01,14.34,0.88,0,100
"Brad Malone","BRAD.MALONE","18-19","EDM","C","L",1989-05-20,29,16,127.22,50.23,43.41,45.6,42.29,46.26,1.07,1.06,44.27,57.72,66.62,79.47,88.54,120.84,3.22,3.74,0.01,-13.45,-12.85,-32.3,-0.52,2.42,98.16
"Brad Marchand","BRAD.MARCHAND","09-10","BOS","C","L",1988-05-11,21,20,213.88,32.92,50.94,52.58,52.14,47.29,2.89,5.89,106.91,102.95,153.82,138.73,199.47,183.08,7.32,8.16,-3,3.96,15.09,16.39,-0.84,2.7,94.28
"Brad Marchand","BRAD.MARCHAND","10-11","BOS","C","L",1988-05-11,22,77,906.4,61.07,52.32,51.33,51.59,49.59,45.41,28.95,537.8,490.17,709.61,672.88,939.14,881.24,37.34,37.95,16.46,47.63,36.73,57.9,-0.61,8.44,94.09
"Brad Marchand","BRAD.MARCHAND","11-12","BOS","C","L",1988-05-11,23,76,1051.62,63.13,57.65,58.43,58.97,59.92,58.47,34.15,629.91,462.66,876.84,623.91,1193.17,830.1,47.4,31.7,24.32,167.25,252.93,363.07,15.7,9.28,92.62
"Brad Marchand","BRAD.MARCHAND","12-13","BOS","C","L",1988-05-11,24,45,616.78,70.76,58.66,59.9,60.32,58.76,32.81,13.56,393.71,277.51,561.16,375.61,744.82,489.89,29.98,21.04,19.25,116.2,185.55,254.93,8.94,8.33,95.11
"Brad Marchand","BRAD.MARCHAND","13-14","BOS","C","L",1988-05-11,25,82,1126.62,67.85,58.71,60.22,60.72,59.18,57.75,27.36,660.39,464.39,936.16,618.46,1246.57,806.37,47.66,32.87,30.39,196,317.7,440.2,14.79,8.74,94.11
"Brad Marchand","BRAD.MARCHAND","14-15","BOS","C","L",1988-05-11,26,77,1094.48,50.69,57.55,56.31,56.78,56.82,46.26,45,655.44,483.48,869.77,674.9,1188.29,904.34,44.26,33.64,1.26,171.96,194.87,283.95,10.62,7.06,90.69
"Brad Marchand","BRAD.MARCHAND","15-16","BOS","C","L",1988-05-11,27,77,1116.22,60.27,56.6,55.95,55.08,55.32,56.3,37.11,703.28,539.21,937.65,738.17,1217.31,992.73,48.42,39.1,19.19,164.07,199.48,224.58,9.32,8.01,93.12
"Brad Marchand","BRAD.MARCHAND","16-17","BOS","C","L",1988-05-11,28,80,1143.5,56.28,61.32,61.03,60.72,59.44,60.47,46.98,728.99,459.82,1010.17,645.11,1326.71,858.1,55.36,37.78,13.49,269.17,365.06,468.61,17.58,8.3,89.78
"Brad Marchand","BRAD.MARCHAND","17-18","BOS","C","L",1988-05-11,29,68,977.88,61.28,54.21,54.8,56.38,53.61,60.08,37.96,535.88,452.71,760.86,627.54,1044.45,808.04,45.25,39.16,22.12,83.17,133.32,236.41,6.09,11.21,91.61
"Brad Marchand","BRAD.MARCHAND","18-19","BOS","C","L",1988-05-11,30,79,1127.48,57.03,53.82,55.29,54.94,54.78,63.89,48.14,660.34,566.61,933.3,754.71,1224.35,1004.05,56.31,46.49,15.75,93.73,178.59,220.3,9.82,9.68,91.5
"Brad Marchand","BRAD.MARCHAND","19-20","BOS","C","L",1988-05-11,31,70,947.82,63.52,58.05,57.34,57.06,56.2,64.03,36.78,566.42,409.32,771.99,574.41,1016.02,764.45,42.9,33.44,27.25,157.1,197.58,251.57,9.46,11.3,91.01
"Brad May","BRAD.MAY","07-08","ANA","L","L",1971-11-29,35,61,397.83,50.65,44.31,45.72,46.74,44.69,9.3,9.06,126.42,158.91,189.29,224.71,248.41,283.08,8.79,10.88,0.24,-32.49,-35.42,-34.67,-2.09,7.36,94.3
"Brad May","BRAD.MAY","08-09","ANA","L","L",1971-11-29,36,20,126.07,85.85,41.96,40.46,43.27,37.35,6.13,1.01,44.31,61.3,66.97,98.56,92.84,121.73,3.04,5.1,5.12,-16.99,-31.59,-28.89,-2.06,13.83,98.35
"Brad May","BRAD.MAY","08-09","TOR","L","L",1971-11-29,36,38,288.43,38.45,41.19,42.41,42.58,39.91,8.06,12.9,107.43,153.38,163.67,222.27,219.84,296.51,7.67,11.55,-4.84,-45.95,-58.6,-76.67,-3.88,7.5,91.59
"Brad May","BRAD.MAY","09-10","DET","L","L",1971-11-29,37,40,278.02,33.27,48.42,44.64,46.57,45.73,5.09,10.21,129.2,137.61,165.96,205.85,219.68,252.04,8.13,9.65,-5.12,-8.41,-39.89,-32.36,-1.52,3.94,92.58
"Brad Mills","BRAD.MILLS","11-12","N.J","C","R",1983-05-03,28,27,171.4,13.62,42.81,44.98,45.11,38.89,1.88,11.92,64.5,86.18,87.63,107.17,113.95,138.66,3.22,5.06,-10.04,-21.68,-19.54,-24.71,-1.84,2.91,86.17
"Brad Richards","BRAD.RICHARDS","07-08","DAL","C","L",1980-05-02,27,12,162.42,49.51,43.96,47.07,52.18,47.19,7.03,7.17,59.33,75.64,89.57,100.72,127.98,117.3,4.79,5.36,-0.14,-16.31,-11.15,10.68,-0.57,11.85,90.52
"Brad Richards","BRAD.RICHARDS","07-08","T.B","C","L",1980-05-02,27,62,1008.9,41.02,53.13,52.57,52.8,51.71,33.8,48.6,484.1,427.03,686.16,619.13,916.08,818.78,35.9,33.53,-14.8,57.07,67.03,97.3,2.37,6.98,88.62
"Brad Richards","BRAD.RICHARDS","08-09","DAL","C","L",1980-05-02,28,56,780.6,47.79,48.44,50.39,49.56,47.3,35.61,38.91,358.01,381.12,537.76,529.52,672.1,684.12,27.78,30.95,-3.3,-23.11,8.24,-12.02,-3.17,9.95,89.79
"Brad Richards","BRAD.RICHARDS","09-10","DAL","C","L",1980-05-02,29,79,1185.62,48.72,45.99,46.87,47,49.22,58.48,61.55,576.34,676.9,825.87,936.35,1081.64,1219.83,47.96,49.48,-3.07,-100.56,-110.48,-138.19,-1.52,10.15,90.91
"Brad Richards","BRAD.RICHARDS","10-11","DAL","C","L",1980-05-02,30,72,1133.87,59.06,45.75,47.5,47.27,48.86,55,38.12,521.55,618.57,758.13,838.02,995.66,1110.54,42.62,44.6,16.88,-97.02,-79.89,-114.88,-1.98,10.55,93.84
"Brad Richards","BRAD.RICHARDS","11-12","NYR","C","L",1980-05-02,31,82,1274.9,50.21,50.81,49.76,48.71,51.56,51.27,50.84,628.49,608.49,851.09,859.34,1130.62,1190.72,56.82,53.39,0.43,20,-8.25,-60.1,3.43,8.16,91.64
"Brad Richards","BRAD.RICHARDS","12-13","NYR","C","L",1980-05-02,32,46,697.75,57.61,54.39,55.41,53.33,56.28,29.84,21.96,396.29,332.36,549.55,442.21,734.37,642.67,35.04,27.22,7.88,63.93,107.34,91.7,7.82,7.53,93.39
"Brad Richards","BRAD.RICHARDS","13-14","NYR","C","L",1980-05-02,33,82,1204,49.02,55.15,54.28,53.89,51.93,45.32,47.14,695.61,565.76,962.63,810.79,1290.22,1103.98,54.95,50.87,-1.82,129.85,151.84,186.24,4.08,6.52,91.67
"Brad Richards","BRAD.RICHARDS","14-15","CHI","C","L",1980-05-02,34,76,960.95,58.91,52.67,52.91,54.6,48.38,47.42,33.07,546.73,491.3,728.79,648.54,1003.46,834.26,37.13,39.61,14.35,55.43,80.25,169.2,-2.48,8.67,93.27
"Brad Richards","BRAD.RICHARDS","15-16","DET","C","L",1980-05-02,35,68,808.37,55.53,50.69,51.59,53.99,49.8,23.68,18.96,408.99,397.89,562.88,528.09,767.17,653.79,29.25,29.49,4.72,11.1,34.79,113.38,-0.24,5.79,95.23
"Brad Richardson","BRAD.RICHARDSON","07-08","COL","R","L",1985-02-04,22,22,251.77,36.3,50.26,48.54,46.63,45.6,6.94,12.18,113.31,112.15,141.64,150.19,175.38,200.76,6.99,8.34,-5.24,1.16,-8.55,-25.38,-1.35,6.12,89.14
"Brad Richardson","BRAD.RICHARDSON","08-09","L.A","R","L",1985-02-04,23,31,326.03,32.34,46.94,47.6,47.85,46.65,6.1,12.76,129.11,145.94,187.96,206.89,256.16,279.21,9.41,10.76,-6.66,-16.83,-18.93,-23.05,-1.35,4.72,91.26
"Brad Richardson","BRAD.RICHARDSON","09-10","L.A","R","L",1985-02-04,24,81,906.98,49.48,51.11,50.72,50.73,51.9,34.93,35.66,420.84,402.6,610.31,592.93,792.31,769.63,34.02,31.53,-0.73,18.24,17.38,22.68,2.49,8.3,91.14
"Brad Richardson","BRAD.RICHARDSON","10-11","L.A","R","L",1985-02-04,25,68,725.15,39.9,50.75,51.72,53.04,51.87,24.05,36.22,341.66,331.55,504.86,471.25,699.15,619.13,27.1,25.15,-12.17,10.11,33.61,80.02,1.95,7.04,89.08
"Brad Richardson","BRAD.RICHARDSON","11-12","L.A","R","L",1985-02-04,26,59,694.6,40.89,58.27,57.1,59.07,55.58,15.7,22.7,382.9,274.18,539.33,405.13,768.36,532.46,28.09,22.45,-7,108.72,134.2,235.9,5.64,4.1,91.72
"Brad Richardson","BRAD.RICHARDSON","12-13","L.A","R","L",1985-02-04,27,16,164.07,60.57,53.1,54.57,56.74,51.33,5.96,3.88,80.39,71,115.97,96.53,162.7,124.07,6.54,6.2,2.08,9.39,19.44,38.63,0.34,7.41,94.54
"Brad Richardson","BRAD.RICHARDSON","13-14","VAN","R","L",1985-02-04,28,73,915.75,50.66,46.48,47.86,47.68,46.39,35.85,34.91,394.19,453.93,562.09,612.41,797.45,875.04,30.11,34.8,0.94,-59.74,-50.32,-77.59,-4.69,9.09,92.31
"Brad Richardson","BRAD.RICHARDSON","14-15","VAN","R","L",1985-02-04,29,45,542.47,46.89,48.32,48.38,48.13,48.18,20.33,23.03,266.12,284.67,363.42,387.7,487.62,525.6,21.22,22.82,-2.7,-18.55,-24.28,-37.98,-1.6,7.64,91.91
"Brad Richardson","BRAD.RICHARDSON","15-16","ARI","R","L",1985-02-04,30,82,1103.07,54.38,43.54,44.3,45.62,45.75,42.44,35.6,472.29,612.53,682.44,857.92,946.71,1128.43,36.04,42.74,6.84,-140.24,-175.48,-181.72,-6.7,8.99,94.19
"Brad Richardson","BRAD.RICHARDSON","16-17","ARI","R","L",1985-02-04,31,16,205.72,37.27,41.77,41.34,43.49,36.42,5.97,10.05,83.61,116.56,118.18,167.72,169.79,220.6,4.88,8.52,-4.08,-32.95,-49.54,-50.81,-3.64,7.14,91.38
"Brad Richardson","BRAD.RICHARDSON","17-18","ARI","R","L",1985-02-04,32,76,934.72,34.2,49.38,46.73,47.32,48.65,21.7,41.75,442.66,453.86,604.72,689.34,832.61,926.74,33.08,34.92,-20.05,-11.2,-84.62,-94.13,-1.84,4.9,90.8
"Brad Richardson","BRAD.RICHARDSON","18-19","ARI","R","L",1985-02-04,33,66,843.3,49.73,50.2,49.84,49.47,52.7,28.71,29.02,415.07,411.75,573.08,576.77,799.56,816.81,33.52,30.09,-0.31,3.32,-3.69,-17.25,3.43,6.92,92.95
"Brad Richardson","BRAD.RICHARDSON","19-20","ARI","R","L",1985-02-04,34,59,637.55,45.96,47.66,44.54,43.91,47.06,18.7,21.99,298.46,327.79,401.41,499.74,531.52,679.08,23.36,26.28,-3.29,-29.33,-98.33,-147.56,-2.92,6.27,93.29
"Brad Staubitz","BRAD.STAUBITZ","08-09","S.J","D/R","R",1984-07-28,24,35,212.52,50.81,53.93,54.05,54.13,41.68,3.12,3.02,94.5,80.72,124.69,106.02,161.84,137.17,4.76,6.66,0.1,13.78,18.67,24.67,-1.9,3.3,96.26
"Brad Staubitz","BRAD.STAUBITZ","09-10","S.J","R","R",1984-07-28,25,46,279.5,50.09,44.3,44.26,46.77,45.05,8.03,8,93.44,117.47,135.58,170.77,187.87,213.8,7.28,8.88,0.03,-24.03,-35.19,-25.93,-1.6,8.59,93.19
"Brad Staubitz","BRAD.STAUBITZ","10-11","MIN","R","R",1984-07-28,26,71,457.17,43.89,34.78,34.11,36.01,35.65,13.04,16.67,129.77,243.38,173.39,334.99,249.72,443.68,9.22,16.64,-3.63,-113.61,-161.6,-193.96,-7.42,10.05,93.15
"Brad Staubitz","BRAD.STAUBITZ","11-12","MIN","R","R",1984-07-28,27,43,278.87,18.38,30.6,35,32.51,31.03,2.02,8.97,61.13,138.61,106.79,198.3,139.62,289.86,4.93,10.96,-6.95,-77.48,-91.51,-150.24,-6.03,3.3,93.53
"Brad Staubitz","BRAD.STAUBITZ","11-12","MTL","R","R",1984-07-28,27,19,123.67,65.99,51.79,49.63,52.16,49.29,1.96,1.01,50.61,47.11,69.9,70.93,101.59,93.19,3.14,3.23,0.95,3.5,-1.03,8.4,-0.09,3.87,97.86
"Brad Staubitz","BRAD.STAUBITZ","12-13","ANA","R","R",1984-07-28,28,15,93,49.28,41.33,40.45,38,42.13,2.06,2.12,33.93,48.16,45.22,66.57,62.26,101.57,2.22,3.05,-0.06,-14.23,-21.35,-39.31,-0.83,6.07,95.6
"Brad Stuart","BRAD.STUART","07-08","DET","D","L",1979-11-06,27,9,143.62,70.33,57.96,55.5,54.49,52.91,9.72,4.1,81.78,59.32,105.86,84.87,128.43,107.28,6.27,5.58,5.62,22.46,20.99,21.15,0.69,11.89,93.09
"Brad Stuart","BRAD.STUART","07-08","L.A","D","L",1979-11-06,27,63,946.68,42.08,45.1,44.62,45.32,44.4,35.05,48.24,447.31,544.52,613.52,761.4,800.62,965.82,37.06,46.41,-13.19,-97.21,-147.88,-165.2,-9.35,7.84,91.14
"Brad Stuart","BRAD.STUART","08-09","DET","D","L",1979-11-06,28,66,1115.35,47.23,54.51,53.99,53.73,52.27,51.09,57.08,638.41,532.73,850.55,724.87,1078.1,928.46,43.6,39.82,-5.99,105.68,125.68,149.64,3.78,8,89.29
"Brad Stuart","BRAD.STUART","09-10","DET","D","L",1979-11-06,29,82,1517.52,41.45,49.39,50.89,51.49,49.06,45.13,63.76,784.78,804.22,1098.67,1060.13,1431.73,1348.73,57.51,59.72,-18.63,-19.44,38.54,83,-2.21,5.75,92.07
"Brad Stuart","BRAD.STUART","10-11","DET","D","L",1979-11-06,30,67,1149.07,49.5,48.81,49.78,50.24,51.31,51.23,52.27,589.33,618.17,831.86,839.36,1079.9,1069.4,45.55,43.23,-1.04,-28.84,-7.5,10.5,2.32,8.69,91.54
"Brad Stuart","BRAD.STUART","11-12","DET","D","L",1979-11-06,31,81,1408.82,56.47,53.17,52.87,52.87,52.09,62.73,48.35,720.37,634.43,960.58,856.21,1266.33,1128.89,55.38,50.94,14.38,85.94,104.37,137.44,4.44,8.71,92.38
"Brad Stuart","BRAD.STUART","12-13","S.J","D","L",1979-11-06,32,48,838.65,53.47,48.94,49.18,47.84,52.5,30.86,26.86,406.95,424.5,579.19,598.61,773.95,843.68,34.15,30.9,4,-17.55,-19.42,-69.73,3.25,7.58,93.67
"Brad Stuart","BRAD.STUART","13-14","S.J","D","L",1979-11-06,33,61,1020.25,54.37,52.8,53,52.28,54.51,38.84,32.59,523.74,468.28,754.81,669.23,1026.32,936.74,41.98,35.04,6.25,55.46,85.58,89.58,6.94,7.42,93.04
"Brad Stuart","BRAD.STUART","14-15","COL","D","L",1979-11-06,34,65,1114.82,49.29,41.18,40.3,39.22,42.24,36.61,37.67,442.16,631.66,605.33,896.88,795.55,1233.04,32.58,44.55,-1.06,-189.5,-291.55,-437.49,-11.97,8.28,94.04
"Brad Stuart","BRAD.STUART","15-16","COL","D","L",1979-11-06,35,6,78.82,23.38,48.68,48.06,43.49,49.36,0.94,3.08,30.28,31.92,37.73,40.78,50.36,65.45,1.55,1.59,-2.14,-1.64,-3.05,-15.09,-0.04,3.1,90.35
"Brad Winchester","BRAD.WINCHESTER","07-08","DAL","L","L",1981-03-01,26,41,295.2,30.24,46.81,47.68,48.68,44.46,6.92,15.96,125.16,142.23,172.41,189.2,222.33,234.42,8.18,10.22,-9.04,-17.07,-16.79,-12.09,-2.04,5.53,88.78
"Brad Winchester","BRAD.WINCHESTER","08-09","STL","L","L",1981-03-01,27,64,671.08,53.73,46.39,46.14,44.84,44.41,23.03,19.83,282.68,326.66,391.65,457.14,506.23,622.7,21.59,27.03,3.2,-43.98,-65.49,-116.47,-5.44,8.15,93.93
"Brad Winchester","BRAD.WINCHESTER","09-10","STL","L","L",1981-03-01,28,64,537.5,54.26,51.65,50.75,51.01,50.04,17.13,14.44,263.23,246.45,350.96,340.56,450.48,432.56,19.3,19.27,2.69,16.78,10.4,17.92,0.03,6.51,94.14
"Brad Winchester","BRAD.WINCHESTER","10-11","ANA","L","L",1981-03-01,29,19,176.33,17.19,44.48,40.72,38.1,43.35,2.13,10.26,67.91,84.76,88.46,128.76,109.56,177.97,4.79,6.26,-8.13,-16.85,-40.3,-68.41,-1.47,3.14,87.9
"Brad Winchester","BRAD.WINCHESTER","10-11","STL","L","L",1981-03-01,29,57,525.68,40.44,47.72,47.79,48.04,46.6,16.91,24.91,223.14,244.48,314.95,344.05,414.81,448.67,17.68,20.26,-8,-21.34,-29.1,-33.86,-2.58,7.58,89.81
"Brad Winchester","BRAD.WINCHESTER","11-12","S.J","L","L",1981-03-01,30,67,505.38,42.38,54.21,51.78,50.44,51.72,11.04,15.01,248.56,209.95,326.14,303.66,450.1,442.26,16.05,14.98,-3.97,38.61,22.48,7.84,1.07,4.44,92.85
"Brady Austin","BRADY.AUSTIN","16-17","BUF","D","L",1993-06-16,23,5,77.38,48.32,54.93,54.39,53.85,52.48,2.88,3.08,51.1,41.93,64.16,53.81,76.76,65.78,3.7,3.35,-0.2,9.17,10.35,10.98,0.35,5.64,92.65
"Brady Skjei","BRADY.SKJEI","15-16","NYR","D","L",1994-03-26,21,7,103.53,47.92,38.6,40.79,43.63,41.25,2.88,3.13,41.49,66.01,58.81,85.37,83.11,107.37,3.37,4.8,-0.25,-24.52,-26.56,-24.26,-1.43,6.94,95.26
"Brady Skjei","BRADY.SKJEI","16-17","NYR","D","L",1994-03-26,22,80,1243.08,56.59,49.74,50.94,50.64,49.88,64.61,49.57,592.02,598.31,837.52,806.61,1103.13,1075.2,49.79,50.02,15.04,-6.29,30.91,27.93,-0.23,10.91,91.71
"Brady Skjei","BRADY.SKJEI","17-18","NYR","D","L",1994-03-26,23,82,1473.18,39.5,46.35,46.87,46.25,49.62,45.84,70.21,741.12,857.97,1017.9,1153.97,1320.98,1534.95,66.53,67.56,-24.37,-116.85,-136.07,-213.97,-1.03,6.19,91.82
"Brady Skjei","BRADY.SKJEI","18-19","NYR","D","L",1994-03-26,24,78,1438.93,47.85,45.41,45.67,45.07,47.29,58.35,63.6,673.64,809.7,935.61,1113.16,1222.17,1489.58,58.15,64.81,-5.25,-136.06,-177.55,-267.41,-6.66,8.66,92.15
"Brady Skjei","BRADY.SKJEI","19-20","CAR","D","L",1994-03-26,25,7,124.73,38.11,50.55,49.73,52.11,46.08,6.09,9.89,62.77,61.41,87.13,88.08,118.84,109.21,5.35,6.26,-3.8,1.36,-0.95,9.63,-0.91,9.7,83.9
"Brady Skjei","BRADY.SKJEI","19-20","NYR","D","L",1994-03-26,25,60,1062.43,43.47,47.61,46.94,46.54,46.22,45,58.51,553.72,609.35,767.67,867.78,988.09,1135.15,44.13,51.34,-13.51,-55.63,-100.11,-147.06,-7.21,8.13,90.4
"Brady Tkachuk","BRADY.TKACHUK","18-19","OTT","L","L",1999-09-16,18,71,954.45,48.97,48.01,48.21,48.03,53.16,47.34,49.34,489.02,529.54,683.5,734.31,912.6,987.62,45.54,40.12,-2,-40.52,-50.81,-75.02,5.42,9.68,90.68
"Brady Tkachuk","BRADY.TKACHUK","19-20","OTT","L","L",1999-09-16,19,71,1095.73,46.69,50,50.74,50.13,52.33,47.78,54.55,636.13,636.25,875.08,849.47,1131.77,1125.89,55.44,50.5,-6.77,-0.12,25.61,5.88,4.94,7.51,91.43
"Brandon Bochenski","BRANDON.BOCHENSKI","07-08","ANA","R","R",1982-04-04,25,12,112,75.13,55.58,53.27,54.1,54.42,2.99,0.99,64.91,51.87,78.63,68.98,104.84,88.94,4.49,3.76,2,13.04,9.65,15.9,0.73,4.61,98.09
"Brandon Bochenski","BRANDON.BOCHENSKI","07-08","BOS","R","R",1982-04-04,25,20,229.32,58.1,50.9,52.83,54.12,53.24,8.32,6,116.45,112.34,168.67,150.59,227.14,192.57,9.21,8.09,2.32,4.11,18.08,34.57,1.12,7.14,94.66
"Brandon Bochenski","BRANDON.BOCHENSKI","07-08","NSH","R","R",1982-04-04,25,8,67.77,75.31,52.39,51.88,54.58,56.71,3.08,1.01,32.61,29.64,44.23,41.02,55.35,46.07,2.79,2.13,2.07,2.97,3.21,9.28,0.66,9.44,96.59
"Brandon Bochenski","BRANDON.BOCHENSKI","08-09","T.B","R","R",1982-04-04,26,7,63.02,23.33,43.34,43.05,49.16,37.22,0.94,3.09,22.95,30,27.63,36.55,46.28,47.87,1.34,2.26,-2.15,-7.05,-8.92,-1.59,-0.92,4.1,89.7
"Brandon Bochenski","BRANDON.BOCHENSKI","09-10","T.B","R","R",1982-04-04,27,28,290.85,47.57,53,54.1,51.76,53.55,11.82,13.03,144.92,128.52,203.62,172.75,256.57,239.11,11.53,10,-1.21,16.4,30.87,17.46,1.53,8.16,89.86
"Brandon Bollig","BRANDON.BOLLIG","11-12","CHI","L","L",1987-01-31,24,18,102.92,25.3,49.07,45.4,44.07,38.75,1.06,3.13,43.46,45.1,53.18,63.95,71.65,90.94,2.29,3.62,-2.07,-1.64,-10.77,-19.29,-1.33,2.44,93.06
"Brandon Bollig","BRANDON.BOLLIG","12-13","CHI","L","L",1987-01-31,25,25,196.55,50.3,57,59,58.97,51.13,5.02,4.96,102.83,77.56,142.4,98.94,187.78,130.66,5.64,5.39,0.06,25.27,43.46,57.12,0.25,4.88,93.6
"Brandon Bollig","BRANDON.BOLLIG","13-14","CHI","L","L",1987-01-31,26,82,812.63,47.95,54.83,53.65,51.86,54.1,27.61,29.97,394.03,324.64,517.2,446.9,686.24,637.02,26.14,22.18,-2.36,69.39,70.3,49.22,3.96,7.01,90.77
"Brandon Bollig","BRANDON.BOLLIG","14-15","CGY","L","L",1987-01-31,27,62,525.35,33.42,45.09,43.81,41.53,40.26,10.02,19.96,203.13,247.41,276.64,354.84,385.24,542.34,12.98,19.26,-9.94,-44.28,-78.2,-157.1,-6.28,4.93,91.93
"Brandon Bollig","BRANDON.BOLLIG","15-16","CGY","L","L",1987-01-31,28,54,493.32,33.49,49.11,46.8,44.11,40.74,10,19.86,203.36,210.77,279.28,317.5,364.64,462.07,11.73,17.06,-9.86,-7.41,-38.22,-97.43,-5.33,4.92,90.58
"Brandon Carlo","BRANDON.CARLO","16-17","BOS","D","R",1996-11-26,19,82,1469.1,49.17,53.48,53.26,52.81,53.5,64.23,66.39,803.13,698.73,1088.86,955.51,1425.49,1273.83,61.35,53.32,-2.16,104.4,133.35,151.66,8.03,8,90.5
"Brandon Carlo","BRANDON.CARLO","17-18","BOS","D","R",1996-11-26,20,76,1235.9,52.1,51.37,51.53,52.67,53.52,49.94,45.91,628.77,595.24,880.4,828.16,1200.19,1078.38,51.77,44.96,4.03,33.53,52.24,121.81,6.81,7.94,92.29
"Brandon Carlo","BRANDON.CARLO","18-19","BOS","D","R",1996-11-26,21,72,1286.3,60.69,53.96,53.69,53.86,54.76,49.69,32.19,673.54,574.68,920.66,794.23,1203.42,1031.12,50.58,41.79,17.5,98.86,126.43,172.3,8.79,7.38,94.4
"Brandon Carlo","BRANDON.CARLO","19-20","BOS","D","R",1996-11-26,22,67,1132.38,57,51.7,50.91,52.24,48.48,42.86,32.33,570.85,533.39,773.08,745.51,1024.82,937.04,37.1,39.42,10.53,37.46,27.57,87.78,-2.32,7.51,93.94
"Brandon Davidson","BRANDON.DAVIDSON","14-15","EDM","D","L",1991-08-21,23,12,163.82,36.04,42.29,47.17,43.76,47.99,6.04,10.72,59.92,81.76,98.92,110.77,130.22,167.38,6.45,6.99,-4.68,-21.84,-11.85,-37.16,-0.54,10.08,86.89
"Brandon Davidson","BRANDON.DAVIDSON","15-16","EDM","D","L",1991-08-21,24,51,803.65,51.79,51.23,51.24,51.5,52.06,27.03,25.16,384.51,366,530.1,504.47,732.35,689.78,30.38,27.98,1.87,18.51,25.63,42.57,2.4,7.03,93.13
"Brandon Davidson","BRANDON.DAVIDSON","16-17","EDM","D","L",1991-08-21,25,28,393.78,51.79,49.61,49.93,49.03,46.89,14.29,13.3,181.74,184.58,253.1,253.81,337.37,350.67,13.26,15.02,0.99,-2.84,-0.71,-13.3,-1.76,7.86,92.79
"Brandon Davidson","BRANDON.DAVIDSON","16-17","MTL","D","L",1991-08-21,25,10,162.87,39.77,56.43,56.4,57.22,51.64,5.93,8.98,85.11,65.72,122.3,94.56,169.2,126.49,5.84,5.47,-3.05,19.39,27.74,42.71,0.37,6.97,86.34
"Brandon Davidson","BRANDON.DAVIDSON","17-18","EDM","D","L",1991-08-21,26,23,347.68,46.3,48.23,50.94,49.11,54.85,12.06,13.99,160.57,172.34,242.49,233.56,324.61,336.33,14.2,11.69,-1.93,-11.77,8.93,-11.72,2.51,7.51,91.88
"Brandon Davidson","BRANDON.DAVIDSON","17-18","MTL","D","L",1991-08-21,26,13,176.95,40.09,53.98,56.62,54.97,63.07,5.99,8.95,101.36,86.4,141.44,108.35,188.72,154.58,9,5.27,-2.96,14.96,33.09,34.14,3.73,5.91,89.64
"Brandon Davidson","BRANDON.DAVIDSON","17-18","NYI","D","L",1991-08-21,26,15,235.48,32.25,47.2,47.75,47,42.16,6.08,12.77,102.15,114.29,140.88,154.13,199.15,224.56,6.94,9.52,-6.69,-12.14,-13.25,-25.41,-2.58,5.95,88.83
"Brandon Davidson","BRANDON.DAVIDSON","18-19","CHI","D","L",1991-08-21,27,10,123,28.54,44.75,44.39,46.33,42.2,2.82,7.06,57.74,71.29,77.83,97.49,113.69,131.72,4.33,5.93,-4.24,-13.55,-19.66,-18.03,-1.6,4.88,90.1
"Brandon Davidson","BRANDON.DAVIDSON","19-20","CGY","D","L",1991-08-21,28,7,83.67,38.11,51.46,49.79,47.55,43.75,3.75,6.09,49.11,46.33,66.08,66.63,83.91,92.54,2.94,3.78,-2.34,2.78,-0.55,-8.63,-0.84,7.64,86.86
"Brandon Davidson","BRANDON.DAVIDSON","19-20","S.J","D","L",1991-08-21,28,5,62.2,32.19,48.92,50.97,50.52,40.18,0.94,1.98,29.19,30.48,44.45,42.75,62.05,60.77,1.74,2.59,-1.04,-1.29,1.7,1.28,-0.85,3.22,93.5
"Brandon Dubinsky","BRANDON.DUBINSKY","07-08","NYR","C","L",1986-04-29,21,82,970.58,55.9,59.86,58.58,58.5,56.53,42.04,33.17,535.52,359.12,740.8,523.83,952.4,675.75,44,33.83,8.87,176.4,216.97,276.65,10.17,7.85,90.76
