"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Antoine Roussel","ANTOINE.ROUSSEL","14-15","DAL","L","L",1989-11-21,24,80,1161.75,0.67,0.31,0.31,1.29,5.84,8.73,10.64,0.76,11.5,7.69,8.7,3.67,1.96,1.6,5.94,5.73,1.5,1.14,0.62,0.57,-0.41,0.15,0.72,-0.57
"Antoine Roussel","ANTOINE.ROUSSEL","15-16","DAL","L","L",1989-11-21,25,80,1108.57,0.7,0.54,0.32,1.57,6.01,8.93,10.93,0.74,11.71,7.88,8.25,3.14,1.3,1.62,6.66,7.9,2.11,1.95,0.49,0.49,-0.16,0.81,1.08,-0.27
"Antoine Roussel","ANTOINE.ROUSSEL","16-17","DAL","L","L",1989-11-21,26,60,931.1,0.77,0.71,0.26,1.74,5.28,7.8,10.44,0.7,14.63,9.92,8.96,2.9,2.38,1.03,4.45,6.51,1.61,1.55,0.58,0.58,-0.06,0.45,0.58,-0.13
"Antoine Roussel","ANTOINE.ROUSSEL","17-18","DAL","L","L",1989-11-21,27,73,907.52,0.33,0.6,0.2,1.12,5.62,8.33,11.31,0.65,5.88,3.97,7.78,2.78,1.52,1.06,6.88,7.21,1.85,2.05,0.4,0.4,0.2,1.45,1.06,0.4
"Antoine Roussel","ANTOINE.ROUSSEL","18-19","VAN","L","L",1989-11-21,28,65,894.33,0.6,1.21,0.27,2.08,5.64,8.45,10.33,0.6,10.71,7.14,7.09,3.35,1.34,1.34,5.84,6.04,1.95,1.27,0.13,0.13,-0.67,1.14,1.14,0
"Antoine Roussel","ANTOINE.ROUSSEL","19-20","VAN","L","L",1989-11-21,29,41,485.22,0.87,0.37,0.37,1.61,6.8,9.52,11.38,0.85,12.73,9.09,8.97,1.73,1.61,0.87,5.44,6.8,1.73,0.25,0.12,0.12,-1.48,0.74,0.74,0
"Antoine Vermette","ANTOINE.VERMETTE","07-08","OTT","C","L",1982-07-20,25,81,1423.62,1.01,0.72,0.51,2.23,7.38,9.95,11.8,0.78,13.71,10.17,7.84,1.05,2.07,1.22,2.07,4.26,0.97,1.1,0.04,0.04,0.13,29.08,22.21,6.87
"Antoine Vermette","ANTOINE.VERMETTE","08-09","CBJ","C","L",1982-07-20,26,17,331.25,1.27,0.91,0.18,2.35,5.98,7.06,8.33,0.72,21.21,17.95,10.21,1.09,0.18,0.72,2.9,5.43,0.72,0.54,0,0,-0.18,34.78,26.99,7.79
"Antoine Vermette","ANTOINE.VERMETTE","08-09","OTT","C","L",1982-07-20,26,62,1119.17,0.48,0.7,0.32,1.5,7.56,9.76,12.17,0.82,6.38,4.95,8.41,1.39,1.72,1.88,3.43,4.66,1.13,0.7,0,0.05,-0.38,24.13,17.21,6.92
"Antoine Vermette","ANTOINE.VERMETTE","09-10","CBJ","C","L",1982-07-20,27,81,1632.55,0.96,0.77,0.59,2.32,5.66,7.42,9.19,0.69,16.88,12.87,9.35,1.47,1.03,1.21,3.34,3.42,0.59,0.66,0,0,0.07,31.02,26.28,4.74
"Antoine Vermette","ANTOINE.VERMETTE","10-11","CBJ","C","L",1982-07-20,28,82,1542.77,0.74,0.51,0.58,1.83,7.12,9.92,12.48,0.83,10.38,7.45,8.35,1.83,0.89,1.36,4.78,2.88,1.17,0.58,0,0,-0.58,33.29,26.6,6.69
"Antoine Vermette","ANTOINE.VERMETTE","11-12","ARI","C","L",1982-07-20,29,22,376.53,0.48,0.96,0.16,1.59,6.85,9.4,11.47,0.73,6.98,5.08,7.81,2.55,1.43,1.43,9.24,4.94,1.27,1.12,0,0,-0.16,30.6,22.95,7.65
"Antoine Vermette","ANTOINE.VERMETTE","11-12","CBJ","C","L",1982-07-20,29,60,1034.45,0.46,0.64,0.46,1.57,6.15,8.87,10.56,0.66,7.55,5.23,7.42,1.86,1.45,2.03,3.83,2.84,0.35,0.81,0,0,0.46,26.27,20.36,5.92
"Antoine Vermette","ANTOINE.VERMETTE","12-13","ARI","C","L",1982-07-20,30,48,875.8,0.89,0.21,0.34,1.44,6.23,8.84,10.76,0.87,14.29,10.08,9.82,2.4,0.48,1.64,4.32,4.25,1.23,1.1,0,0,-0.14,33.02,24.46,8.56
"Antoine Vermette","ANTOINE.VERMETTE","13-14","ARI","C","L",1982-07-20,31,82,1575.35,0.91,0.46,0.34,1.71,6.09,7.85,9.41,0.75,15,11.65,9.57,2.7,0.84,1.6,3.43,4.27,0.84,0.8,0,0,-0.04,38.28,29.63,8.65
"Antoine Vermette","ANTOINE.VERMETTE","14-15","ARI","C","L",1982-07-20,32,63,1195.82,0.65,0.7,0.4,1.76,4.26,5.72,7.33,0.5,15.29,11.4,8.69,2.06,1.56,1.25,3.56,4.16,0.85,0.3,0,0,-0.55,38.84,30.46,8.38
"Antoine Vermette","ANTOINE.VERMETTE","14-15","CHI","C","L",1982-07-20,32,19,267.22,0,0.22,0.45,0.67,5.39,7.63,9.43,0.53,0,0,6.94,2.02,1.12,1.12,2.02,5.16,0.67,0.22,0,0,-0.45,22,22,0
"Antoine Vermette","ANTOINE.VERMETTE","15-16","ARI","C","L",1982-07-20,33,76,1264.72,0.81,0.52,0.47,1.8,5.84,7.35,9.06,0.72,13.82,10.97,9.85,2.7,1.57,1.28,2.61,3.23,1.38,0.57,0.05,0,-0.85,35.77,28.32,7.45
"Antoine Vermette","ANTOINE.VERMETTE","16-17","ANA","C","L",1982-07-20,34,72,1145.05,0.47,0.52,0.47,1.47,4.61,6.86,8.49,0.58,10.23,6.87,8.52,2.36,1.47,0.73,2.67,3.88,0.84,0.63,0,0,-0.21,38.99,23.63,15.35
"Antoine Vermette","ANTOINE.VERMETTE","17-18","ANA","C","L",1982-07-20,35,64,879.98,0.55,0.27,0.27,1.09,6.2,7.84,9.61,0.7,8.79,6.96,8.94,2.73,1.16,0.95,2.59,3.61,1.16,1.02,0,0,-0.14,41.52,27.68,13.84
"Anton Babchuk","ANTON.BABCHUK","08-09","CAR","D","R",1984-05-06,24,72,1301,0.74,0.42,0.46,1.61,5.86,8.76,12.82,0.3,12.6,8.42,3.47,5.3,0.92,1.01,1.01,3.18,0.37,0.46,0,0,0.09,0,0,0
"Anton Babchuk","ANTON.BABCHUK","10-11","CAR","D","R",1984-05-06,26,16,305.98,0.59,0.59,0.39,1.57,8.82,12.35,17.06,0.42,6.67,4.76,3.37,4.9,1.57,1.57,0.39,4.31,1.18,0.39,0,0,-0.78,0,0,0
"Anton Babchuk","ANTON.BABCHUK","10-11","CGY","D","R",1984-05-06,26,65,1015.5,0.47,0.3,0.83,1.6,5.14,8.45,13.06,0.21,9.2,5.59,2.52,7.62,2.01,0.65,1,3.19,0.65,0.3,0,0,-0.35,0,0,0
"Anton Babchuk","ANTON.BABCHUK","11-12","CGY","D","R",1984-05-06,27,32,463.65,0.26,0.65,0.39,1.29,6.21,9.58,16.05,0.3,4.17,2.7,3.08,6.21,1.55,1.16,2.2,2.72,0.39,0.13,0,0,-0.26,0,0,0
"Anton Babchuk","ANTON.BABCHUK","12-13","CGY","D","R",1984-05-06,28,7,82.95,0,0,0.72,0.72,3.62,5.79,9.4,0.19,0,0,3.25,6.51,3.62,0,0.72,1.45,0,0,0,0,0,0,0,0
"Anton Belov","ANTON.BELOV","13-14","EDM","D","L",1986-07-29,27,57,951,0.06,0.13,0.25,0.44,3.41,4.98,8.33,0.16,1.85,1.27,3.18,4.73,2.9,0.44,6.5,3.22,0.82,0.38,0,0,-0.44,0,0,0
"Anton Blidh","ANTON.BLIDH","16-17","BOS","L","L",1995-03-14,21,19,166.77,0.36,0.36,0,0.72,9.35,13.31,16.91,0.97,3.85,2.7,7.3,1.44,1.44,1.44,14.75,5.76,0.36,1.8,0.36,0,1.08,0,0,0
"Anton Blidh","ANTON.BLIDH","19-20","BOS","L","L",1995-03-14,24,7,80.62,0,0,0,0,6.7,9.68,9.68,0.28,0,0,2.92,3.72,0.74,1.49,14.88,5.95,0,0,0,0,0,0,0.74,-0.74
"Anton Lander","ANTON.LANDER","11-12","EDM","C","L",1991-04-24,20,56,594.4,0.2,0,0.4,0.61,5.45,6.86,8.48,0.46,3.7,2.94,6.69,1.21,1.41,1.51,3.23,3.84,0.61,0.61,0,0,0,15.04,19.68,-4.64
"Anton Lander","ANTON.LANDER","12-13","EDM","C","L",1991-04-24,21,11,121.3,0,0.49,0,0.49,5.44,5.94,7.91,0.32,0,0,5.42,0.99,3.46,2.47,3.46,5.94,0.49,0.49,0,0,0,13.36,13.85,-0.49
"Anton Lander","ANTON.LANDER","13-14","EDM","C","L",1991-04-24,22,27,366.88,0,0.16,0,0.16,2.94,4.91,6.38,0.35,0,0,7.2,1.31,1.47,0.98,4.74,4.91,0.33,1.31,0,0,0.98,11.61,14.56,-2.94
"Anton Lander","ANTON.LANDER","14-15","EDM","C","L",1991-04-24,23,38,570.45,0.63,0.63,0.84,2.1,6.42,7.89,9.26,0.8,9.84,8,10.17,1.26,1.89,0.84,6.21,3.26,0.74,0.42,0,0,-0.32,23.77,23.67,0.11
"Anton Lander","ANTON.LANDER","15-16","EDM","C","L",1991-04-24,24,61,736.72,0.08,0.08,0.08,0.24,4.4,5.7,7.57,0.35,1.85,1.43,6.21,1.55,1.47,1.87,4.72,2.36,0.73,1.22,0,0,0.49,30.79,25.65,5.13
"Anton Lander","ANTON.LANDER","16-17","EDM","C","L",1991-04-24,25,22,215.03,0.28,0.28,0.56,1.12,3.35,4.74,5.86,0.2,8.33,5.88,4.24,1.95,1.12,2.23,7.81,3.63,0.84,0,0,0,-0.84,22.04,17.3,4.74
"Anton Lindholm","ANTON.LINDHOLM","16-17","COL","D","L",1994-11-29,21,12,177.02,0,0,0,0,2.37,4.75,7.46,0.19,0,0,4,4.07,1.36,0.68,12.88,2.37,0.34,0,0,0,-0.34,0,0,0
"Anton Lindholm","ANTON.LINDHOLM","17-18","COL","D","L",1994-11-29,22,48,632.12,0,0.19,0.19,0.38,2.09,3.04,6.17,0.07,0,0,2.16,4.84,0.85,0.76,9.4,4.75,0.66,0.28,0,0,-0.38,0,0,0
"Anton Slepyshev","ANTON.SLEPYSHEV","15-16","EDM","L","R",1994-05-13,21,11,95.6,0,0.63,0,0.63,3.14,5.65,10.04,0.42,0,0,7.44,0.63,1.26,1.26,8.16,4.39,0.63,1.26,0,0,0.63,0.63,0,0.63
"Anton Slepyshev","ANTON.SLEPYSHEV","16-17","EDM","L","R",1994-05-13,22,41,455.7,0.53,0.39,0.39,1.32,7.24,9.35,14.48,0.5,7.27,5.63,5.35,1.97,1.84,2.5,8.43,7.77,0.26,0.39,0,0,0.13,0.26,0.39,-0.13
"Anton Slepyshev","ANTON.SLEPYSHEV","17-18","EDM","L","R",1994-05-13,23,50,590.52,0.61,0.51,0.1,1.22,7.42,10.97,14.22,0.82,8.22,5.56,7.51,1.83,1.83,2.54,6.2,6.4,0.41,0.91,0,0,0.51,0.1,0.61,-0.51
"Anton Stralman","ANTON.STRALMAN","07-08","TOR","D","R",1986-08-01,21,50,640.58,0.28,0.28,0.28,0.84,3.75,5.25,7.77,0.14,7.5,5.36,2.66,2.15,2.44,1.12,3,3.65,0.84,0.37,0,0,-0.47,0,0,0
"Anton Stralman","ANTON.STRALMAN","08-09","TOR","D","R",1986-08-01,22,37,571.63,0.1,0.31,0.84,1.26,4.41,7.03,10.39,0.24,2.38,1.49,3.37,3.78,1.68,1.05,3.57,4.51,1.05,0.84,0,0,-0.21,0.1,0,0.1
"Anton Stralman","ANTON.STRALMAN","09-10","CBJ","D","R",1986-08-01,23,73,1495.78,0.24,0.28,0.84,1.36,4.85,6.3,9.27,0.27,4.96,3.82,4.31,2.21,0.84,0.64,2.53,4.93,0.64,0.44,0.04,0.04,-0.2,0,0,0
"Anton Stralman","ANTON.STRALMAN","10-11","CBJ","D","R",1986-08-01,24,51,1006.45,0.06,0.42,0.6,1.07,4.77,7.09,10.43,0.27,1.25,0.84,3.74,2.74,0.66,0.89,2.33,4.95,0.66,0.54,0,0,-0.12,0,0,0
"Anton Stralman","ANTON.STRALMAN","11-12","NYR","D","R",1986-08-01,25,53,906.27,0.13,0.53,0.53,1.19,3.64,4.83,7.28,0.22,3.64,2.74,4.52,4.7,0.79,0.73,5.03,5.16,0.66,0.26,0,0,-0.4,0,0,0
"Anton Stralman","ANTON.STRALMAN","12-13","NYR","D","R",1986-08-01,26,48,866.3,0.28,0.14,0.07,0.48,4.57,6.23,10.32,0.24,6.06,4.44,3.89,2.91,1.32,0.55,5.19,7.41,0.55,0.35,0,0,-0.21,0,0.07,-0.07
"Anton Stralman","ANTON.STRALMAN","13-14","NYR","D","R",1986-08-01,27,81,1572.28,0.04,0.15,0.31,0.5,3.97,5,7.52,0.15,0.96,0.76,2.91,2.44,1.87,1.11,2.86,5.88,0.53,0.42,0,0,-0.11,0,0,0
"Anton Stralman","ANTON.STRALMAN","14-15","T.B","D","R",1986-08-01,28,82,1799.58,0.3,0.5,0.5,1.3,4.6,6.07,9.14,0.26,6.52,4.95,4.23,2.57,1.33,0.77,3.47,3.63,0.43,0.4,0,0,-0.03,0,0,0
"Anton Stralman","ANTON.STRALMAN","15-16","T.B","D","R",1986-08-01,29,73,1611.67,0.34,0.37,0.56,1.27,4.73,6.51,9.2,0.28,7.09,5.14,4.23,2.72,1.3,0.97,3.69,3.95,0.37,0.22,0,0,-0.15,0,0,0
"Anton Stralman","ANTON.STRALMAN","16-17","T.B","D","R",1986-08-01,30,73,1671.73,0.18,0.29,0.32,0.79,4.67,6.57,9.22,0.28,3.85,2.73,4.22,3.45,0.97,0.93,3.8,2.8,0.36,0.36,0,0,0,0,0,0
"Anton Stralman","ANTON.STRALMAN","17-18","T.B","D","R",1986-08-01,31,80,1718.95,0.14,0.24,0.24,0.63,4.57,5.58,8.38,0.17,3.05,2.5,3.08,3.49,1.01,1.08,3.63,3.14,0.31,0.38,0,0,0.07,0,0,0
"Anton Stralman","ANTON.STRALMAN","18-19","T.B","D","R",1986-08-01,32,47,964.58,0.12,0.31,0.62,1.06,3.55,4.85,7.53,0.12,3.51,2.56,2.46,4.42,1,1.56,3.67,4.23,0.25,0.12,0,0,-0.12,0,0,0
"Anton Stralman","ANTON.STRALMAN","19-20","FLA","D","R",1986-08-01,33,69,1453.52,0.21,0.25,0.33,0.78,3.67,4.87,6.93,0.18,5.62,4.24,3.64,3.96,1.98,1.65,2.81,3.67,0.29,0.25,0,0,-0.04,0,0,0
"Anton Volchenkov","ANTON.VOLCHENKOV","07-08","OTT","D","L",1982-02-25,25,67,1374.17,0.04,0.17,0.44,0.65,3.1,4.8,7.38,0.16,1.41,0.91,3.23,9.13,1.4,1,6.68,4.28,0.87,0.74,0.04,0,-0.17,0,0,0
"Anton Volchenkov","ANTON.VOLCHENKOV","08-09","OTT","D","L",1982-02-25,26,68,1369.58,0.09,0.31,0.04,0.44,3.46,5.39,8.02,0.17,2.53,1.63,3.22,7.89,1.27,1.01,7.97,4.86,0.79,0.31,0,0,-0.48,0,0,0
"Anton Volchenkov","ANTON.VOLCHENKOV","09-10","OTT","D","L",1982-02-25,27,64,1324.17,0.18,0.14,0.32,0.63,3.13,4.67,7.34,0.16,5.8,3.88,3.38,7.79,1.86,0.77,6.93,4.98,0.86,0.77,0,0.05,-0.05,0,0,0
"Anton Volchenkov","ANTON.VOLCHENKOV","10-11","N.J","D","L",1982-02-25,28,57,1032,0,0.29,0.17,0.47,3.78,5.35,7.67,0.12,0,0,2.28,6.16,1.1,0.41,7.27,4.77,1.05,0.41,0,0,-0.64,0,0,0
"Anton Volchenkov","ANTON.VOLCHENKOV","11-12","N.J","D","L",1982-02-25,29,72,1294.48,0.09,0.19,0.23,0.51,2.92,4.26,6.81,0.12,3.17,2.17,2.72,5.79,0.7,0.65,8.2,7.28,0.83,0.6,0,0,-0.23,0,0,0
"Anton Volchenkov","ANTON.VOLCHENKOV","12-13","N.J","D","L",1982-02-25,30,37,593.95,0.1,0.1,0.3,0.51,3.84,5.76,7.78,0.13,2.63,1.75,2.33,5.05,1.01,0.71,5.15,6.16,1.11,0.51,0.1,0,-0.71,0,0,0
"Anton Volchenkov","ANTON.VOLCHENKOV","13-14","N.J","D","L",1982-02-25,31,56,939.87,0,0.38,0.13,0.51,2.68,4.79,7.28,0.09,0,0,1.93,5.81,0.57,0.57,8.24,5.81,0.64,0.77,0,0,0.13,0,0,0
"Anton Volchenkov","ANTON.VOLCHENKOV","14-15","NSH","D","L",1982-02-25,32,46,606.2,0,0.1,0.59,0.69,3.46,5.05,7.82,0.12,0,0,2.31,4.75,1.29,0.3,9.2,10.1,0.69,0.3,0,0,-0.4,0,0,0
"Antti Miettinen","ANTTI.MIETTINEN","07-08","DAL","R","R",1980-07-03,27,69,965.37,0.93,0.62,0.56,2.11,8.45,12.31,15.97,0.82,11.03,7.58,6.63,0.5,2.3,1.8,4.04,3.98,1.06,0.93,0,0,-0.12,0.87,0.56,0.31
"Antti Miettinen","ANTTI.MIETTINEN","08-09","MIN","R","R",1980-07-03,28,82,1498.13,0.6,0.72,0.44,1.76,7.49,10.41,12.86,0.66,8.02,5.77,6.38,1.08,1.56,0.76,2.76,3.24,0.64,0.4,0,0,-0.24,1.12,1.28,-0.16
"Antti Miettinen","ANTTI.MIETTINEN","09-10","MIN","R","R",1980-07-03,29,79,1425.68,0.84,0.84,0.08,1.77,7.36,10.48,14.39,0.7,11.43,8.03,6.67,1.26,1.05,0.8,3.66,2.82,0.93,0.46,0,0,-0.46,1.47,2.02,-0.55
"Antti Miettinen","ANTTI.MIETTINEN","10-11","MIN","R","R",1980-07-03,30,73,1242.87,0.77,0.34,0.58,1.69,8.11,10.91,13.61,0.73,9.52,7.08,6.66,0.68,0.97,1.11,5.26,3.43,0.92,0.48,0,0.05,-0.39,1.74,3.09,-1.35
"Antti Miettinen","ANTTI.MIETTINEN","11-12","WPG","R","R",1980-07-03,31,45,526.82,0.57,0.46,0.46,1.48,6.61,8.88,11.84,0.67,8.62,6.41,7.54,1.25,0.57,0.8,4.33,3.87,0,0.23,0,0,0.23,1.03,1.37,-0.34
"Antti Miettinen","ANTTI.MIETTINEN","12-13","WPG","R","R",1980-07-03,32,22,278.28,0.65,0,0.43,1.08,5.61,7.76,9.92,0.67,11.54,8.33,8.67,1.51,0.43,0.43,6.25,4.31,0.22,0,0,0,-0.22,0,0.86,-0.86
"Antti Pihlstrom","ANTTI.PIHLSTROM","08-09","NSH","L","L",1984-10-22,23,53,606.77,0.2,0.3,0.2,0.69,8.7,12.06,15.03,0.61,2.27,1.64,5.04,1.58,0.79,1.38,9.89,5.74,0.49,0.89,0,0,0.4,0,0.1,-0.1
"Antti Suomela","ANTTI.SUOMELA","18-19","S.J","C","L",1994-03-17,24,27,305.57,0.59,0.59,0.39,1.57,8.25,12.37,14.33,1.05,7.14,4.76,8.49,2.16,1.37,0.98,1.96,5.89,0.39,0.39,0,0,0,20.03,24.94,-4.91
"Antti Suomela","ANTTI.SUOMELA","19-20","S.J","C","L",1994-03-17,25,20,193.77,0.31,0.62,1.24,2.17,5.57,7.43,8.98,0.54,5.56,4.17,7.33,1.55,1.24,1.86,8.36,7.74,0.62,0.62,0,0,0,15.79,13.01,2.79
"Anze Kopitar","ANZE.KOPITAR","07-08","L.A","C","L",1987-08-24,20,82,1696.8,1.13,0.81,0.78,2.72,7.11,9.97,12.23,0.79,15.92,11.35,7.9,1.41,3.01,1.84,1.66,4.7,0.39,1.59,0,0,1.2,20.01,20.65,-0.64
"Anze Kopitar","ANZE.KOPITAR","08-09","L.A","C","L",1987-08-24,21,82,1676.97,0.97,1,0.39,2.36,8.37,12.38,15.49,0.91,11.54,7.8,7.33,2,2.61,1.75,3.04,5.3,0.39,1,0,0,0.61,24.01,24.47,-0.47
"Anze Kopitar","ANZE.KOPITAR","09-10","L.A","C","L",1987-08-24,22,82,1786.1,1.14,0.74,0.84,2.72,8.7,12.4,15.22,0.79,13.13,9.21,6.38,1.71,1.55,1.21,2.69,5.85,0.27,0.64,0,0.03,0.4,20.22,20.46,-0.24
"Anze Kopitar","ANZE.KOPITAR","10-11","L.A","C","L",1987-08-24,23,75,1619.05,0.93,1.11,0.67,2.71,8.63,11.67,15.19,0.91,10.73,7.94,7.82,1.67,1.48,2.3,3.41,5.41,0.37,1.04,0,0,0.67,21.46,21.53,-0.07
"Anze Kopitar","ANZE.KOPITAR","11-12","L.A","C","L",1987-08-24,24,82,1749.78,0.86,0.82,0.93,2.61,7.89,11.42,14.33,0.89,10.87,7.51,7.8,1.82,1.92,2.61,2.47,5.04,0.34,0.75,0,0.03,0.45,26.16,22.46,3.7
"Anze Kopitar","ANZE.KOPITAR","12-13","L.A","C","L",1987-08-24,25,47,962.52,0.62,1.12,0.87,2.62,6.11,8.91,11.1,0.55,10.2,6.99,6.15,1.56,2.18,1.68,4.36,4.55,0.5,0.75,0,0,0.25,29.49,25.87,3.62
"Anze Kopitar","ANZE.KOPITAR","13-14","L.A","C","L",1987-08-24,26,82,1713.22,1.02,0.84,0.6,2.45,7,9.63,11.91,0.81,14.5,10.55,8.36,1.54,1.44,1.82,3.15,4.1,0.42,0.81,0,0,0.39,27.07,23.74,3.33
"Anze Kopitar","ANZE.KOPITAR","14-15","L.A","C","L",1987-08-24,27,79,1530.32,0.63,1.18,0.71,2.51,5.25,7.49,9.96,0.55,11.94,8.38,7.31,1.8,1.88,1.14,4.12,4.35,0.2,0.82,0,0,0.63,29.48,26.58,2.9
"Anze Kopitar","ANZE.KOPITAR","15-16","L.A","C","L",1987-08-24,28,81,1690.2,0.89,0.85,0.89,2.63,6.28,8.66,11.04,0.75,14.12,10.25,8.66,2.31,1.6,1.53,2.77,4.4,0.28,0.89,0,0,0.6,33.72,29.32,4.4
"Anze Kopitar","ANZE.KOPITAR","16-17","L.A","C","L",1987-08-24,29,76,1578.23,0.46,0.84,0.68,1.98,5.7,8.44,11.03,0.69,8,5.41,8.21,2.24,1.41,1.1,2.97,2.89,0.53,1.03,0,0,0.49,33.91,30.45,3.46
"Anze Kopitar","ANZE.KOPITAR","17-18","L.A","C","L",1987-08-24,30,82,1810.97,1.16,1.03,0.86,3.05,6.63,8.75,11.6,0.73,17.5,13.26,8.35,2.12,2.32,1.79,1.66,3.38,0.36,0.6,0,0,0.23,32.57,27.6,4.97
"Anze Kopitar","ANZE.KOPITAR","18-19","L.A","C","L",1987-08-24,31,81,1806.18,0.73,0.9,0.37,1.99,5.18,7.54,9.9,0.69,14.1,9.69,9.11,2.19,1.93,1.89,1.96,2.86,0.5,0.8,0,0,0.3,33.29,27.14,6.15
"Anze Kopitar","ANZE.KOPITAR","19-20","L.A","C","L",1987-08-24,32,70,1472.8,0.86,0.94,0.73,2.53,5.5,7.86,9.9,0.61,15.56,10.88,7.82,2.28,2,1.59,2,2.77,0.33,0.9,0,0,0.57,31.61,25.71,5.91
"Arron Asham","ARRON.ASHAM","07-08","N.J","R","R",1978-04-13,29,77,658.83,0.55,0.27,0.09,0.91,6.19,7.29,9.2,0.54,8.82,7.5,7.45,0.46,1.64,1.91,7.92,3.19,1.55,1.82,0.73,0.64,0.18,0,0.27,-0.27
"Arron Asham","ARRON.ASHAM","08-09","PHI","R","R",1978-04-13,30,78,682.3,0.7,0.62,0.44,1.76,6.51,7.83,9.67,0.73,10.81,8.99,9.33,0.88,0.97,1.06,12.58,2.55,1.76,1.67,1.49,1.49,-0.09,0.62,0.7,-0.09
"Arron Asham","ARRON.ASHAM","09-10","PHI","R","R",1978-04-13,31,72,725.33,0.83,0.83,0.33,1.99,7.53,10.01,12.82,0.9,10.99,8.26,8.94,1.32,0.74,1.82,7.61,3.14,1.9,1.9,1.16,1.16,0,0.17,0.91,-0.74
"Arron Asham","ARRON.ASHAM","10-11","PIT","R","R",1978-04-13,32,44,420.28,0.71,0.57,0.29,1.57,8.57,9.42,11.56,0.55,8.33,7.58,5.82,2.28,1.14,1,15.28,4.28,1.14,0.71,0.86,0.86,-0.43,0.43,0.86,-0.43
"Arron Asham","ARRON.ASHAM","11-12","PIT","R","R",1978-04-13,33,64,591.08,0.51,0.91,0.2,1.62,4.97,6.9,9.34,0.37,10.2,7.35,5.31,0.81,0.3,1.32,9.64,4.06,1.32,1.02,0.81,0.81,-0.3,0.61,0.51,0.1
"Arron Asham","ARRON.ASHAM","12-13","NYR","R","R",1978-04-13,34,27,179.08,0.67,0,0,0.67,4.69,5.7,8.04,0.53,14.29,11.76,9.24,1.34,1.01,1.68,13.07,5.03,1.68,1.34,2.01,2.01,-0.34,1.68,1.68,0
"Artem Anisimov","ARTEM.ANISIMOV","09-10","NYR","C","L",1988-05-24,21,82,1057.97,0.68,0.4,0.51,1.59,7.03,9.81,13.61,0.75,9.68,6.94,7.63,2.33,0.51,1.59,2.55,7.2,0.91,0.68,0,0,-0.23,17.58,21.55,-3.97
"Artem Anisimov","ARTEM.ANISIMOV","10-11","NYR","C","L",1988-05-24,22,82,1328.68,0.81,0.63,0.54,1.99,8.58,11.52,15.13,1.13,9.47,7.06,9.78,2.03,0.72,2.08,3.34,6.37,0.45,0.81,0,0,0.36,13.82,17.25,-3.43
"Artem Anisimov","ARTEM.ANISIMOV","11-12","NYR","C","L",1988-05-24,23,79,1216.72,0.79,0.59,0.39,1.78,6.51,9.52,12.53,0.79,12.12,8.29,8.29,2.27,0.69,1.82,3.7,6.61,0.59,0.79,0,0.05,0.25,7.94,9.07,-1.13
"Artem Anisimov","ARTEM.ANISIMOV","12-13","CBJ","C","L",1988-05-24,24,35,574.3,1.15,0.42,0.31,1.88,7.1,9.51,13.16,0.57,16.18,12.09,5.97,2.51,0.52,1.78,1.36,4.28,0.63,0.42,0,0.1,-0.1,26.01,27.16,-1.15
"Artem Anisimov","ARTEM.ANISIMOV","13-14","CBJ","C","L",1988-05-24,25,81,1344.3,0.98,0.4,0.36,1.74,7.23,10.49,13.79,0.82,13.58,9.36,7.8,2.45,0.85,2.28,1.38,4.91,0.45,0.76,0,0,0.31,21.25,21.83,-0.58
"Artem Anisimov","ARTEM.ANISIMOV","14-15","CBJ","C","L",1988-05-24,26,52,851.8,0.49,1.06,0.35,1.9,6.2,9.58,12.33,0.73,7.95,5.15,7.66,1.83,1.48,1.69,2.32,5.07,0.28,0.49,0,0,0.21,7.18,8.95,-1.76
"Artem Anisimov","ARTEM.ANISIMOV","15-16","CHI","C","L",1988-05-24,27,77,1392.85,0.86,0.39,0.56,1.81,5.21,6.98,9.18,0.69,16.53,12.35,9.89,1.72,0.6,1.21,2.28,4.35,0.26,0.39,0,0.04,0.17,21.84,27.61,-5.77
"Artem Anisimov","ARTEM.ANISIMOV","16-17","CHI","C","L",1988-05-24,28,64,1142.15,1.16,0.63,0.58,2.36,5.52,7.35,10.03,0.84,20.95,15.71,11.47,1.42,0.84,1.84,0.95,3.83,0.79,0.47,0,0,-0.32,21.85,26.58,-4.73
"Artem Anisimov","ARTEM.ANISIMOV","17-18","CHI","C","L",1988-05-24,29,72,1208.78,0.99,0.4,0.15,1.54,6.45,8.39,11.22,0.87,15.38,11.83,10.41,1.99,1.29,0.89,0.74,3.57,0.55,0.65,0,0,0.1,20.65,24.52,-3.87
"Artem Anisimov","ARTEM.ANISIMOV","18-19","CHI","C","L",1988-05-24,30,78,1274.73,0.71,0.61,0.42,1.74,6.68,9.65,12.8,0.91,10.56,7.32,9.42,1.55,0.66,2.35,1.18,3.77,0.33,0.33,0,0,0,15.63,18.55,-2.92
