"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"David Savard","DAVID.SAVARD","17-18","CBJ","D","R",1990-10-22,26,81,1569.78,42.17,46.51,46.32,45.24,44.68,69.47,95.25,798.97,918.93,1089.51,1262.57,1416.8,1714.62,70.28,87,-25.78,-119.96,-173.06,-297.82,-16.72,8.69,89.63
"David Savard","DAVID.SAVARD","18-19","CBJ","D","R",1990-10-22,27,82,1618.98,52.57,49.99,49.28,47.9,52.44,75.8,68.38,793.64,793.98,1079.19,1110.85,1366.71,1486.59,72.77,66.01,7.42,-0.34,-31.66,-119.88,6.76,9.55,91.39
"David Savard","DAVID.SAVARD","19-20","CBJ","D","R",1990-10-22,28,68,1406.62,44.14,47.39,46.25,43.41,47.34,51.7,65.44,677.67,752.29,893.39,1038.14,1135.75,1480.6,52.12,57.98,-13.74,-74.62,-144.75,-344.85,-5.86,7.63,91.3
"David Schlemko","DAVID.SCHLEMKO","08-09","ARI","D","L",1987-05-07,21,3,57.8,35.55,58.99,56.83,58.59,53.23,2.89,5.24,37.08,25.78,50.53,38.39,67.1,47.42,3.63,3.19,-2.35,11.3,12.14,19.68,0.44,7.79,79.67
"David Schlemko","DAVID.SCHLEMKO","09-10","ARI","D","L",1987-05-07,22,17,303.02,56.16,58.75,59.5,59.6,57.35,13.81,10.78,161.9,113.69,245.58,167.14,339.76,230.33,15.65,11.64,3.03,48.21,78.44,109.43,4.01,8.53,90.52
"David Schlemko","DAVID.SCHLEMKO","10-11","ARI","D","L",1987-05-07,23,43,689.6,61.1,53.99,54.52,54.46,56.14,32.07,20.42,372.22,317.17,530.02,442.17,696.51,582.41,31.59,24.68,11.65,55.05,87.85,114.1,6.91,8.62,93.56
"David Schlemko","DAVID.SCHLEMKO","11-12","ARI","D","L",1987-05-07,24,46,844.42,49.76,47.93,45.77,44.73,43.31,35.57,35.92,411.41,447,551.09,653.03,738.03,911.83,32.86,43.01,-0.35,-35.59,-101.94,-173.8,-10.15,8.65,91.96
"David Schlemko","DAVID.SCHLEMKO","12-13","ARI","D","L",1987-05-07,25,30,516.52,58.95,51.99,50.41,49.2,47.93,23.08,16.07,256.98,237.26,364.89,358.97,482.54,498.31,22.26,24.18,7.01,19.72,5.92,-15.77,-1.92,8.98,93.23
"David Schlemko","DAVID.SCHLEMKO","13-14","ARI","D","L",1987-05-07,26,48,787.07,46.85,50.95,49.65,49.42,46.24,32.82,37.23,424.83,408.95,563.05,571.09,743.97,761.53,33.1,38.48,-4.41,15.88,-8.04,-17.56,-5.38,7.73,90.9
"David Schlemko","DAVID.SCHLEMKO","14-15","ARI","D","L",1987-05-07,27,20,362.3,38.76,45.91,45.73,45.75,42.55,13.22,20.89,159.3,187.7,233.19,276.69,320.2,379.76,12.31,16.62,-7.67,-28.4,-43.5,-59.56,-4.31,8.3,88.87
"David Schlemko","DAVID.SCHLEMKO","14-15","CGY","D","L",1987-05-07,27,19,240.22,66.11,59.25,59.2,55.1,65.38,13.36,6.85,120.53,82.91,171.14,117.93,236.91,193.04,10.99,5.82,6.51,37.62,53.21,43.87,5.17,11.08,91.74
"David Schlemko","DAVID.SCHLEMKO","14-15","DAL","D","L",1987-05-07,27,5,72.05,51.48,44.26,42.92,43.95,44.16,5.04,4.75,40.19,50.61,55.55,73.89,75.32,96.05,3.1,3.92,0.29,-10.42,-18.34,-20.73,-0.82,12.54,90.61
"David Schlemko","DAVID.SCHLEMKO","15-16","N.J","D","L",1987-05-07,28,67,1249.48,41.95,50.99,51.37,50.88,49.61,46.46,64.28,552.34,530.94,769.23,728.07,994.84,960.54,52.31,53.14,-17.82,21.4,41.16,34.3,-0.83,8.41,87.89
"David Schlemko","DAVID.SCHLEMKO","16-17","S.J","D","L",1987-05-07,29,62,1038.28,56.19,58.92,57.95,56.65,57.66,41.68,32.5,561.7,391.62,785.2,569.74,1090.01,834.05,50.86,37.35,9.18,170.08,215.46,255.96,13.51,7.42,91.7
"David Schlemko","DAVID.SCHLEMKO","17-18","MTL","D","L",1987-05-07,30,37,668.4,49.88,48.81,48.57,47.92,50.51,29.07,29.21,330.03,346.18,451.09,477.67,629.27,683.99,31.42,30.78,-0.14,-16.15,-26.58,-54.72,0.64,8.81,91.56
"David Schlemko","DAVID.SCHLEMKO","18-19","MTL","D","L",1987-05-07,31,18,357.2,40.56,51.81,53.19,53.47,49.38,14.95,21.91,194.4,180.82,275.98,242.9,393.18,342.21,16.04,16.44,-6.96,13.58,33.08,50.97,-0.4,7.69,87.88
"David Steckel","DAVID.STECKEL","07-08","WSH","C/L","L",1982-03-15,25,67,908.75,33.1,41.82,41.04,41.2,35.67,21.98,44.43,338.61,470.99,457.58,657.26,635.51,906.87,26.59,47.96,-22.45,-132.38,-199.68,-271.36,-21.37,6.49,90.57
"David Steckel","DAVID.STECKEL","08-09","WSH","C","L",1982-03-15,26,76,1049.12,32.08,41.26,40.74,40.45,37.12,27.99,59.26,414.3,589.72,561.95,817.56,754.91,1111.6,34.58,58.57,-31.27,-175.42,-255.61,-356.69,-23.99,6.76,89.95
"David Steckel","DAVID.STECKEL","09-10","WSH","C","L",1982-03-15,27,79,979.97,33.38,43.68,42.75,43.89,39.62,30.26,60.39,413.82,533.65,557.32,746.47,787.75,1007.08,33.4,50.91,-30.13,-119.83,-189.15,-219.33,-17.51,7.31,88.68
"David Steckel","DAVID.STECKEL","10-11","N.J","C","L",1982-03-15,28,18,231.1,22.3,51.38,49.39,46.43,46.63,1.94,6.76,95.26,90.16,123.01,126.03,156.68,180.8,6.01,6.88,-4.82,5.1,-3.02,-24.12,-0.87,2.04,92.5
"David Steckel","DAVID.STECKEL","10-11","WSH","C","L",1982-03-15,28,56,647.2,34.51,43.86,42.86,42,38.07,16.93,32.13,257.85,330.06,337.8,450.28,469.18,648.04,19.3,31.4,-15.2,-72.21,-112.48,-178.86,-12.1,6.57,90.27
"David Steckel","DAVID.STECKEL","11-12","TOR","C","L",1982-03-15,29,76,974.92,28.08,42.19,42.11,41.6,37.4,22.41,57.41,350.11,479.75,508.33,698.81,712.37,999.88,27.91,46.71,-35,-129.64,-190.48,-287.51,-18.8,6.4,88.03
"David Steckel","DAVID.STECKEL","12-13","ANA","C","L",1982-03-15,30,21,223.12,46.39,44.78,44.3,41.33,48.72,8.02,9.27,94.18,116.16,134.52,169.16,172.09,244.25,8.36,8.8,-1.25,-21.98,-34.64,-72.16,-0.44,8.52,92.02
"David Steckel","DAVID.STECKEL","12-13","TOR","C","L",1982-03-15,30,13,91.9,17.88,49.74,45.45,41.14,52.55,1.06,4.87,37.6,37.99,49.96,59.97,62.35,89.19,2.78,2.51,-3.81,-0.39,-10.01,-26.84,0.27,2.82,87.18
"David Steckel","DAVID.STECKEL","13-14","ANA","C","L",1982-03-15,31,6,65.03,0,64.69,58.49,56.97,58.97,0,0,38.28,20.89,49.28,34.98,65.64,49.58,2.76,1.92,0,17.39,14.3,16.06,0.84,0,100
"David Tanabe","DAVID.TANABE","07-08","CAR","D","R",1980-07-19,27,18,215.57,55.83,53.62,50.41,50.68,48.75,10.34,8.18,112.43,97.24,145.75,143.39,198.81,193.46,8.21,8.63,2.16,15.19,2.36,5.35,-0.42,9.2,91.59
"David Ullstrom","DAVID.ULLSTROM","11-12","NYI","L","L",1989-04-22,22,29,318.28,47.71,55.88,54.36,51.69,57.49,12.3,13.48,161.57,127.59,212.82,178.69,278.42,260.2,14.27,10.55,-1.18,33.98,34.13,18.22,3.72,7.61,89.43
"David Ullstrom","DAVID.ULLSTROM","12-13","NYI","L","L",1989-04-22,23,20,189.97,44.93,49.15,46.63,47.94,48.77,8.19,10.04,89.11,92.18,119.9,137.24,164.84,179.01,8.11,8.52,-1.85,-3.07,-17.34,-14.17,-0.41,9.19,89.11
"David Van Der Gulik","DAVID.VAN DER GULIK","08-09","CGY","L","L",1983-04-20,25,6,50.88,39.61,69.33,67.63,64.05,61.32,2.02,3.08,35.28,15.61,44.58,21.34,57.19,32.1,2.33,1.47,-1.06,19.67,23.24,25.09,0.86,5.73,80.27
"David Van Der Gulik","DAVID.VAN DER GULIK","11-12","COL","L","L",1983-04-20,28,25,205.07,52.29,44.25,44.4,44.35,38.83,11.17,10.19,79.84,100.57,103.55,129.69,145.29,182.29,5.49,8.65,0.98,-20.73,-26.14,-37,-3.16,13.99,89.87
"David Van Der Gulik","DAVID.VAN DER GULIK","12-13","COL","L","L",1983-04-20,29,9,84.97,44.56,49.67,47.29,47.89,41.22,3.97,4.94,39.07,39.59,48.69,54.27,66.83,72.71,2.3,3.28,-0.97,-0.52,-5.58,-5.88,-0.98,10.16,87.52
"David Vyborny","DAVID.VYBORNY","07-08","CBJ","R","L",1975-01-22,32,66,1021.33,50.88,54.59,56.25,57.15,58.25,40.63,39.23,489.02,406.84,671.72,522.37,908.86,681.55,44.23,31.7,1.4,82.18,149.35,227.31,12.53,8.31,90.36
"David Warsofsky","DAVID.WARSOFSKY","13-14","BOS","D","L",1990-05-30,23,6,97.02,66.31,64.42,63.11,61.03,60.68,9.41,4.78,65.28,36.05,86.77,50.71,103.81,66.28,4.49,2.91,4.63,29.23,36.06,37.53,1.58,14.41,86.74
"David Warsofsky","DAVID.WARSOFSKY","14-15","BOS","D","L",1990-05-30,24,4,71.03,67.25,62.02,54.25,58.63,59.19,1.93,0.94,37.29,22.84,49.26,41.54,70.29,49.6,2.64,1.82,0.99,14.45,7.72,20.69,0.82,5.18,95.88
"David Warsofsky","DAVID.WARSOFSKY","15-16","N.J","D","L",1990-05-30,25,10,163.65,46.68,56.5,54.78,54.31,55.67,5.97,6.82,84.28,64.89,113.71,93.85,151.42,127.39,7.26,5.78,-0.85,19.39,19.86,24.03,1.48,7.08,89.49
"David Warsofsky","DAVID.WARSOFSKY","15-16","PIT","D","L",1990-05-30,25,12,213.07,36.65,58.26,58.82,60.33,55.18,5.3,9.16,137.62,98.61,195.27,136.71,255.9,168.26,11.66,9.47,-3.86,39.01,58.56,87.64,2.19,3.85,90.71
"David Warsofsky","DAVID.WARSOFSKY","16-17","PIT","D","L",1990-05-30,26,7,110.13,36.96,48.29,47.22,47.75,37.35,4.75,8.1,63.24,67.71,84.56,94.53,113.31,123.98,4.15,6.96,-3.35,-4.47,-9.97,-10.67,-2.81,7.51,88.04
"David Warsofsky","DAVID.WARSOFSKY","17-18","COL","D","L",1990-05-30,27,16,214.32,56.66,50.2,48.91,46.92,50.17,9.15,7,101.32,100.51,147.82,154.38,197.4,223.36,7.54,7.49,2.15,0.81,-6.56,-25.96,0.05,9.03,93.04
"Davis Drewiske","DAVIS.DREWISKE","08-09","L.A","D","L",1984-11-22,23,17,294.42,43.17,52.84,52.53,49.34,45,8.15,10.73,154.63,138,209.17,189.05,250.13,256.86,10.99,13.43,-2.58,16.63,20.12,-6.73,-2.44,5.27,92.22
"Davis Drewiske","DAVIS.DREWISKE","09-10","L.A","D","L",1984-11-22,24,42,640.3,40.13,55.14,53.13,51.11,53.33,18.19,27.14,298.99,243.27,416.01,366.98,550.07,526.13,23.19,20.29,-8.95,55.72,49.03,23.94,2.9,6.08,88.84
"Davis Drewiske","DAVIS.DREWISKE","10-11","L.A","D","L",1984-11-22,25,38,545.38,44.83,45.67,46.36,46.41,46.26,16.12,19.84,201.13,239.23,292.64,338.53,405.05,467.75,16.4,19.05,-3.72,-38.1,-45.89,-62.7,-2.65,8.01,91.71
"Davis Drewiske","DAVIS.DREWISKE","11-12","L.A","D","L",1984-11-22,26,9,113.08,49.51,55.03,50.96,53.09,41.94,2.02,2.06,50.4,41.19,72,69.3,102.34,90.43,2.86,3.96,-0.04,9.21,2.7,11.91,-1.1,4.01,95
"Davis Drewiske","DAVIS.DREWISKE","12-13","L.A","D","L",1984-11-22,27,20,289.25,45.16,49.24,46.83,48.87,44.6,9.62,11.68,130.62,134.66,174.75,198.4,244,255.32,11.82,14.68,-2.06,-4.04,-23.65,-11.32,-2.86,7.36,91.33
"Davis Drewiske","DAVIS.DREWISKE","12-13","MTL","D","L",1984-11-22,27,9,151.48,42.06,45.75,46.81,47.37,53.14,6.04,8.32,64.28,76.22,93.07,105.77,129.4,143.74,5.93,5.23,-2.28,-11.94,-12.7,-14.34,0.7,9.4,89.08
"Daymond Langkow","DAYMOND.LANGKOW","07-08","CGY","C","L",1976-09-27,30,80,1506.25,68.1,62.53,62.57,63.9,66.25,106.5,49.88,898.44,538.44,1248.37,746.82,1628.47,919.82,87.07,44.36,56.62,360,501.55,708.65,42.71,11.85,90.74
"Daymond Langkow","DAYMOND.LANGKOW","08-09","CGY","C","L",1976-09-27,31,72,1236.37,64.02,63.86,62.52,63.78,63.82,72.78,40.91,769.72,435.58,1068.28,640.48,1401.55,795.84,71.71,40.65,31.87,334.14,427.8,605.71,31.06,9.46,90.61
"Daymond Langkow","DAYMOND.LANGKOW","09-10","CGY","C","L",1976-09-27,32,72,1361.68,53.24,51.56,51.77,52.8,52.5,56.3,49.44,612.62,575.49,893.02,831.83,1233.5,1102.8,55.06,49.81,6.86,37.13,61.19,130.7,5.25,9.19,91.41
"Daymond Langkow","DAYMOND.LANGKOW","10-11","CGY","C","L",1976-09-27,33,4,59.03,75.18,50.02,53.98,53.83,64.21,3.06,1.01,30.97,30.94,46.57,39.71,56.39,48.36,3.23,1.8,2.05,0.03,6.86,8.03,1.43,9.88,96.74
"Daymond Langkow","DAYMOND.LANGKOW","11-12","ARI","C","L",1976-09-27,34,73,1149.82,47.91,52.87,52.76,52.98,51.85,44.63,48.52,552.29,492.41,799.79,716.14,1055.74,937.11,47.43,44.05,-3.89,59.88,83.65,118.63,3.38,8.08,90.15
"Dean Arsene","DEAN.ARSENE","09-10","EDM","D","L",1980-07-20,29,13,168.32,27.53,33.27,32.85,34.22,30.97,3.02,7.95,56.03,112.4,75.44,154.21,105.19,202.23,4.46,9.94,-4.93,-56.37,-78.77,-97.04,-5.48,5.39,92.93
"Dean Kukan","DEAN.KUKAN","15-16","CBJ","D","L",1993-07-08,22,8,138.83,85.69,46.49,47.67,49.49,55.78,11.26,1.88,63.16,72.71,85.82,94.21,118.21,120.67,5.6,4.44,9.38,-9.55,-8.39,-2.46,1.16,17.83,97.41
"Dean Kukan","DEAN.KUKAN","17-18","CBJ","D","L",1993-07-08,24,11,135.98,56.22,62.14,58.93,55.11,61.21,8.86,6.9,96.59,58.86,125.27,87.3,160.94,131.11,8.08,5.12,1.96,37.73,37.97,29.83,2.96,9.17,88.28
"Dean Kukan","DEAN.KUKAN","18-19","CBJ","D","L",1993-07-08,25,25,336.63,66.07,55.3,55.58,54.72,58.01,13.32,6.84,174.88,141.37,241.02,192.66,308.97,255.65,15.1,10.93,6.48,33.51,48.36,53.32,4.17,7.62,95.16
"Dean Kukan","DEAN.KUKAN","19-20","CBJ","D","L",1993-07-08,26,33,527.12,39.13,54.16,53.98,52.41,55.59,13.81,21.48,272.94,230.99,365.21,311.37,466.49,423.62,21.68,17.32,-7.67,41.95,53.84,42.87,4.36,5.06,90.7
"Dean McAmmond","DEAN.MCAMMOND","07-08","OTT","L","L",1973-06-15,34,68,784.27,44.3,47.44,46.71,48.22,43.76,31.76,39.93,321.1,355.71,437.4,499.07,616.95,662.37,24.96,32.08,-8.17,-34.61,-61.67,-45.42,-7.12,9.89,88.77
"Dean McAmmond","DEAN.MCAMMOND","08-09","NYI","L","L",1973-06-15,35,18,272.62,54.53,44.85,43.72,44.6,43.84,14.63,12.2,123.11,151.39,171.88,221.29,236.03,293.13,11.46,14.68,2.43,-28.28,-49.41,-57.1,-3.22,11.88,91.94
"Dean McAmmond","DEAN.MCAMMOND","08-09","OTT","L","L",1973-06-15,35,44,425.58,44.63,43.31,42.93,42.69,41.89,12.02,14.91,164.98,215.92,224.91,299.05,303.54,407.46,12.87,17.85,-2.89,-50.94,-74.14,-103.92,-4.98,7.29,93.09
"Dean McAmmond","DEAN.MCAMMOND","09-10","N.J","L","L",1973-06-15,36,62,797.13,46.86,53.01,52.78,52.27,51.21,24.52,27.81,377.09,334.27,496.24,443.98,650.81,594.4,29.01,27.64,-3.29,42.82,52.26,56.41,1.37,6.5,91.68
"Denis Gauthier","DENIS.GAUTHIER","08-09","L.A","D","L",1976-10-01,31,65,944.68,30.7,41.72,41.42,40.7,38.56,24.8,55.99,361.12,504.4,535.29,757.04,697.11,1015.75,28.35,45.17,-31.19,-143.28,-221.75,-318.64,-16.82,6.87,88.9
"Denis Grebeshkov","DENIS.GREBESHKOV","07-08","EDM","D","L",1983-10-11,23,71,1198.3,53.73,49.62,49.82,49.4,53.2,64.09,55.19,536.13,544.44,763.03,768.63,1011.84,1036.26,50.97,44.84,8.9,-8.31,-5.6,-24.42,6.13,11.95,89.86
"Denis Grebeshkov","DENIS.GREBESHKOV","08-09","EDM","D","L",1983-10-11,24,72,1524.47,51.44,47.47,47.99,49.31,48.84,83.67,78.98,708.59,784.11,998.23,1081.95,1383.58,1422.18,66.87,70.06,4.69,-75.52,-83.72,-38.6,-3.19,11.81,89.93
"Denis Grebeshkov","DENIS.GREBESHKOV","09-10","EDM","D","L",1983-10-11,25,47,1025.65,41.83,43.91,43.67,43.88,42.07,39.24,54.56,466.98,596.41,639.77,825.13,847.08,1083.27,40.09,55.2,-15.32,-129.43,-185.36,-236.19,-15.11,8.4,90.85
"Denis Grebeshkov","DENIS.GREBESHKOV","09-10","NSH","D","L",1983-10-11,25,4,65.88,47.99,41.94,45.99,50.09,58.08,3.83,4.15,24.17,33.46,34.94,41.04,50.07,49.89,2.84,2.05,-0.32,-9.29,-6.1,0.18,0.79,15.85,87.6
"Denis Grebeshkov","DENIS.GREBESHKOV","13-14","EDM","D","L",1983-10-11,29,7,95.83,51.36,48.13,53.04,51.61,56.58,5.29,5.01,44.6,48.07,64.92,57.47,84.48,79.2,3.61,2.77,0.28,-3.47,7.45,5.28,0.84,11.86,89.58
"Denis Gurianov","DENIS.GURIANOV","18-19","DAL","R","L",1997-06-07,21,21,228.32,47.94,46.98,47.29,46.39,49.39,5.69,6.18,100.65,113.57,147.49,164.37,201.28,232.59,8.84,9.06,-0.49,-12.92,-16.88,-31.31,-0.22,5.65,94.56
"Denis Gurianov","DENIS.GURIANOV","19-20","DAL","R","L",1997-06-07,22,64,831.08,64.44,54.67,55.51,55.85,59.55,47.32,26.11,472.4,391.72,654.12,524.21,898.85,710.53,47.5,32.26,21.21,80.68,129.91,188.32,15.24,10.02,93.33
"Denis Malgin","DENIS.MALGIN","16-17","FLA","C","R",1997-01-18,19,47,528.2,51.48,54.04,54.63,54.16,51.75,18.43,17.37,289.71,246.43,393.45,326.73,501.51,424.48,22.35,20.84,1.06,43.28,66.72,77.03,1.51,6.36,92.95
"Denis Malgin","DENIS.MALGIN","17-18","FLA","C","R",1997-01-18,20,51,706.5,61.72,55.77,54.59,54.83,53.96,40.09,24.86,445.64,353.4,601.51,500.32,790.96,651.64,34.74,29.64,15.23,92.24,101.19,139.32,5.1,9,92.97
"Denis Malgin","DENIS.MALGIN","18-19","FLA","C","R",1997-01-18,21,50,644.47,42.28,48.59,49.59,50.83,46.21,23.32,31.84,313.75,331.97,431.62,438.69,590.88,571.65,22.02,25.63,-8.52,-18.22,-7.07,19.23,-3.61,7.43,90.41
"Denis Malgin","DENIS.MALGIN","19-20","FLA","C","R",1997-01-18,22,36,444.83,45.18,53.91,54.31,54.94,53.9,22.03,26.73,251.99,215.4,336.89,283.41,448.76,368.01,21.34,18.25,-4.7,36.59,53.48,80.75,3.09,8.74,87.59
"Denis Malgin","DENIS.MALGIN","19-20","TOR","C","R",1997-01-18,22,8,82.75,18.95,56.32,53.97,54.95,45.59,0.94,4.02,50.64,39.27,69.74,59.48,96.52,79.14,3.57,4.26,-3.08,11.37,10.26,17.38,-0.69,1.86,89.76
"Denis Tolpeko","DENIS.TOLPEKO","07-08","PHI","C","L",1985-01-29,22,26,215.27,39.79,49,50.82,50.24,49.83,6.16,9.32,106.37,110.71,151.69,146.8,194.88,193.02,8.63,8.69,-3.16,-4.34,4.89,1.86,-0.06,5.79,91.58
"Dennis Cholowski","DENNIS.CHOLOWSKI","18-19","DET","D","L",1998-02-15,20,52,949.17,48.18,50.46,51.44,52.15,48.79,44.28,47.63,482.96,474.17,701.53,662.26,923.6,847.34,44.22,46.41,-3.35,8.79,39.27,76.26,-2.19,9.17,89.96
"Dennis Cholowski","DENNIS.CHOLOWSKI","19-20","DET","D","L",1998-02-15,21,36,691.97,35.59,49.72,50.45,50.28,47.32,23.54,42.61,349.9,353.83,489.67,480.94,627.7,620.74,30.53,33.99,-19.07,-3.93,8.73,6.96,-3.46,6.73,87.96
"Dennis Everberg","DENNIS.EVERBERG","14-15","COL","R","L",1991-12-31,22,55,649.05,44.05,43.16,41.66,40.71,41.89,21.26,27,257.77,339.52,346.46,485.1,484.66,705.95,21.01,29.14,-5.74,-81.75,-138.64,-221.29,-8.13,8.25,92.05
"Dennis Everberg","DENNIS.EVERBERG","15-16","COL","R","L",1991-12-31,23,15,134.15,17.72,37.22,36.75,33.35,37.67,1.93,8.96,55.78,94.09,70.94,122.1,83.19,166.29,4.08,6.75,-7.03,-38.31,-51.16,-83.1,-2.67,3.46,90.48
"Dennis Gilbert","DENNIS.GILBERT","19-20","CHI","D","L",1996-10-30,22,21,329.82,33.95,37.73,39.25,38.94,38.18,10.91,21.23,127.17,209.89,173.14,267.95,231.98,363.69,11.26,18.23,-10.32,-82.72,-94.81,-131.71,-6.97,8.58,89.89
"Dennis Rasmussen","DENNIS.RASMUSSEN","15-16","CHI","C","L",1990-07-03,25,44,403.2,68.65,48.1,49.84,49.81,53.68,19.25,8.79,192.08,207.26,262.71,264.39,352.25,354.96,15.45,13.33,10.46,-15.18,-1.68,-2.71,2.12,10.02,95.76
"Dennis Rasmussen","DENNIS.RASMUSSEN","16-17","CHI","C","L",1990-07-03,26,68,804.23,35.56,44.29,43.95,42.78,43.59,18.08,32.77,341.76,429.81,447.75,570.92,626.72,838.21,27.05,35,-14.69,-88.05,-123.17,-211.49,-7.95,5.29,92.38
"Dennis Rasmussen","DENNIS.RASMUSSEN","17-18","ANA","C","L",1990-07-03,27,27,240.52,58.92,43.89,41.91,39.97,37.94,8.72,6.08,99.58,127.3,139.31,193.09,179.96,270.27,7.44,12.17,2.64,-27.72,-53.78,-90.31,-4.73,8.76,95.22
"Dennis Seidenberg","DENNIS.SEIDENBERG","07-08","CAR","D","L",1981-07-18,26,47,885.2,56.1,54.43,54.28,53.69,56.58,46.24,36.19,491.41,411.49,692.91,583.74,924.13,797.04,49.96,38.34,10.05,79.92,109.17,127.09,11.62,9.41,91.21
"Dennis Seidenberg","DENNIS.SEIDENBERG","08-09","CAR","D","L",1981-07-18,27,70,1563.27,46.87,50.49,49.76,49.06,48.14,64.33,72.91,782.11,766.81,1083.51,1094,1474.53,1530.77,71.06,76.54,-8.58,15.3,-10.49,-56.24,-5.48,8.23,90.49
"Dennis Seidenberg","DENNIS.SEIDENBERG","09-10","BOS","D","L",1981-07-18,28,17,390.28,70.22,54.61,56.33,57.27,54.42,16.34,6.93,206.94,172,280.98,217.85,392.91,293.16,16.68,13.97,9.41,34.94,63.13,99.75,2.71,7.9,95.97
"Dennis Seidenberg","DENNIS.SEIDENBERG","09-10","FLA","D","L",1981-07-18,28,62,1420.47,44.24,45.35,45.29,44.38,46.75,57.1,71.97,687.32,828.43,948.45,1145.7,1262.25,1581.79,61.5,70.05,-14.87,-141.11,-197.25,-319.54,-8.55,8.31,91.31
"Dennis Seidenberg","DENNIS.SEIDENBERG","10-11","BOS","D","L",1981-07-18,29,81,1907.32,49.31,49.02,49.07,48.65,50.24,83.32,85.65,1010.12,1050.65,1389.49,1442.16,1851.38,1954.49,90.55,89.67,-2.33,-40.53,-52.67,-103.11,0.88,8.25,91.85
"Dennis Seidenberg","DENNIS.SEIDENBERG","11-12","BOS","D","L",1981-07-18,30,80,1923.13,51.5,52.25,52.6,52.81,52.67,93.61,88.17,1042.56,952.73,1431.92,1290.48,1921.92,1717.09,90.08,80.94,5.44,89.83,141.44,204.83,9.14,8.98,90.75
"Dennis Seidenberg","DENNIS.SEIDENBERG","12-13","BOS","D","L",1981-07-18,31,46,1094.58,56.42,53.89,52.5,51.86,52.56,50.81,39.24,592.62,507.08,796.18,720.27,1069.34,992.76,51.03,46.05,11.57,85.54,75.91,76.58,4.98,8.57,92.26
"Dennis Seidenberg","DENNIS.SEIDENBERG","13-14","BOS","D","L",1981-07-18,32,34,742.48,57.41,44.74,46.26,47.69,46.11,34.42,25.53,337.53,416.83,480.88,558.57,667.85,732.63,28.61,33.44,8.89,-79.3,-77.69,-64.78,-4.83,10.2,93.88
"Dennis Seidenberg","DENNIS.SEIDENBERG","14-15","BOS","D","L",1981-07-18,33,82,1812.27,43.73,44.11,43.62,44.31,42.54,61.52,79.17,767.83,972.81,1048.68,1355.51,1429.85,1797.28,58.1,78.49,-17.65,-204.98,-306.83,-367.43,-20.39,8.01,91.86
"Dennis Seidenberg","DENNIS.SEIDENBERG","15-16","BOS","D","L",1981-07-18,34,61,1183.25,44.73,46.27,44.13,42.97,40.64,43.15,53.32,549.89,638.67,718.86,909.97,933.42,1238.72,36.33,53.07,-10.17,-88.78,-191.11,-305.3,-16.74,7.85,91.65
"Dennis Seidenberg","DENNIS.SEIDENBERG","16-17","NYI","D","L",1981-07-18,35,73,1418.15,53.92,47.88,45.74,44.26,46.42,68.25,58.33,663.26,722,894.53,1061.02,1202.54,1514.2,58.33,67.32,9.92,-58.74,-166.49,-311.66,-8.99,10.29,91.92
"Dennis Seidenberg","DENNIS.SEIDENBERG","17-18","NYI","D","L",1981-07-18,36,28,500.72,32.31,37.18,37.46,37.32,35.71,18.87,39.53,220.21,372.02,301.07,502.54,392.5,659.27,18.05,32.5,-20.66,-151.81,-201.47,-266.77,-14.45,8.57,89.37
"Dennis Wideman","DENNIS.WIDEMAN","07-08","BOS","D","R",1983-03-20,24,80,2014.22,55.13,51.73,53.21,53.6,49.12,91.38,74.36,1022.2,953.74,1422.37,1250.84,1808.95,1565.95,80.47,83.35,17.02,68.46,171.53,243,-2.88,8.94,92.2
"Dennis Wideman","DENNIS.WIDEMAN","08-09","BOS","D","R",1983-03-20,25,78,1922.72,63.7,51.72,52.37,52.81,52.79,124.97,71.22,1028.22,959.99,1395.28,1269.14,1856.26,1658.51,95.93,85.78,53.75,68.23,126.14,197.75,10.15,12.15,92.58
"Dennis Wideman","DENNIS.WIDEMAN","09-10","BOS","D","R",1983-03-20,26,76,1790.28,46.81,50.55,52.33,53.06,51.35,69.03,78.43,951.99,931.34,1323.31,1205.68,1730.67,1531.26,81.92,77.62,-9.4,20.65,117.63,199.41,4.3,7.25,91.58
"Dennis Wideman","DENNIS.WIDEMAN","10-11","FLA","D","R",1983-03-20,27,61,1461.57,46.11,51.27,51.77,52.25,51.1,66.45,77.66,806.79,766.72,1118.3,1041.84,1491.58,1362.95,74.67,71.45,-11.21,40.07,76.46,128.63,3.22,8.24,89.87
"Dennis Wideman","DENNIS.WIDEMAN","10-11","WSH","D","R",1983-03-20,27,14,337.08,60.14,53.72,54.41,53.88,55.9,18.95,12.56,195.95,168.83,272.8,228.59,358.76,307.12,17.82,14.06,6.39,27.12,44.21,51.64,3.76,9.67,92.56
"Dennis Wideman","DENNIS.WIDEMAN","11-12","WSH","D","R",1983-03-20,28,82,1959.75,52.4,50.26,50.65,50.79,50.9,93.85,85.26,966.75,956.91,1362.42,1327.69,1831.27,1773.97,84.91,81.9,8.59,9.84,34.73,57.3,3.01,9.71,91.09
